Season,Team ID,Player ID,Team ABV,Team,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Ortg,Drtg
2019,4,CHO,Charlotte Hornets,Kemba Walker,28,82,82,2863,12.4,28.6,0.43,4.4,12.4,0.36,8.0,16.2,0.49,6.5,7.6,0.84,0.9,5.2,6.1,8.2,1.7,0.6,3.6,2.2,35.7,112,114,3002
2019,4,CHO,Charlotte Hornets,Nicolas Batum,30,75,72,2354,5.2,11.6,0.45,2.4,6.2,0.39,2.8,5.5,0.52,1.6,1.8,0.86,1.5,6.6,8.1,5.1,1.5,0.9,2.4,2.9,14.4,112,113,193
2019,4,CHO,Charlotte Hornets,Jeremy Lamb,26,79,55,2250,9.3,21.2,0.44,2.5,7.1,0.35,6.8,14.0,0.49,5.0,5.6,0.89,1.4,8.0,9.4,3.7,1.9,0.7,1.7,3.0,26.1,113,111,1680
2019,4,CHO,Charlotte Hornets,Marvin Williams,32,75,75,2133,6.3,14.9,0.42,3.2,8.7,0.37,3.1,6.2,0.5,1.5,2.0,0.77,1.7,7.5,9.3,2.1,1.6,1.4,1.1,3.6,17.2,112,111,3160
2019,4,CHO,Charlotte Hornets,Miles Bridges,20,80,25,1696,6.8,14.7,0.46,1.9,5.7,0.32,4.9,8.9,0.55,1.7,2.2,0.75,1.9,7.3,9.3,2.7,1.6,1.4,1.4,3.2,17.1,111,112,351
2019,4,CHO,Charlotte Hornets,Malik Monk,20,73,0,1258,8.8,22.7,0.39,4.2,12.8,0.33,4.6,9.9,0.46,3.5,3.9,0.88,0.6,4.7,5.3,4.5,1.4,0.7,3.3,4.1,25.2,99,114,2027
2019,4,CHO,Charlotte Hornets,Cody Zeller,26,49,47,1243,7.4,13.5,0.55,0.2,0.9,0.27,7.2,12.6,0.57,4.3,5.5,0.79,4.3,8.7,13.0,4.0,1.5,1.6,2.4,6.4,19.4,123,111,3266
2019,4,CHO,Charlotte Hornets,Michael Kidd-Gilchrist,25,64,3,1179,6.5,13.7,0.48,0.7,1.9,0.34,5.9,11.8,0.5,3.9,5.1,0.77,3.6,6.5,10.1,2.5,1.3,1.6,1.8,6.4,17.6,115,112,1607
2019,4,CHO,Charlotte Hornets,Tony Parker,36,56,0,1003,10.3,22.4,0.46,0.6,2.5,0.26,9.7,20.0,0.48,4.4,6.0,0.73,0.7,3.3,4.0,10.0,1.0,0.3,3.6,2.6,25.7,106,117,2248
2019,4,CHO,Charlotte Hornets,Willy Hernangomez,24,58,3,812,9.2,17.7,0.52,0.9,2.3,0.38,8.3,15.3,0.54,6.0,8.6,0.69,7.0,11.6,18.6,3.6,1.0,1.2,3.5,5.9,25.2,118,111,1267
2019,4,CHO,Charlotte Hornets,Bismack Biyombo,26,54,32,783,5.5,9.7,0.57,0.0,0.0,,5.5,9.7,0.57,3.6,5.7,0.64,5.0,10.3,15.3,2.0,0.7,2.5,2.1,6.4,14.7,121,110,249
2019,4,CHO,Charlotte Hornets,Dwayne Bacon,23,43,13,759,7.8,16.5,0.48,2.4,5.6,0.44,5.4,10.9,0.49,2.2,2.9,0.74,0.5,5.2,5.7,3.0,0.8,0.3,1.2,4.6,20.2,114,116,135
2019,4,CHO,Charlotte Hornets,Frank Kaminsky,25,47,0,755,8.9,19.2,0.46,3.2,9.0,0.36,5.7,10.2,0.55,5.1,6.9,0.74,2.5,8.0,10.5,4.1,0.8,0.8,2.6,4.4,26.1,115,114,1578
2019,4,CHO,Charlotte Hornets,Devonte' Graham,23,46,3,676,5.3,15.5,0.34,2.4,8.7,0.28,2.9,6.8,0.42,2.5,3.3,0.76,0.7,3.8,4.5,8.7,1.7,0.1,2.2,3.5,15.6,104,115,1068
2019,4,CHO,Charlotte Hornets,Shelvin Mack,28,4,0,42,2.3,16.2,0.14,0.0,2.3,0.0,2.3,13.9,0.17,5.8,10.4,0.56,0.0,2.3,2.3,1.2,2.3,0.0,4.6,3.5,10.4,47,115,1800
2019,4,CHO,Charlotte Hornets,J.P. Macura,23,2,0,17,8.6,25.7,0.33,0.0,11.4,0.0,8.6,14.3,0.6,0.0,0.0,,0.0,8.6,8.6,5.7,0.0,0.0,0.0,0.0,17.2,81,116,1806
2019,4,CHO,Charlotte Hornets,Joe Chealey,23,1,0,8,6.1,18.2,0.33,0.0,0.0,,6.1,18.2,0.33,0.0,0.0,,0.0,0.0,0.0,6.1,0.0,0.0,0.0,6.1,12.2,86,121,519
