Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
1991,5,CHI,Charlotte Bobcats,Scottie Pippen,25,17,17,704,11.0,21.8,0.5,0.3,1.3,0.24,10.7,20.5,0.52,6.2,7.8,0.79,2.9,8.8,11.7,7.7,3.2,1.5,4.3,4.5,28.5,,114,100
1991,5,CHI,Charlotte Bobcats,Michael Jordan,27,17,17,689,15.6,29.7,0.52,0.8,2.1,0.38,14.8,27.7,0.53,9.9,11.7,0.84,1.4,7.1,8.5,11.2,3.2,1.8,3.4,4.2,41.8,,127,101
1991,5,CHI,Charlotte Bobcats,Horace Grant,25,17,17,666,7.4,12.8,0.58,0.0,0.0,,7.4,12.8,0.58,3.6,4.9,0.73,4.6,6.7,11.3,3.1,1.2,0.5,1.6,3.7,18.5,,130,106
1991,5,CHI,Charlotte Bobcats,Bill Cartwright,33,17,17,511,7.5,14.4,0.52,0.0,0.0,,7.5,14.4,0.52,2.3,3.4,0.69,2.7,5.9,8.5,3.4,1.0,0.7,2.2,5.9,17.3,,111,107
1991,5,CHI,Charlotte Bobcats,John Paxson,30,17,17,487,6.9,13.1,0.53,0.2,1.6,0.14,6.7,11.5,0.58,1.6,1.6,1.0,0.2,2.3,2.6,5.9,1.2,0.0,0.7,3.6,15.7,,128,110
1991,5,CHI,Charlotte Bobcats,B.J. Armstrong,23,17,0,273,7.0,14.0,0.5,0.6,1.0,0.6,6.4,13.0,0.49,4.0,5.0,0.8,1.0,4.4,5.4,8.6,3.8,0.2,2.6,2.6,18.6,,119,103
1991,5,CHI,Charlotte Bobcats,Craig Hodges,30,17,0,209,8.6,20.3,0.42,2.9,7.3,0.39,5.7,13.0,0.44,0.8,1.0,0.75,0.0,1.0,1.0,2.6,2.9,0.0,2.9,5.5,20.8,,97,107
1991,5,CHI,Charlotte Bobcats,Will Perdue,25,17,0,198,8.0,14.6,0.55,0.0,0.0,,8.0,14.6,0.55,3.3,6.1,0.55,8.8,9.1,17.9,1.1,0.6,2.2,3.9,11.3,19.3,,110,104
1991,5,CHI,Charlotte Bobcats,Cliff Levingston,30,17,0,192,6.0,11.6,0.51,0.0,0.0,,6.0,11.6,0.51,0.9,1.7,0.5,6.2,5.4,11.6,2.0,2.8,2.0,0.6,7.9,12.8,,126,102
1991,5,CHI,Charlotte Bobcats,Stacey King,24,11,0,86,5.1,17.1,0.3,0.0,0.6,0.0,5.1,16.5,0.31,4.4,7.0,0.64,5.7,8.2,13.9,1.3,0.6,0.6,5.7,9.5,14.6,,76,106
1991,5,CHI,Charlotte Bobcats,Scott Williams,22,12,0,72,4.5,9.8,0.46,0.0,0.8,0.0,4.5,9.1,0.5,8.3,15.1,0.55,3.0,12.1,15.1,2.3,0.8,2.3,3.0,11.3,17.4,,104,101
1991,5,CHI,Charlotte Bobcats,Dennis Hopson,25,5,0,18,6.1,18.2,0.33,0.0,0.0,,6.1,18.2,0.33,12.1,27.2,0.44,6.1,6.1,12.1,3.0,0.0,3.0,3.0,6.1,24.2,,93,107
