Season,Team ID,Player ID,Team ABV,Team,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Ortg,Drtg
1991,21,SEA,Seattle Supersonics,Eddie Johnson,31,5,5,171,13.5,26.1,0.52,1.2,4.4,0.27,12.3,21.7,0.57,7.0,8.5,0.83,3.5,2.6,6.2,2.1,2.1,0.3,2.3,3.8,35.2,122,114,1484
1991,21,SEA,Seattle Supersonics,Benoit Benjamin,26,5,5,163,6.2,12.6,0.49,0.0,0.0,,6.2,12.6,0.49,8.9,9.9,0.91,2.2,8.0,10.2,0.3,0.9,4.0,3.4,5.2,21.3,116,109,217
1991,21,SEA,Seattle Supersonics,Shawn Kemp,21,5,5,149,7.4,19.2,0.39,0.0,0.3,0.0,7.4,18.9,0.39,7.4,9.1,0.82,4.4,7.8,12.1,2.0,1.0,1.3,5.4,6.7,22.2,93,111,1592
1991,21,SEA,Seattle Supersonics,Sedale Threatt,29,5,5,136,11.1,20.7,0.54,1.5,4.1,0.36,9.6,16.6,0.58,3.3,3.7,0.9,0.4,2.6,3.0,6.3,1.8,0.0,3.0,5.2,27.0,119,114,2882
1991,21,SEA,Seattle Supersonics,Gary Payton,22,5,5,135,4.1,10.0,0.41,0.0,0.4,0.0,4.1,9.7,0.42,0.7,0.7,1.0,1.9,3.0,4.8,11.9,3.0,0.4,3.3,6.0,8.9,101,111,2270
1991,21,SEA,Seattle Supersonics,Derrick McKey,24,4,0,114,7.0,12.3,0.57,0.0,0.4,0.0,7.0,11.9,0.59,2.6,4.8,0.55,3.1,7.0,10.1,3.5,1.3,0.0,2.6,5.7,16.7,112,112,1941
1991,21,SEA,Seattle Supersonics,Ricky Pierce,31,5,0,112,8.5,25.6,0.33,1.3,4.5,0.3,7.2,21.1,0.34,7.2,7.6,0.94,2.7,3.6,6.3,1.8,1.8,0.4,4.9,5.4,25.6,90,113,2305
1991,21,SEA,Seattle Supersonics,Nate McMillan,26,5,0,95,3.2,12.2,0.26,0.0,1.1,0.0,3.2,11.1,0.29,1.1,2.1,0.5,3.2,6.3,9.5,11.6,3.2,0.5,1.6,7.9,7.4,96,108,1951
1991,21,SEA,Seattle Supersonics,Michael Cage,29,5,0,80,3.8,8.8,0.43,0.0,0.0,,3.8,8.8,0.43,8.2,10.7,0.76,5.7,7.5,13.2,1.3,1.9,1.3,1.9,7.5,15.7,125,109,451
1991,21,SEA,Seattle Supersonics,Dana Barros,23,3,0,25,18.1,26.1,0.69,4.0,10.0,0.4,14.1,16.1,0.88,6.0,8.0,0.75,2.0,6.0,8.0,10.0,6.0,0.0,6.0,2.0,46.2,135,103,173
1991,21,SEA,Seattle Supersonics,Dave Corzine,34,2,0,12,8.4,12.6,0.67,0.0,0.0,,8.4,12.6,0.67,4.2,4.2,1.0,0.0,4.2,4.2,0.0,0.0,0.0,0.0,4.2,20.9,155,117,611
1991,21,SEA,Seattle Supersonics,Scott Meents,27,2,0,8,12.6,25.1,0.5,0.0,0.0,,12.6,25.1,0.5,0.0,6.3,0.0,0.0,6.3,6.3,0.0,6.3,0.0,0.0,6.3,25.1,93,102,1963
