Season,Team ID,Player ID,Team ABV,Team,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Ortg,Drtg
,,749,,,Byron Dinkins,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991.0,12.0,2290,IND,Indiana Pacers,Chuck Person,26.0,5.0,5.0,192.0,11.8,22.1,0.53,4.2,7.6,0.55,7.6,14.5,0.52,4.2,5.2,0.81,0.7,6.1,6.9,3.9,1.2,0.0,2.9,3.7,32.0,122.0,118.0
1991.0,12.0,2575,IND,Indiana Pacers,Detlef Schrempf,28.0,5.0,0.0,179.0,7.1,15.0,0.47,0.0,1.1,0.0,7.1,14.0,0.51,6.6,7.9,0.83,2.6,6.9,9.5,2.9,0.5,0.0,2.9,4.5,20.8,112.0,119.0
,,1904,,,George McCloud,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991.0,12.0,781,IND,Indiana Pacers,Greg Dreiling,28.0,5.0,5.0,75.0,3.1,9.4,0.33,0.0,0.0,,3.1,9.4,0.33,2.5,3.8,0.67,5.0,6.3,11.3,0.0,0.0,0.0,1.9,10.7,8.8,93.0,120.0
,,2200,,,Jawann Oldham,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991.0,12.0,3153,IND,Indiana Pacers,Kenny Williams,21.0,2.0,0.0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,47.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.6,0.0,0.0,123.0
1991.0,12.0,2871,IND,Indiana Pacers,LaSalle Thompson,29.0,5.0,5.0,126.0,7.1,14.6,0.49,0.0,0.0,,7.1,14.6,0.49,2.6,2.6,1.0,2.2,9.4,11.6,3.0,1.5,2.6,3.7,5.6,16.9,98.0,113.0
1991.0,12.0,3162,IND,Indiana Pacers,Micheal Williams,24.0,5.0,5.0,183.0,7.7,16.8,0.46,0.0,0.3,0.0,7.7,16.5,0.47,11.1,12.4,0.9,1.8,2.3,4.1,10.8,3.6,0.0,3.1,5.9,26.6,127.0,115.0
1991.0,12.0,2556,IND,Indiana Pacers,Mike Sanders,30.0,5.0,0.0,41.0,6.9,11.5,0.6,1.2,2.3,0.5,5.8,9.2,0.62,2.3,4.6,0.5,0.0,4.6,4.6,4.6,4.6,2.3,1.2,10.4,17.3,126.0,109.0
1991.0,12.0,3214,IND,Indiana Pacers,Randy Wittman,31.0,1.0,0.0,6.0,7.9,7.9,1.0,0.0,0.0,,7.9,7.9,1.0,0.0,0.0,,0.0,0.0,0.0,7.9,0.0,0.0,0.0,7.9,15.7,203.0,124.0
1991.0,12.0,1997,IND,Indiana Pacers,Reggie Miller,25.0,5.0,5.0,193.0,8.3,17.1,0.49,2.0,4.6,0.42,6.4,12.5,0.51,7.8,9.0,0.86,1.2,2.7,3.9,3.4,2.0,0.5,2.9,3.4,26.4,120.0,118.0
1991.0,12.0,2710,IND,Indiana Pacers,Rik Smits,24.0,5.0,0.0,88.0,11.3,19.8,0.57,0.0,0.0,,11.3,19.8,0.57,3.8,4.3,0.88,2.1,7.5,9.7,1.1,0.5,3.8,2.7,12.3,26.3,113.0,115.0
1991.0,12.0,922,IND,Indiana Pacers,Vern Fleming,28.0,5.0,0.0,115.0,7.4,16.4,0.45,0.0,0.4,0.0,7.4,16.0,0.46,4.5,5.7,0.79,4.1,2.9,7.0,9.4,0.4,1.2,3.3,4.1,19.3,113.0,120.0
