Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
2001,8,2344,DEN,Denver Nuggets,24.0,NBA,SF,82.0,82.0,2255.0,5.6,13.6,0.41,1.5,5.0,0.3,4.1,8.6,0.48,2.6,3.2,0.82,2.9,7.0,9.9,3.7,2.1,0.9,2.3,5.2,15.3,,104.0,105.0
2002,8,2344,DEN,Denver Nuggets,25.0,NBA,SF,73.0,63.0,2238.0,6.6,17.5,0.38,1.6,5.6,0.28,5.0,11.8,0.42,3.8,4.8,0.79,2.6,7.6,10.2,4.3,2.7,0.9,3.0,5.3,18.6,,98.0,105.0
2003,31,2344,TOT,Total After Trade,26.0,NBA,SF,83.0,71.0,2518.0,6.6,16.0,0.41,1.5,4.9,0.31,5.1,11.1,0.46,4.4,5.2,0.83,1.9,7.2,9.1,3.9,2.3,0.3,3.1,4.2,19.0,,103.0,102.0
2003,8,2344,DEN,Denver Nuggets,26.0,NBA,SF,25.0,24.0,872.0,7.3,19.6,0.37,1.5,5.3,0.27,5.9,14.3,0.41,5.2,6.2,0.84,2.3,6.5,8.8,4.7,1.8,0.4,4.0,3.8,21.3,,95.0,103.0
2003,11,2344,HOU,Houston Rockets,26.0,NBA,SF,58.0,47.0,1646.0,6.2,14.1,0.44,1.5,4.6,0.33,4.7,9.4,0.5,3.9,4.7,0.83,1.7,7.5,9.2,3.5,2.5,0.3,2.6,4.4,17.8,,110.0,102.0
2004,15,2344,MEM,Memphis Grizzlies,27.0,NBA,SG,82.0,82.0,2451.0,7.9,16.5,0.48,2.4,6.2,0.39,5.5,10.3,0.53,6.0,7.2,0.83,2.0,6.7,8.6,2.6,2.9,0.9,2.4,5.3,24.1,,119.0,101.0
2005,15,2344,MEM,Memphis Grizzlies,28.0,NBA,SF,50.0,18.0,1382.0,5.0,14.0,0.36,2.2,7.0,0.31,2.8,7.0,0.4,3.8,4.4,0.86,1.8,6.8,8.6,3.5,1.9,0.9,2.7,5.3,15.9,,100.0,103.0
2006,16,2344,MIA,Miami Heat,29.0,NBA,SF,67.0,63.0,1914.0,4.4,10.8,0.4,3.2,7.9,0.4,1.2,2.9,0.4,1.3,1.7,0.79,0.9,7.8,8.7,2.4,1.5,0.5,1.6,5.4,13.2,,112.0,105.0
2007,16,2344,MIA,Miami Heat,30.0,NBA,SF,71.0,19.0,1919.0,5.2,12.0,0.43,2.7,7.2,0.38,2.5,4.8,0.51,2.3,2.7,0.83,1.8,8.1,9.9,2.6,2.0,0.6,1.5,5.4,15.3,,116.0,104.0
2008,2,2344,BOS,Boston Celtics,31.0,NBA,PF,74.0,2.0,1821.0,5.0,12.0,0.42,3.1,8.1,0.38,1.9,3.9,0.5,2.7,3.3,0.81,0.9,8.5,9.3,3.3,2.1,0.6,1.9,5.3,15.8,,114.0,98.0
2009,19,2344,NOH,New Orleans Hornets,32.0,NBA,SG,75.0,0.0,2140.0,5.5,13.4,0.41,3.0,8.0,0.37,2.6,5.4,0.48,3.1,3.7,0.82,1.0,8.3,9.2,2.1,1.5,0.5,2.0,5.5,17.1,,109.0,107.0
2010,19,2344,NOH,New Orleans Hornets,33.0,NBA,SF,77.0,2.0,1731.0,3.8,10.3,0.36,2.4,7.2,0.34,1.3,3.1,0.44,2.0,2.4,0.82,1.0,8.9,9.8,3.5,1.3,0.6,1.5,6.1,11.9,,108.0,110.0
2011,12,2344,IND,Indiana Pacers,34.0,NBA,SF,49.0,0.0,839.0,4.9,14.6,0.34,4.0,12.8,0.32,0.8,1.8,0.48,0.7,0.9,0.73,0.6,8.3,8.9,2.1,1.4,0.4,1.4,6.2,14.5,,98.0,106.0
