SEASON,TEAM ID,TEAM,NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
2012,6,CLE,36,Omri Casspi,SF,6-9,225,1988-06-22,IL,2,
2012,6,CLE,9,Semih Erden,C,7-0,240,1986-07-28,TR,1,
2012,6,CLE,8,Christian Eyenga,SF,6-5,210,1989-06-22,CD,1,
2012,6,CLE,33,Alonzo Gee,SG,6-6,225,1987-05-29,US,2,Alabama
2012,6,CLE,1,Daniel Gibson,SG,6-2,190,1986-02-27,US,5,Texas
2012,6,CLE,44,Luke Harangody,PF,6-8,246,1988-01-02,US,1,Notre Dame
2012,6,CLE,6,Manny Harris,SG,6-5,185,1989-09-21,US,1,Michigan
2012,6,CLE,5,Ryan Hollins,C,7-0,240,1984-10-10,US,5,UCLA
2012,6,CLE,14,Lester Hudson,PG,6-3,190,1984-08-07,US,2,University of Tennessee at Martin
2012,6,CLE,2,Kyrie Irving,PG,6-2,195,1992-03-23,AU,R,Duke
2012,6,CLE,4,Antawn Jamison,PF,6-8,223,1976-06-12,US,13,UNC
2012,6,CLE,12,D.J. Kennedy,SF,6-6,215,1989-11-05,US,R,St. John's
2012,6,CLE,18,Anthony Parker,SF,6-6,215,1975-06-19,US,8,Bradley
2012,6,CLE,24,Samardo Samuels,C,6-9,260,1989-01-09,JM,1,Louisville
2012,6,CLE,3,Ramon Sessions,PG,6-3,190,1986-04-11,US,4,Nevada
2012,6,CLE,15,Donald Sloan,PG,6-3,205,1988-01-15,US,R,Texas A&M
2012,6,CLE,21,Mychel Thompson,SG,6-6,211,1988-06-01,US,R,Pepperdine
2012,6,CLE,13,Tristan Thompson,PF,6-9,254,1991-03-13,CA,R,Texas
2012,6,CLE,6,Ben Uzoh,PG,6-3,205,1988-03-19,US,1,Tulsa
2012,6,CLE,17,Anderson Varejao,C,6-10,273,1982-09-28,BR,7,
2012,6,CLE,32,Luke Walton,PF,6-8,235,1980-03-28,US,8,Arizona
