Season,Team ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
2018,27,SAS,San Antonio Spurs,12,LaMarcus Aldridge,C,6-11,250,1985-07-19,US,11,Texas
2018,27,SAS,San Antonio Spurs,1,Kyle Anderson,SF,6-9,230,1993-09-20,US,3,UCLA
2018,27,SAS,San Antonio Spurs,42,Davis Bertans,PF,6-10,225,1992-11-12,LV,1,
2018,27,SAS,San Antonio Spurs,10,Matt Costello,C,6-9,245,1993-08-05,US,R,Michigan State
2018,27,SAS,San Antonio Spurs,11,Bryn Forbes,SG,6-2,205,1993-07-23,US,1,Michigan State
2018,27,SAS,San Antonio Spurs,16,Pau Gasol,C,7-0,250,1980-07-06,ES,16,
2018,27,SAS,San Antonio Spurs,22,Rudy Gay,PF,6-8,250,1986-08-17,US,11,UConn
2018,27,SAS,San Antonio Spurs,20,Manu Ginobili,SG,6-6,205,1977-07-28,AR,15,
2018,27,SAS,San Antonio Spurs,14,Danny Green,SG,6-6,215,1987-06-22,US,8,UNC
2018,27,SAS,San Antonio Spurs,24,Darrun Hilliard,SG,6-6,205,1993-04-13,US,2,Villanova
2018,27,SAS,San Antonio Spurs,77,Joffrey Lauvergne,C,6-11,220,1991-09-30,FR,3,
2018,27,SAS,San Antonio Spurs,2,Kawhi Leonard,SF,6-7,225,1991-06-29,US,6,San Diego State
2018,27,SAS,San Antonio Spurs,8,Patty Mills,PG,6-1,180,1988-08-11,AU,8,Saint Mary's
2018,27,SAS,San Antonio Spurs,5,Dejounte Murray,PG,6-4,180,1996-09-19,US,1,Washington
2018,27,SAS,San Antonio Spurs,9,Tony Parker,PG,6-2,185,1982-05-17,BE,16,
2018,27,SAS,San Antonio Spurs,3,Brandon Paul,SG,6-4,200,1991-04-30,US,R,Illinois
2018,27,SAS,San Antonio Spurs,4,Derrick White,PG,6-4,190,1994-07-02,US,R,"Colorado-Colorado Springs, Colorado"
