Season,Team ID,Team ABV,Team,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,ORB%,DRB%,Arena,Attend.,Attend./G
1994,21,SEA,Seattle Supersonics,28.1,63.0,19.0,64,18,9.09,-0.41,8.68,111.1,101.5,9.6,95.1,0.34,0.1,0.55,34.4,67.3,Seattle Center Coliseum,601369,
1994,20,NYK,New York Knicks,28.9,57.0,25.0,60,22,6.99,-0.5,6.48,105.7,98.2,7.5,92.8,0.31,0.14,0.53,34.4,71.4,Madison Square Garden (IV),810193,19763.0
1994,27,SAS,San Antonio Spurs,29.0,55.0,27.0,56,26,5.26,-0.21,5.05,110.4,104.6,5.8,90.1,0.32,0.11,0.54,35.6,70.5,Alamodome,904190,18726.0
1994,1,ATL,Atlanta Hawks,28.7,57.0,25.0,56,26,5.27,-0.33,4.94,107.2,101.7,5.5,94.2,0.29,0.12,0.52,34.6,67.7,Omni Coliseum,537547,
1994,24,PHO,Phoenix Suns,28.7,56.0,26.0,54,28,4.84,-0.17,4.68,111.7,106.8,4.9,96.7,0.32,0.15,0.55,35.2,69.3,America West Arena,779952,
1994,11,HOU,Houston Rockets,28.1,58.0,24.0,53,29,4.32,-0.12,4.19,105.9,101.4,4.5,95.0,0.29,0.19,0.55,27.6,69.7,The Summit,615227,16611.0
1994,29,UTA,Utah Jazz,29.4,53.0,29.0,53,29,4.22,-0.12,4.1,108.6,104.1,4.5,93.1,0.35,0.08,0.54,31.3,68.4,Delta Center,814502,
1994,22,ORL,Orlando Magic,25.8,50.0,32.0,52,30,3.89,-0.21,3.68,110.8,106.7,4.1,95.2,0.34,0.16,0.55,33.8,66.3,Orlando Arena,626931,
1994,6,CLE,Cleveland Cavaliers,27.9,47.0,35.0,52,30,4.02,-0.39,3.64,109.4,105.1,4.3,91.7,0.34,0.12,0.54,31.8,69.0,Coliseum at Richfield,753686,
1994,12,IND,Indiana Pacers,27.2,47.0,35.0,51,31,3.45,-0.19,3.26,107.8,104.2,3.6,93.3,0.37,0.08,0.55,34.4,68.0,Market Square Arena,531812,
1994,5,CHI,Chicago Bulls,27.7,55.0,27.0,50,32,3.09,-0.22,2.87,106.1,102.7,3.4,91.9,0.27,0.1,0.53,33.8,70.8,Chicago Stadium,760816,
1994,25,POR,Portland Trail Blazers,28.6,47.0,35.0,48,34,2.63,-0.04,2.6,108.1,105.5,2.6,98.8,0.32,0.1,0.52,34.4,70.8,Memorial Coliseum,528408,12888.0
1994,16,MIA,Miami Heat,26.0,42.0,40.0,48,34,2.67,-0.27,2.4,109.5,106.7,2.8,93.8,0.32,0.14,0.54,35.3,69.1,Miami Arena,617242,
1994,3,NJN,New Jersey Nets,26.6,45.0,37.0,47,35,2.2,-0.08,2.11,107.2,104.9,2.3,95.5,0.35,0.1,0.52,34.0,69.1,Brendan Byrne Arena,658304,20049.0
1994,10,GSW,Golden State Warriors,25.0,50.0,32.0,46,36,1.74,0.01,1.76,108.3,106.5,1.8,99.1,0.32,0.12,0.54,32.9,64.4,Oakland-Alameda County Coliseum Arena,616025,
1994,8,DEN,Denver Nuggets,24.8,42.0,40.0,45,37,1.49,0.05,1.54,103.9,102.3,1.6,96.1,0.36,0.09,0.52,32.2,69.6,McNichols Sports Arena,673738,17171.0
1994,4,CHO,Charlotte Hornets,27.6,41.0,41.0,40,42,-0.22,-0.01,-0.23,108.4,108.6,-0.2,97.5,0.3,0.13,0.54,29.2,67.0,Charlotte Coliseum,971609,
1994,14,LAL,Los Angeles Lakers,26.5,33.0,49.0,29,53,-4.29,0.36,-3.93,104.8,109.3,-4.5,95.5,0.27,0.11,0.5,33.2,63.2,Great Western Forum,545915,14147.0
1994,2,BOS,Boston Celtics,27.8,32.0,50.0,29,53,-4.28,0.01,-4.28,104.2,108.7,-4.5,95.6,0.28,0.07,0.52,29.3,67.8,Boston Garden,604867,14890.0
1994,13,LAC,Los Angeles Clippers,27.0,27.0,55.0,26,56,-5.72,0.44,-5.28,102.9,108.6,-5.7,99.6,0.3,0.12,0.52,30.4,64.1,Los Angeles Memorial Sports Arena,471034,
1994,26,SAC,Sacramento Kings,26.7,28.0,54.0,26,56,-5.77,0.44,-5.32,103.3,109.2,-5.9,97.5,0.33,0.1,0.52,30.4,66.4,ARCO Arena (II),710497,
1994,17,MIL,Milwaukee Bucks,26.1,20.0,62.0,24,58,-6.48,0.24,-6.24,102.5,109.3,-6.8,94.5,0.32,0.15,0.51,31.1,66.5,Bradley Center,634047,
1994,18,MIN,Minnesota Timberwolves,26.2,20.0,62.0,23,59,-6.93,0.38,-6.55,101.9,109.2,-7.3,94.7,0.35,0.08,0.52,30.1,68.0,Target Center,733419,
1994,30,WSB,Washington Bullets,25.8,24.0,58.0,22,60,-7.38,0.25,-7.13,104.5,112.2,-7.7,95.9,0.32,0.11,0.53,31.2,66.2,US Airways Arena,619756,
1994,23,PHI,Philadelphia 76Ers,27.2,25.0,57.0,21,61,-7.62,0.25,-7.37,101.7,109.7,-8.0,95.7,0.31,0.14,0.52,28.0,66.6,The Spectrum,491769,
1994,9,DET,Detroit Pistons,27.5,20.0,62.0,21,61,-7.78,0.33,-7.46,102.7,110.9,-8.2,94.2,0.24,0.15,0.51,28.4,66.1,The Palace of Auburn Hills,806641,18410.0
1994,7,DAL,Dallas Mavericks,25.3,13.0,69.0,19,63,-8.7,0.5,-8.19,100.4,109.6,-9.2,94.5,0.28,0.11,0.49,33.7,66.1,Reunion Arena,526414,
