Season,Team ID,Player ID,Team ABV,Team,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Ortg,Drtg
2011.0,7.0,1240,DAL,Dallas Mavericks,Brendan Haywood,31.0,18.0,0.0,275.0,3.6,6.2,0.58,0.0,0.0,,3.6,6.2,0.58,4.0,8.7,0.46,6.9,7.9,14.7,0.8,0.4,3.6,2.6,9.7,11.3,112.0,105.0
2011.0,7.0,469,DAL,Dallas Mavericks,Brian Cardinal,33.0,9.0,0.0,37.0,4.5,6.0,0.75,4.5,6.0,0.75,0.0,0.0,,1.5,3.0,0.5,0.0,4.5,4.5,3.0,1.5,0.0,4.5,12.0,15.0,112.0,109.0
2011.0,7.0,342,DAL,Dallas Mavericks,Corey Brewer,24.0,6.0,0.0,23.0,9.6,21.7,0.44,2.4,7.2,0.33,7.2,14.5,0.5,0.0,0.0,,0.0,4.8,4.8,2.4,9.6,0.0,4.8,12.0,21.7,83.0,91.0
2011.0,7.0,2750,DAL,Dallas Mavericks,DeShawn Stevenson,29.0,21.0,18.0,332.0,4.8,13.9,0.35,4.5,11.4,0.4,0.3,2.5,0.13,1.5,2.0,0.75,0.2,3.0,3.2,2.0,1.8,0.3,1.7,6.7,15.7,103.0,109.0
2011.0,7.0,2161,DAL,Dallas Mavericks,Dirk Nowitzki,32.0,21.0,21.0,826.0,12.9,26.6,0.48,1.5,3.4,0.46,11.3,23.2,0.49,11.7,12.5,0.94,0.8,10.7,11.5,3.6,0.8,0.9,4.4,3.1,39.1,115.0,105.0
2011.0,7.0,1815,DAL,Dallas Mavericks,Ian Mahinmi,24.0,6.0,0.0,33.0,5.0,8.4,0.6,0.0,0.0,,5.0,8.4,0.6,8.4,15.1,0.56,5.0,5.0,10.1,0.0,1.7,0.0,0.0,26.9,18.5,140.0,107.0
2011.0,7.0,163,DAL,Dallas Mavericks,J.J. Barea,26.0,21.0,3.0,390.0,10.2,24.4,0.42,2.3,7.1,0.32,8.0,17.3,0.46,3.8,4.8,0.79,1.1,4.4,5.5,10.1,0.9,0.0,3.3,4.0,26.6,107.0,111.0
2011.0,7.0,1604,DAL,Dallas Mavericks,Jason Kidd,37.0,21.0,21.0,744.0,4.8,12.0,0.4,3.2,8.6,0.37,1.6,3.4,0.46,1.8,2.2,0.8,0.8,6.3,7.1,11.4,3.0,0.7,4.2,2.7,14.5,110.0,104.0
2011.0,7.0,2832,DAL,Dallas Mavericks,Jason Terry,33.0,21.0,0.0,684.0,10.4,21.7,0.48,3.4,7.7,0.44,7.0,14.0,0.5,5.7,6.7,0.84,0.5,2.8,3.2,5.4,2.1,0.2,2.6,3.6,29.8,119.0,109.0
2011.0,7.0,2761,DAL,Dallas Mavericks,Peja Stojakovic,33.0,19.0,0.0,350.0,7.8,19.0,0.41,4.6,12.2,0.38,3.2,6.8,0.46,1.1,1.4,0.78,0.5,4.6,5.1,1.1,1.9,0.3,1.4,3.3,21.2,105.0,108.0
2011.0,7.0,1837,DAL,Dallas Mavericks,Shawn Marion,32.0,21.0,21.0,690.0,8.4,18.1,0.47,0.0,0.4,0.0,8.4,17.7,0.48,3.2,3.8,0.85,3.7,7.0,10.7,3.6,1.7,1.5,2.9,4.3,20.1,105.0,105.0
2011.0,7.0,514,DAL,Dallas Mavericks,Tyson Chandler,28.0,21.0,21.0,680.0,4.6,8.0,0.58,0.0,0.0,,4.6,8.0,0.58,4.3,6.4,0.68,6.4,9.3,15.7,0.7,1.1,1.5,1.1,6.3,13.6,137.0,105.0
