Season,Team ID,Player ID,Team ABV,Team,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Ortg,Drtg
2011.0,22.0,180,ORL,Orlando Magic,Brandon Bass,25.0,6.0,6.0,139.0,6.4,15.2,0.42,0.0,0.0,,6.4,15.2,0.42,4.8,5.2,0.92,4.8,5.2,10.0,0.8,1.2,2.0,2.8,2.8,17.5,103.0,101.0
2011.0,22.0,795,ORL,Orlando Magic,Chris Duhon,28.0,1.0,0.0,4.0,13.9,27.7,0.5,13.9,27.7,0.5,0.0,0.0,,27.7,27.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.3,183.0,109.0
2011.0,22.0,1338,ORL,Orlando Magic,Dwight Howard,25.0,6.0,6.0,258.0,11.0,17.4,0.63,0.0,0.2,0.0,11.0,17.2,0.64,12.9,18.9,0.68,5.8,14.2,20.0,0.6,0.9,2.4,7.1,5.4,34.8,113.0,96.0
2011.0,22.0,540,ORL,Orlando Magic,Earl Clark,23.0,1.0,0.0,6.0,9.2,27.7,0.33,0.0,0.0,,9.2,27.7,0.33,0.0,0.0,,18.5,18.5,36.9,9.2,9.2,9.2,0.0,0.0,18.5,112.0,68.0
2011.0,22.0,104,ORL,Orlando Magic,Gilbert Arenas,29.0,5.0,0.0,81.0,12.3,28.7,0.43,2.1,8.2,0.25,10.3,20.5,0.5,2.7,4.1,0.67,2.7,6.8,9.6,8.2,0.7,0.7,4.1,9.6,29.4,102.0,102.0
2011.0,22.0,2921,ORL,Orlando Magic,Hedo Turkoglu,31.0,6.0,6.0,209.0,5.3,18.0,0.29,1.9,8.0,0.23,3.4,10.1,0.34,2.1,3.7,0.57,0.3,4.8,5.0,5.8,2.1,0.3,1.9,4.8,14.6,87.0,101.0
2011.0,22.0,2411,ORL,Orlando Magic,J.J. Redick,26.0,6.0,0.0,120.0,6.9,19.4,0.36,0.5,6.9,0.07,6.5,12.5,0.52,4.2,5.5,0.75,0.0,5.1,5.1,2.8,0.5,0.5,3.2,3.7,18.5,85.0,104.0
2011.0,22.0,2124,ORL,Orlando Magic,Jameer Nelson,28.0,6.0,6.0,216.0,8.0,21.0,0.38,1.5,6.7,0.23,6.4,14.4,0.45,2.8,3.6,0.79,1.8,4.6,6.4,7.7,3.1,0.0,2.1,3.6,20.3,104.0,100.0
2011.0,22.0,2439,ORL,Orlando Magic,Jason Richardson,30.0,5.0,5.0,153.0,6.2,18.5,0.33,2.9,9.1,0.32,3.3,9.4,0.35,2.9,2.9,1.0,1.8,5.4,7.2,2.2,1.1,0.7,1.1,5.8,18.1,104.0,103.0
2011.0,22.0,52,ORL,Orlando Magic,Malik Allen,32.0,1.0,0.0,7.0,0.0,7.9,0.0,0.0,0.0,,0.0,7.9,0.0,7.9,15.8,0.5,0.0,7.9,7.9,0.0,0.0,0.0,0.0,15.8,7.9,64.0,103.0
2011.0,22.0,2446,ORL,Orlando Magic,Quentin Richardson,30.0,6.0,1.0,98.0,4.5,8.5,0.53,2.8,5.7,0.5,1.7,2.8,0.6,1.1,1.1,1.0,1.7,6.8,8.5,1.1,0.6,0.6,1.1,5.1,13.0,137.0,103.0
2011.0,22.0,83,ORL,Orlando Magic,Ryan Anderson,22.0,6.0,0.0,147.0,3.0,11.3,0.27,2.3,7.5,0.3,0.8,3.8,0.2,2.3,2.3,1.0,3.8,6.4,10.2,1.1,1.9,0.4,0.4,6.0,10.6,109.0,101.0
