Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1985,22.0,KCK,NBA,PF,82.0,23.0,1918.0,9.9,16.4,0.6,0.0,0.0,0.0,9.9,16.4,0.602,5.5,8.9,0.62,4.5,8.8,13.3,2.7,0.8,0.9,4.5,6.1,25.2,,111.0,111.0
1986,23.0,SAC,NBA,PF,75.0,18.0,1675.0,8.1,13.8,0.587,0.0,0.0,,8.1,13.8,0.587,4.6,7.0,0.661,3.9,8.0,11.8,2.4,1.0,1.0,3.5,6.5,20.9,,112.0,108.0
1987,24.0,SAC,NBA,PF,82.0,82.0,2956.0,9.1,16.8,0.54,0.0,0.0,0.0,9.1,16.8,0.542,6.6,8.7,0.761,4.1,9.0,13.1,3.2,0.7,1.0,3.0,4.7,24.8,,119.0,111.0
1988,25.0,SAC,NBA,PF,82.0,82.0,3072.0,9.6,19.0,0.507,0.0,0.1,0.0,9.6,18.9,0.51,7.1,9.4,0.755,4.3,8.6,13.0,4.1,1.0,0.9,3.5,4.1,26.4,,114.0,112.0
1989,26.0,HOU,NBA,PF,82.0,82.0,3135.0,7.8,14.5,0.542,0.0,0.0,0.0,7.8,14.4,0.543,4.9,6.8,0.729,4.1,7.7,11.8,3.0,1.2,0.6,3.4,3.9,20.6,,113.0,106.0
1990,27.0,HOU,NBA,PF,82.0,82.0,2947.0,8.8,16.1,0.548,0.0,0.2,0.0,8.8,15.9,0.554,4.9,7.2,0.688,4.2,7.7,11.8,4.2,1.1,0.4,3.7,4.3,22.6,,112.0,105.0
1991,28.0,HOU,NBA,PF,82.0,82.0,3039.0,8.8,15.8,0.556,0.0,0.1,0.429,8.8,15.7,0.557,5.4,7.7,0.696,4.6,9.0,13.6,3.2,1.2,0.3,3.5,4.5,23.0,,116.0,104.0
1992,29.0,HOU,NBA,PF,82.0,82.0,3056.0,9.2,15.6,0.592,0.0,0.1,0.0,9.2,15.5,0.596,5.0,7.6,0.657,4.7,9.5,14.2,4.1,0.9,0.6,3.9,5.1,23.5,,115.0,108.0
1993,30.0,HOU,NBA,PF,72.0,69.0,2357.0,8.3,14.9,0.558,0.0,0.0,0.0,8.3,14.8,0.56,3.3,5.5,0.598,4.7,8.0,12.7,3.9,0.9,0.4,3.3,5.0,19.9,,112.0,107.0
1994,31.0,HOU,NBA,PF,82.0,82.0,2909.0,7.8,13.9,0.561,0.0,0.0,0.0,7.8,13.9,0.562,4.4,6.6,0.657,4.7,10.4,15.1,3.3,1.1,0.5,3.2,4.4,20.0,,113.0,101.0
1995,32.0,TOT,NBA,PF,70.0,35.0,2096.0,9.4,16.6,0.565,0.0,0.2,0.0,9.4,16.4,0.571,4.1,6.8,0.594,4.9,8.7,13.6,2.7,1.0,0.7,3.2,5.5,22.8,,113.0,107.0
1995,32.0,HOU,NBA,PF,36.0,35.0,1188.0,8.8,15.7,0.563,0.0,0.1,0.0,8.8,15.6,0.567,2.9,5.4,0.528,4.8,9.0,13.8,2.5,0.9,0.6,3.3,4.4,20.6,,108.0,108.0
1995,32.0,POR,NBA,PF,34.0,0.0,908.0,10.1,17.7,0.568,0.0,0.2,0.0,10.1,17.5,0.576,5.6,8.7,0.649,5.0,8.3,13.3,3.0,1.1,0.8,3.2,6.9,25.8,,119.0,106.0
1996,33.0,DET,NBA,PF,82.0,82.0,2841.0,8.7,16.4,0.53,0.0,0.1,0.0,8.7,16.4,0.532,5.0,7.0,0.71,4.1,9.2,13.3,3.0,1.0,0.8,3.8,5.8,22.4,,109.0,104.0
1997,34.0,DET,NBA,C,79.0,79.0,2661.0,8.9,16.8,0.532,0.0,0.0,0.0,8.9,16.8,0.534,4.2,6.5,0.653,4.8,8.5,13.3,2.8,1.3,0.4,3.1,6.4,22.1,,112.0,105.0
1998,35.0,TOT,NBA,PF,74.0,66.0,2197.0,7.0,14.8,0.471,0.0,0.1,0.0,7.0,14.7,0.475,3.9,5.7,0.683,3.6,9.2,12.7,5.3,1.1,0.7,3.6,5.6,17.8,,102.0,109.0
1998,35.0,VAN,NBA,PF,47.0,46.0,1574.0,6.8,14.2,0.477,0.0,0.1,0.0,6.8,14.1,0.481,3.9,5.6,0.694,3.3,9.0,12.3,5.3,1.0,0.8,3.8,5.2,17.5,,102.0,111.0
1998,35.0,SAC,NBA,PF,27.0,20.0,623.0,7.4,16.2,0.459,0.0,0.1,0.0,7.4,16.1,0.461,3.8,5.9,0.657,4.3,9.6,13.9,5.1,1.5,0.6,3.1,6.7,18.7,,103.0,105.0
1999,36.0,WAS,NBA,PF,49.0,38.0,1539.0,8.3,15.3,0.545,0.0,0.1,0.0,8.3,15.2,0.548,2.6,3.7,0.698,3.3,8.3,11.6,3.5,1.5,0.7,3.1,6.8,19.3,,107.0,103.0
2001,38.0,CHH,NBA,PF,49.0,4.0,647.0,4.9,10.9,0.45,0.0,0.0,,4.9,10.9,0.45,1.7,2.0,0.833,4.1,7.9,12.0,2.4,1.0,0.6,2.7,9.0,11.4,,97.0,101.0
