Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2003,22.0,DET,NBA,SF,42.0,5.0,435.0,53.0,118.0,0.449,20.0,47.0,0.426,33.0,71.0,0.465,0.534,11.0,17.0,0.647,5.0,40.0,45.0,24.0,10.0,14.0,21.0,25.0,137.0
2004,23.0,DET,NBA,SF,82.0,80.0,2701.0,338.0,723.0,0.467,57.0,157.0,0.363,281.0,566.0,0.496,0.507,108.0,141.0,0.766,93.0,297.0,390.0,191.0,63.0,69.0,119.0,149.0,841.0
2005,24.0,DET,NBA,SF,82.0,82.0,3039.0,469.0,963.0,0.487,47.0,138.0,0.341,422.0,825.0,0.512,0.511,221.0,274.0,0.807,133.0,302.0,435.0,247.0,56.0,71.0,135.0,161.0,1206.0
2006,25.0,DET,NBA,SF,82.0,82.0,2898.0,455.0,999.0,0.455,64.0,183.0,0.35,391.0,816.0,0.479,0.487,182.0,238.0,0.765,104.0,242.0,346.0,186.0,62.0,39.0,91.0,96.0,1156.0
2007,26.0,DET,NBA,SF,82.0,82.0,3001.0,459.0,997.0,0.46,81.0,210.0,0.386,378.0,787.0,0.48,0.501,172.0,224.0,0.768,144.0,285.0,429.0,227.0,51.0,55.0,98.0,116.0,1171.0
2008,27.0,DET,NBA,SF,82.0,82.0,2694.0,421.0,940.0,0.448,53.0,146.0,0.363,368.0,794.0,0.463,0.476,185.0,241.0,0.768,109.0,289.0,398.0,268.0,42.0,33.0,91.0,90.0,1080.0
2009,28.0,DET,NBA,SF,82.0,82.0,3057.0,459.0,1020.0,0.45,56.0,141.0,0.397,403.0,879.0,0.458,0.477,189.0,243.0,0.778,128.0,348.0,476.0,253.0,44.0,51.0,101.0,104.0,1163.0
2010,29.0,DET,NBA,SF,49.0,49.0,1664.0,282.0,580.0,0.486,27.0,73.0,0.37,255.0,507.0,0.503,0.509,70.0,98.0,0.714,71.0,177.0,248.0,161.0,34.0,22.0,60.0,77.0,661.0
2011,30.0,DET,NBA,SF,78.0,78.0,2562.0,473.0,1001.0,0.473,34.0,98.0,0.347,439.0,903.0,0.486,0.49,118.0,168.0,0.702,78.0,251.0,329.0,215.0,30.0,41.0,82.0,90.0,1098.0
2012,31.0,DET,NBA,SF,63.0,63.0,2087.0,336.0,798.0,0.421,37.0,104.0,0.356,299.0,694.0,0.431,0.444,89.0,115.0,0.774,72.0,209.0,281.0,153.0,27.0,32.0,74.0,77.0,798.0
2013,32.0,TOT,NBA,SF,82.0,81.0,2631.0,359.0,820.0,0.438,38.0,94.0,0.404,321.0,726.0,0.442,0.461,96.0,130.0,0.738,72.0,292.0,364.0,196.0,48.0,25.0,89.0,86.0,852.0
2013,32.0,DET,NBA,SF,45.0,45.0,1457.0,215.0,484.0,0.444,23.0,53.0,0.434,192.0,431.0,0.445,0.468,74.0,93.0,0.796,43.0,166.0,209.0,111.0,21.0,13.0,54.0,45.0,527.0
2013,32.0,MEM,NBA,SF,37.0,36.0,1174.0,144.0,336.0,0.429,15.0,41.0,0.366,129.0,295.0,0.437,0.451,22.0,37.0,0.595,29.0,126.0,155.0,85.0,27.0,12.0,35.0,41.0,325.0
2014,33.0,MEM,NBA,SF,76.0,76.0,1948.0,200.0,492.0,0.407,20.0,69.0,0.29,180.0,423.0,0.426,0.427,34.0,60.0,0.567,32.0,202.0,234.0,119.0,39.0,19.0,41.0,63.0,454.0
2015,34.0,TOT,NBA,SF,58.0,16.0,1397.0,177.0,402.0,0.44,31.0,67.0,0.463,146.0,335.0,0.436,0.479,49.0,65.0,0.754,52.0,158.0,210.0,93.0,29.0,16.0,35.0,55.0,434.0
2015,34.0,MEM,NBA,SF,26.0,9.0,628.0,75.0,183.0,0.41,15.0,33.0,0.455,60.0,150.0,0.4,0.451,25.0,30.0,0.833,21.0,62.0,83.0,37.0,9.0,6.0,15.0,22.0,190.0
2015,34.0,BOS,NBA,SF,9.0,0.0,198.0,33.0,59.0,0.559,5.0,8.0,0.625,28.0,51.0,0.549,0.602,5.0,6.0,0.833,6.0,24.0,30.0,18.0,5.0,2.0,4.0,7.0,76.0
2015,34.0,DET,NBA,SF,23.0,7.0,571.0,69.0,160.0,0.431,11.0,26.0,0.423,58.0,134.0,0.433,0.466,19.0,29.0,0.655,25.0,72.0,97.0,38.0,15.0,8.0,16.0,26.0,168.0
2016,35.0,MIN,NBA,SF,77.0,44.0,1462.0,102.0,229.0,0.445,4.0,23.0,0.174,98.0,206.0,0.476,0.454,13.0,19.0,0.684,32.0,115.0,147.0,73.0,36.0,13.0,27.0,62.0,221.0
