Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2001-02,23.0,WAS,NBA,C,47,0,13.1,1.7,3.2,.536,0.0,0.0,,1.7,3.2,.536,.536,0.9,1.6,.554,1.2,2.7,3.9,0.1,0.4,0.7,0.6,1.6,4.3
2002-03,24.0,WAS,NBA,PF,38,0,13.5,1.6,3.3,.492,0.0,0.0,,1.6,3.3,.492,.492,1.6,2.5,.638,1.8,2.5,4.3,0.1,0.2,0.6,0.9,1.7,4.8
2003-04,25.0,WAS,NBA,C,79,15,24.1,3.3,6.7,.489,0.0,0.0,,3.3,6.7,.489,.489,2.4,3.7,.647,2.3,4.4,6.7,0.9,0.5,1.6,1.4,2.8,8.9
2004-05,26.0,WAS,NBA,C,47,10,20.8,2.7,5.4,.502,0.0,0.0,,2.7,5.4,.502,.502,1.6,3.1,.528,1.8,3.4,5.2,0.4,0.4,1.1,1.1,2.8,7.1
2005-06,27.0,WAS,NBA,C,71,9,15.8,1.8,3.5,.533,0.0,0.0,,1.8,3.5,.533,.533,1.1,1.8,.600,1.4,2.5,3.9,0.2,0.3,1.0,0.7,2.1,4.7
2006-07,28.0,WAS,NBA,C,65,32,19.2,2.4,4.3,.574,0.0,0.0,,2.4,4.3,.574,.574,1.2,2.1,.558,2.1,3.7,5.8,0.4,0.3,1.4,1.1,2.5,6.1
2007-08,29.0,Did Not Play (illness—heart condition),Did Not Play (illness—heart condition),Did Not Play (illness—heart condition),Did Not Play (illness—heart condition),Did Not Play (illness—heart condition),Did Not Play (illness—heart condition),Did Not Play (illness—heart condition),Did Not Play (illness—heart condition),Did Not Play (illness—heart condition),Did Not Play (illness—heart condition),Did Not Play (illness—heart condition),Did Not Play (illness—heart condition),Did Not Play (illness—heart condition),Did Not Play (illness—heart condition),Did Not Play (illness—heart condition),Did Not Play (illness—heart condition),Did Not Play (illness—heart condition),Did Not Play (illness—heart condition),Did Not Play (illness—heart condition),Did Not Play (illness—heart condition),Did Not Play (illness—heart condition),Did Not Play (illness—heart condition),Did Not Play (illness—heart condition),Did Not Play (illness—heart condition),Did Not Play (illness—heart condition),Did Not Play (illness—heart condition),Did Not Play (illness—heart condition),Did Not Play (illness—heart condition)
2008-09,30.0,WAS,NBA,C,26,7,11.8,1.2,2.5,.485,0.0,0.0,,1.2,2.5,.485,.485,0.6,0.9,.696,1.0,1.6,2.5,0.2,0.1,0.7,0.7,1.3,3.1
2009-10,31.0,OKC,NBA,C,23,1,14.0,1.3,3.0,.456,0.0,0.0,,1.3,3.0,.456,.456,0.6,1.0,.591,0.8,2.0,2.8,0.0,0.2,0.7,0.8,1.7,3.3
2010-11,32.0,ATL,NBA,C,13,0,6.3,0.8,1.6,.476,0.0,0.0,,0.8,1.6,.476,.476,0.9,1.2,.800,0.5,1.3,1.8,0.2,0.1,0.3,0.4,0.8,2.5
