Season,Team ID,Player ID,Team ABV,Team,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1980,21,SEA,Seattle Supersonics,Dennis Johnson,25,15,,38.8,6.7,16.3,0.41,0.3,1.0,0.33,6.3,15.3,0.42,0.42,3.5,4.1,0.84,1.7,2.6,4.3,3.8,1.8,0.7,2.9,3.2,17.1,1481
1980,21,SEA,Seattle Supersonics,Gus Williams,26,15,,37.6,9.7,18.9,0.51,0.1,0.3,0.2,9.7,18.6,0.52,0.52,4.1,5.7,0.72,2.0,2.0,4.0,5.6,2.3,0.5,3.1,2.5,23.7,3140
1980,21,SEA,Seattle Supersonics,Jack Sikma,24,15,,35.6,4.3,10.9,0.4,0.0,0.1,0.0,4.3,10.7,0.4,0.4,3.1,3.6,0.85,2.0,6.4,8.4,3.7,1.1,0.3,2.3,3.7,11.7,2625
1980,21,SEA,Seattle Supersonics,John Johnson,32,15,,32.4,5.2,10.5,0.49,0.0,0.1,0.0,5.2,10.5,0.5,0.49,2.0,2.5,0.81,2.9,3.9,6.8,5.7,0.5,0.2,3.7,3.0,12.4,1494
1980,21,SEA,Seattle Supersonics,Lonnie Shelton,24,15,,31.3,4.9,9.7,0.51,0.0,0.1,0.0,4.9,9.7,0.51,0.51,2.1,3.4,0.63,2.3,6.0,8.3,1.7,1.5,0.8,2.5,3.6,12.0,2612
1980,21,SEA,Seattle Supersonics,Fred Brown,31,15,,20.9,5.3,12.1,0.44,0.7,2.3,0.29,4.7,9.9,0.47,0.47,1.2,1.4,0.86,1.1,1.5,2.5,2.1,0.1,0.1,1.5,1.5,12.5,379
1980,21,SEA,Seattle Supersonics,Paul Silas,36,15,,17.1,0.9,2.9,0.3,0.0,0.0,,0.9,2.9,0.3,0.3,0.7,0.9,0.85,2.2,2.8,5.0,1.0,0.6,0.1,0.6,1.9,2.5,2627
1980,21,SEA,Seattle Supersonics,Wally Walker,25,13,,12.1,1.4,2.7,0.51,0.0,0.0,,1.4,2.7,0.51,0.51,1.4,1.8,0.75,1.2,1.1,2.2,0.5,0.1,0.2,0.4,1.5,4.2,3006
1980,21,SEA,Seattle Supersonics,Tom LaGarde,24,14,,11.6,1.2,3.3,0.37,0.0,0.0,,1.2,3.3,0.37,0.37,0.6,0.8,0.82,0.9,1.9,2.9,0.9,0.1,0.0,0.5,1.8,3.1,1671
1980,21,SEA,Seattle Supersonics,James Bailey,22,12,,11.5,1.8,3.7,0.48,0.0,0.0,,1.8,3.7,0.48,0.48,1.1,1.7,0.65,0.7,1.4,2.1,0.4,0.8,0.8,0.8,1.8,4.6,141
1980,21,SEA,Seattle Supersonics,Vinnie Johnson,23,5,,2.4,0.2,0.6,0.33,0.0,0.0,,0.2,0.6,0.33,0.33,0.0,0.0,,0.0,0.4,0.4,0.4,0.2,0.0,0.0,0.2,0.4,1516
