Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1987,23.0,LAC,NBA,PF,66.0,6.0,936.0,3.7,7.9,0.471,0.0,0.0,0.0,3.7,7.9,0.473,3.7,5.3,0.693,2.7,4.8,7.5,2.0,1.5,0.5,1.9,6.2,11.1
1989,25.0,CHH,NBA,PF,79.0,0.0,1341.0,4.6,9.0,0.51,0.0,0.0,0.0,4.6,9.0,0.512,3.8,5.6,0.686,2.4,5.7,8.2,2.7,1.1,0.4,3.2,5.8,13.0
1990,26.0,DEN,NBA,PF,71.0,14.0,1061.0,5.2,10.6,0.49,0.0,0.0,0.0,5.2,10.6,0.492,2.6,3.9,0.675,1.7,5.7,7.4,4.0,1.0,0.3,2.7,4.9,13.0
1993,29.0,PHO,NBA,PF,30.0,0.0,167.0,4.1,10.3,0.396,0.0,0.0,,4.1,10.3,0.396,3.9,6.7,0.581,2.6,5.8,8.4,4.1,0.9,0.9,3.4,6.5,12.1
1994,30.0,TOT,NBA,PF,13.0,0.0,136.0,4.0,10.1,0.395,0.0,0.0,,4.0,10.1,0.395,2.4,4.2,0.563,2.6,3.7,6.4,2.4,1.6,0.5,2.9,8.7,10.3
1994,30.0,CHH,NBA,PF,9.0,0.0,103.0,3.1,9.1,0.346,0.0,0.0,,3.1,9.1,0.346,2.4,3.5,0.7,2.1,2.8,4.9,2.1,1.4,0.3,1.4,8.7,8.7
1994,30.0,CLE,NBA,PF,4.0,0.0,33.0,6.5,13.1,0.5,0.0,0.0,,6.5,13.1,0.5,2.2,6.5,0.333,4.4,6.5,10.9,3.3,2.2,1.1,7.6,8.7,15.3
1996,32.0,ATL,NBA,PF,3.0,0.0,11.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,6.5,6.5,3.3,0.0,0.0,3.3,16.4,0.0
1997,33.0,SAS,NBA,PF,10.0,0.0,59.0,0.6,3.1,0.2,0.0,0.0,,0.6,3.1,0.2,1.2,1.2,1.0,1.8,3.1,4.9,1.2,0.6,0.6,4.3,2.4,2.4
1998,34.0,TOT,NBA,PF,8.0,0.0,47.0,1.5,6.9,0.222,0.0,0.0,,1.5,6.9,0.222,0.0,0.0,,3.1,1.5,4.6,2.3,0.8,1.5,3.1,7.7,3.1
1998,34.0,ORL,NBA,PF,3.0,0.0,15.0,0.0,4.8,0.0,0.0,0.0,,0.0,4.8,0.0,0.0,0.0,,0.0,2.4,2.4,2.4,0.0,0.0,0.0,7.2,0.0
1998,34.0,TOR,NBA,PF,5.0,0.0,32.0,2.3,7.9,0.286,0.0,0.0,,2.3,7.9,0.286,0.0,0.0,,4.5,1.1,5.6,2.3,1.1,2.3,4.5,7.9,4.5
