Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1989,2,2615,BOS,Boston Celtics,Brian Shaw,1966-03-22,22.0,NBA,SG,3.0,3.0,124.0,6.4,12.5,0.51,0.0,0.3,0.0,6.4,12.2,0.52,2.0,2.6,0.78,0.6,4.4,4.9,5.5,0.9,0.0,1.7,3.2,14.8
1991,2,2615,BOS,Boston Celtics,Brian Shaw,1966-03-22,24.0,NBA,PG,11.0,11.0,316.0,5.4,11.4,0.47,0.1,0.3,0.33,5.2,11.1,0.47,3.0,3.4,0.87,0.9,3.4,4.3,5.8,1.1,0.1,2.8,3.9,13.8
1992,16,2615,MIA,Miami Heat,Brian Shaw,1966-03-22,25.0,NBA,PG,3.0,3.0,85.0,5.9,12.7,0.47,1.3,2.1,0.6,4.7,10.6,0.44,2.1,3.4,0.62,0.8,4.7,5.5,5.1,0.8,0.0,3.0,5.5,15.2
1994,16,2615,MIA,Miami Heat,Brian Shaw,1966-03-22,27.0,NBA,SG,5.0,5.0,112.0,5.1,13.2,0.39,0.0,4.2,0.0,5.1,9.0,0.57,2.3,3.9,0.58,1.0,5.5,6.4,2.9,1.3,0.3,4.2,2.6,12.5
1995,22,2615,ORL,Orlando Magic,Brian Shaw,1966-03-22,28.0,NBA,PG,21.0,0.0,355.0,4.9,12.5,0.39,2.2,5.8,0.39,2.6,6.7,0.39,2.0,3.2,0.62,1.7,4.6,6.3,6.7,1.1,0.4,2.6,5.0,14.0
1996,22,2615,ORL,Orlando Magic,Brian Shaw,1966-03-22,29.0,NBA,PG,10.0,0.0,217.0,3.0,8.6,0.35,1.3,3.6,0.36,1.7,5.0,0.33,0.5,0.7,0.75,1.0,2.5,3.5,7.6,0.8,0.0,3.2,4.5,7.8
1997,22,2615,ORL,Orlando Magic,Brian Shaw,1966-03-22,30.0,NBA,PG,5.0,4.0,82.0,1.3,8.3,0.16,0.9,2.6,0.33,0.4,5.7,0.08,0.9,1.8,0.5,0.4,3.5,4.0,3.5,0.4,0.4,3.5,2.2,4.4
2000,14,2615,LAL,Los Angeles Lakers,Brian Shaw,1966-03-22,33.0,NBA,SG,22.0,1.0,408.0,4.0,9.4,0.42,1.4,4.2,0.33,2.6,5.2,0.49,1.1,1.4,0.81,0.6,3.9,4.5,5.9,1.0,0.4,1.5,4.1,10.5
2001,14,2615,LAL,Los Angeles Lakers,Brian Shaw,1966-03-22,34.0,NBA,SG,16.0,0.0,290.0,3.4,8.9,0.38,1.2,3.6,0.34,2.1,5.3,0.4,0.7,1.1,0.67,1.2,5.6,6.8,5.3,1.2,0.1,2.0,4.6,8.7
2002,14,2615,LAL,Los Angeles Lakers,Brian Shaw,1966-03-22,35.0,NBA,PG,19.0,0.0,238.0,3.2,9.5,0.33,1.4,4.8,0.28,1.8,4.7,0.39,0.6,0.6,1.0,1.4,3.9,5.3,4.5,0.8,0.9,1.2,2.4,8.3
2003,14,2615,LAL,Los Angeles Lakers,Brian Shaw,1966-03-22,36.0,NBA,PG,12.0,1.0,215.0,2.5,8.2,0.31,1.0,4.4,0.23,1.5,3.9,0.39,0.3,0.5,0.67,0.2,6.2,6.4,4.0,0.7,0.8,1.5,3.0,6.4
