Season,Team ID,Player ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
1993,9,24,DET,Detroit Pistons,24,Mark Aguirre,SF,6-6,232,1959-12-10,US,11,DePaul
1993,9,799,DET,Detroit Pistons,4,Joe Dumars,SG,6-3,190,1963-05-24,US,7,McNeese State University
1993,9,1046,DET,Detroit Pistons,25,Gerald Glass,SF,6-5,221,1967-11-12,US,2,"Delta State University, Ole Miss"
1993,9,1681,DET,Detroit Pistons,40,Bill Laimbeer,C,6-11,245,1957-05-19,US,12,Notre Dame
1993,9,2005,DET,Detroit Pistons,6,Terry Mills,PF,6-10,230,1967-12-21,US,2,Michigan
1993,9,2055,DET,Detroit Pistons,35,Isaiah Morris,SF,6-8,229,1969-04-02,US,R,Arkansas
1993,9,2137,DET,Detroit Pistons,23,Melvin Newbern,SG,6-4,200,1967-06-11,US,R,Minnesota
1993,9,2334,DET,Detroit Pistons,34,Olden Polynice,C,6-11,220,1964-11-21,HT,5,Virginia
1993,9,2397,DET,Detroit Pistons,42,Mark Randall,PF,6-8,235,1967-09-30,US,1,Kansas
1993,9,2471,DET,Detroit Pistons,3,Alvin Robertson,SG,6-3,185,1962-07-22,US,8,Arkansas
1993,9,2501,DET,Detroit Pistons,10,Dennis Rodman,PF,6-7,210,1961-05-13,US,6,Southeastern Oklahoma State University
1993,9,2535,DET,Detroit Pistons,50,Jeff Ruland,C,6-10,240,1958-12-16,US,7,Iona College
1993,9,2854,DET,Detroit Pistons,11,Isiah Thomas,PG,6-1,180,1961-04-30,US,11,Indiana
1993,9,3007,DET,Detroit Pistons,5,Darrell Walker,SG,6-4,180,1961-03-09,US,9,Arkansas
1993,9,3238,DET,Detroit Pistons,0,Orlando Woolridge,SF,6-9,215,1959-12-16,US,11,Notre Dame
1993,9,3263,DET,Detroit Pistons,20,Danny Young,PG,6-3,175,1962-07-26,US,8,Wake Forest
