Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 30,Trp Dbl
1992,25,2232,POR,Portland Trail Blazers,Robert Pack,"February 3, 1969",22.0,NBA,PG,72.0,0.0,894.0,115.0,272.0,0.42,0.0,10.0,0.0,115.0,262.0,0.44,0.42,102.0,127.0,0.8,32.0,65.0,97.0,140.0,40.0,4.0,92.0,101.0,332.0,,0.0
1993,8,2232,DEN,Denver Nuggets,Robert Pack,"February 3, 1969",23.0,NBA,PG,77.0,1.0,1579.0,285.0,606.0,0.47,1.0,8.0,0.12,284.0,598.0,0.48,0.47,239.0,311.0,0.77,52.0,108.0,160.0,335.0,81.0,10.0,185.0,182.0,810.0,,0.0
1994,8,2232,DEN,Denver Nuggets,Robert Pack,"February 3, 1969",24.0,NBA,PG,66.0,4.0,1382.0,223.0,503.0,0.44,6.0,29.0,0.21,217.0,474.0,0.46,0.45,179.0,236.0,0.76,25.0,98.0,123.0,356.0,81.0,9.0,204.0,147.0,631.0,,0.0
1995,8,2232,DEN,Denver Nuggets,Robert Pack,"February 3, 1969",25.0,NBA,PG,42.0,32.0,1144.0,170.0,395.0,0.43,30.0,72.0,0.42,140.0,323.0,0.43,0.47,137.0,175.0,0.78,19.0,94.0,113.0,290.0,61.0,6.0,134.0,101.0,507.0,,1.0
1996,30,2232,WSB,Washington Bullets,Robert Pack,"February 3, 1969",26.0,NBA,PG,31.0,31.0,1084.0,190.0,444.0,0.43,26.0,98.0,0.26,164.0,346.0,0.47,0.46,154.0,182.0,0.85,29.0,103.0,132.0,242.0,62.0,1.0,114.0,68.0,560.0,,0.0
1997,31,2232,TOT,Total After Trade,Robert Pack,"February 3, 1969",27.0,NBA,PG,54.0,42.0,1782.0,272.0,693.0,0.39,31.0,112.0,0.28,241.0,581.0,0.42,0.42,196.0,243.0,0.81,28.0,118.0,146.0,452.0,94.0,6.0,217.0,139.0,771.0,,0.0
1997,3,2232,NJN,New Jersey Nets,Robert Pack,"February 3, 1969",27.0,NBA,PG,34.0,31.0,1185.0,193.0,474.0,0.41,22.0,74.0,0.3,171.0,400.0,0.43,0.43,134.0,170.0,0.79,15.0,71.0,86.0,325.0,59.0,3.0,150.0,83.0,542.0,,0.0
1997,7,2232,DAL,Dallas Mavericks,Robert Pack,"February 3, 1969",27.0,NBA,PG,20.0,11.0,597.0,79.0,219.0,0.36,9.0,38.0,0.24,70.0,181.0,0.39,0.38,62.0,73.0,0.85,13.0,47.0,60.0,127.0,35.0,3.0,67.0,56.0,229.0,,0.0
1998,7,2232,DAL,Dallas Mavericks,Robert Pack,"February 3, 1969",28.0,NBA,PG,12.0,10.0,292.0,33.0,98.0,0.34,3.0,6.0,0.5,30.0,92.0,0.33,0.35,25.0,36.0,0.69,8.0,26.0,34.0,42.0,20.0,1.0,38.0,17.0,94.0,,0.0
1999,7,2232,DAL,Dallas Mavericks,Robert Pack,"February 3, 1969",29.0,NBA,PG,25.0,0.0,468.0,75.0,174.0,0.43,0.0,4.0,0.0,75.0,170.0,0.44,0.43,72.0,88.0,0.82,9.0,27.0,36.0,81.0,20.0,1.0,49.0,41.0,222.0,,0.0
2000,7,2232,DAL,Dallas Mavericks,Robert Pack,"February 3, 1969",30.0,NBA,PG,29.0,22.0,665.0,96.0,230.0,0.42,4.0,11.0,0.36,92.0,219.0,0.42,0.43,63.0,78.0,0.81,7.0,35.0,42.0,168.0,31.0,3.0,76.0,44.0,259.0,,0.0
2001,8,2232,DEN,Denver Nuggets,Robert Pack,"February 3, 1969",31.0,NBA,PG,74.0,11.0,1260.0,181.0,426.0,0.42,12.0,31.0,0.39,169.0,395.0,0.43,0.44,105.0,137.0,0.77,30.0,107.0,137.0,293.0,65.0,1.0,135.0,114.0,479.0,,1.0
2002,18,2232,MIN,Minnesota Timberwolves,Robert Pack,"February 3, 1969",32.0,NBA,PG,16.0,0.0,252.0,25.0,68.0,0.37,1.0,4.0,0.25,24.0,64.0,0.38,0.38,11.0,15.0,0.73,7.0,16.0,23.0,49.0,13.0,0.0,20.0,32.0,62.0,,0.0
2003,19,2232,NOH,New Orleans Hornets,Robert Pack,"February 3, 1969",33.0,NBA,PG,28.0,4.0,440.0,52.0,129.0,0.4,0.0,5.0,0.0,52.0,124.0,0.42,0.4,41.0,55.0,0.74,11.0,40.0,51.0,81.0,25.0,0.0,40.0,35.0,145.0,,0.0
2004,3,2232,NJN,New Jersey Nets,Robert Pack,"February 3, 1969",34.0,NBA,PG,26.0,0.0,220.0,22.0,52.0,0.42,0.0,0.0,,22.0,52.0,0.42,0.42,5.0,6.0,0.83,4.0,14.0,18.0,27.0,12.0,1.0,16.0,20.0,49.0,,0.0
