Season,Team ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
2013,28,TOR,Toronto Raptors,4,Quincy Acy,PF,6-7,240,1990-10-06,US,R,Baylor
2013,28,TOR,Toronto Raptors,6,Alan Anderson,SF,6-6,220,1982-10-16,US,3,Michigan State
2013,28,TOR,Toronto Raptors,7,Andrea Bargnani,PF,7-0,245,1985-10-26,IT,6,
2013,28,TOR,Toronto Raptors,8,Jose Calderon,PG,6-3,200,1981-09-28,ES,7,
2013,28,TOR,Toronto Raptors,32,Ed Davis,C,6-9,218,1989-06-05,US,2,UNC
2013,28,TOR,Toronto Raptors,10,DeMar DeRozan,SG,6-6,220,1989-08-07,US,3,USC
2013,28,TOR,Toronto Raptors,2,Landry Fields,SF,6-7,210,1988-06-27,US,2,Stanford
2013,28,TOR,Toronto Raptors,22,Rudy Gay,SF,6-8,250,1986-08-17,US,6,UConn
2013,28,TOR,Toronto Raptors,34,Aaron Gray,C,7-0,270,1984-12-07,US,5,Pitt
2013,28,TOR,Toronto Raptors,15,Amir Johnson,PF,6-9,240,1987-05-01,US,7,
2013,28,TOR,Toronto Raptors,11,Linas Kleiza,SF,6-8,245,1985-01-03,LT,6,Missouri
2013,28,TOR,Toronto Raptors,3,Kyle Lowry,PG,6-0,196,1986-03-25,US,6,Villanova
2013,28,TOR,Toronto Raptors,5,John Lucas III,PG,5-11,166,1982-11-21,US,4,"Baylor, Oklahoma State"
2013,28,TOR,Toronto Raptors,1,Dominic McGuire,SF,6-9,220,1985-10-20,US,5,"California, Fresno State"
2013,28,TOR,Toronto Raptors,20,Mickael Pietrus,SF,6-6,215,1982-02-07,GP,9,
2013,28,TOR,Toronto Raptors,31,Terrence Ross,SG,6-6,206,1991-02-05,US,R,Washington
2013,28,TOR,Toronto Raptors,13,Sebastian Telfair,PG,6-0,165,1985-06-09,US,8,
2013,28,TOR,Toronto Raptors,17,Jonas Valanciunas,C,6-11,265,1992-05-06,LT,R,
