Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1981,23.0,DEN,NBA,C,4,,5.3,0.5,1.5,.333,0.0,0.0,,0.5,1.5,.333,.333,0.0,0.0,,0.8,0.5,1.3,0.0,0.0,0.5,0.5,0.8,1.0
1982,24.0,HOU,NBA,C,22,0,5.6,0.6,1.6,.361,0.0,0.0,,0.6,1.6,.361,.361,0.4,0.6,.571,0.3,0.8,1.1,0.1,0.1,0.5,0.3,1.3,1.5
1983,25.0,CHI,NBA,C,16,0,10.7,1.9,3.6,.534,0.0,0.0,,1.9,3.6,.534,.534,0.8,1.4,.545,1.1,1.8,2.9,0.3,0.3,0.8,0.8,1.9,4.6
1984,26.0,CHI,NBA,C,64,0,13.6,1.7,3.4,.505,0.0,0.0,,1.7,3.4,.505,.505,0.6,1.0,.591,1.2,2.5,3.6,0.5,0.2,1.2,1.3,2.2,4.0
1985,27.0,CHI,NBA,C,63,0,15.8,1.4,3.0,.464,0.0,0.0,.000,1.4,3.0,.466,.464,0.5,0.8,.680,1.3,2.5,3.7,0.5,0.2,2.0,0.9,2.6,3.4
1986,28.0,CHI,NBA,C,52,47,24.5,3.2,6.2,.517,0.0,0.0,.000,3.2,6.2,.519,.517,1.0,1.8,.582,2.2,3.7,5.9,0.7,0.5,2.6,1.7,4.0,7.4
1987,29.0,NYK,NBA,C,44,9,17.6,1.6,4.0,.408,0.0,0.0,.000,1.6,3.9,.410,.408,0.7,1.3,.544,1.2,2.9,4.1,0.4,0.5,1.6,1.1,2.2,3.9
1988,30.0,SAC,NBA,C,54,13,17.5,2.2,4.6,.476,0.0,0.0,,2.2,4.6,.476,.476,1.1,1.6,.678,1.5,4.1,5.6,0.6,0.2,2.0,1.1,2.6,5.5
1989,31.0,Did Not Play (injury—knee),Did Not Play (injury—knee),Did Not Play (injury—knee),Did Not Play (injury—knee),Did Not Play (injury—knee),Did Not Play (injury—knee),Did Not Play (injury—knee),Did Not Play (injury—knee),Did Not Play (injury—knee),Did Not Play (injury—knee),Did Not Play (injury—knee),Did Not Play (injury—knee),Did Not Play (injury—knee),Did Not Play (injury—knee),Did Not Play (injury—knee),Did Not Play (injury—knee),Did Not Play (injury—knee),Did Not Play (injury—knee),Did Not Play (injury—knee),Did Not Play (injury—knee),Did Not Play (injury—knee),Did Not Play (injury—knee),Did Not Play (injury—knee),Did Not Play (injury—knee),Did Not Play (injury—knee),Did Not Play (injury—knee),Did Not Play (injury—knee),Did Not Play (injury—knee)
1990,32.0,TOT,NBA,C,6,0,7.5,0.5,1.0,.500,0.0,0.0,,0.5,1.0,.500,.500,0.5,1.2,.429,0.7,2.0,2.7,0.2,0.3,0.5,0.7,1.5,1.5
1990,32.0,ORL,NBA,C,3,0,12.0,0.3,1.0,.333,0.0,0.0,,0.3,1.0,.333,.333,0.7,1.7,.400,1.3,3.7,5.0,0.0,0.7,1.0,1.0,2.0,1.3
1990,32.0,LAL,NBA,C,3,0,3.0,0.7,1.0,.667,0.0,0.0,,0.7,1.0,.667,.667,0.3,0.7,.500,0.0,0.3,0.3,0.3,0.0,0.0,0.3,1.0,1.7
1991,33.0,IND,NBA,C,4,0,4.8,0.8,1.5,.500,0.0,0.0,,0.8,1.5,.500,.500,0.0,0.0,,0.0,0.8,0.8,0.0,0.0,0.0,0.0,0.3,1.5
