Season,Age,Tm,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
1995,23.0,LAL,NBA,SG,10.0,286.0,9.0,0.487,0.338,0.263,2.8,10.4,6.5,12.5,1.5,2.3,16.0,17.4,,-0.2,0.4,0.2,0.029,,-1.4,0.8,-0.7,0.1
1996,24.0,LAL,NBA,SG,4.0,155.0,17.9,0.657,0.388,0.163,5.0,10.8,7.8,7.1,2.7,0.5,7.1,16.1,,0.4,0.2,0.7,0.203,,2.9,3.3,6.2,0.3
1997,25.0,LAL,NBA,SG,9.0,283.0,14.9,0.578,0.333,0.486,3.5,9.9,6.8,18.7,1.8,1.2,12.9,17.1,,0.5,0.2,0.7,0.124,,1.8,1.4,3.3,0.4
1998,26.0,LAL,NBA,SG,13.0,476.0,20.6,0.609,0.324,0.514,3.0,10.1,6.5,11.3,3.0,3.3,8.6,19.3,,1.5,0.2,1.8,0.179,,3.9,2.2,6.1,1.0
2001,29.0,MIA,NBA,SG,3.0,108.0,18.8,0.605,0.364,0.159,2.3,17.9,10.2,15.6,1.5,0.7,12.9,24.2,,0.2,0.0,0.2,0.088,,4.8,0.9,5.7,0.2
2004,32.0,MIA,NBA,SG,13.0,478.0,13.8,0.491,0.438,0.327,0.7,10.6,5.6,11.7,2.1,2.0,9.8,19.4,,0.5,0.6,1.1,0.11,,0.6,1.3,1.8,0.5
2005,33.0,MIA,NBA,SF,15.0,601.0,13.3,0.587,0.513,0.269,2.2,13.7,8.6,10.4,1.6,1.1,11.2,15.7,,0.8,1.0,1.8,0.144,,1.2,1.7,3.0,0.7
2006,34.0,MEM,NBA,SG,4.0,119.0,16.6,0.576,0.241,0.517,3.3,8.3,5.9,17.1,1.5,0.7,2.7,16.0,,0.3,0.0,0.3,0.123,,3.0,1.8,4.9,0.2
2007,35.0,MIA,NBA,SG,3.0,66.0,5.9,0.43,0.667,0.667,1.8,9.6,5.5,11.4,0.8,1.2,7.9,9.1,,0.0,0.0,0.0,0.021,,-2.7,-0.6,-3.3,0.0
2008,36.0,DAL,NBA,SG,3.0,22.0,6.6,0.466,0.667,0.167,0.0,16.0,7.6,8.0,2.5,0.0,13.4,15.7,,0.0,0.0,0.0,-0.025,,-4.2,1.2,-3.0,0.0
