PLAYER,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
Karl Malone,35,49,1832,25.6,0.5770000000000001,0.001,0.602,7.7,22.1,15.4,23.0,1.9,1.2,13.8,30.5,,6.2,3.4,9.6,0.252,,5.3,1.4,6.7,4.0
Bryon Russell,28,50,1770,14.1,0.5720000000000001,0.314,0.365,4.8,12.9,9.2,7.3,2.4,0.6,12.3,16.7,,2.9,2.7,5.6,0.151,,0.4,1.2,1.5,1.6
Jeff Hornacek,35,48,1435,17.8,0.575,0.18,0.312,3.0,10.1,6.8,24.7,2.0,0.7,13.8,19.7,,3.5,1.8,5.3,0.17600000000000002,,2.4,1.0,3.4,1.9
John Stockton,36,50,1410,21.9,0.5710000000000001,0.122,0.41200000000000003,2.9,9.3,6.3,48.3,3.2,0.7,18.5,20.1,,4.2,2.2,6.4,0.217,,4.1,1.9,6.1,2.8
Greg Ostertag,25,48,1340,12.8,0.523,0.0,0.5820000000000001,10.3,20.6,15.8,2.8,0.5,7.4,14.7,10.9,,1.2,2.6,3.8,0.136,,-1.5,2.2,0.8,0.9
Shandon Anderson,25,50,1072,12.8,0.511,0.113,0.344,6.0,8.8,7.5,9.7,2.0,0.7,13.6,21.6,,0.7,1.3,2.0,0.08800000000000001,,-1.0,-0.1,-1.2,0.3
Howard Eisley,26,50,1038,11.7,0.527,0.159,0.255,1.5,9.0,5.5,32.0,1.6,0.1,23.8,21.1,,0.2,1.1,1.3,0.061,,-1.9,-0.5,-2.4,-0.1
Adam Keefe,28,44,642,12.2,0.5329999999999999,0.032,0.718,10.5,16.1,13.5,7.2,1.4,1.4,16.8,14.6,,0.8,0.9,1.7,0.126,,-1.2,0.4,-0.8,0.2
Thurl Bailey,37,43,543,11.5,0.47600000000000003,0.011000000000000001,0.19399999999999998,8.7,12.1,10.6,8.7,0.9,3.9,12.4,19.1,,0.2,0.7,0.9,0.083,,-2.9,0.3,-2.6,-0.1
Todd Fuller,24,42,462,9.1,0.486,0.0,0.40299999999999997,8.0,18.0,13.3,2.3,0.7,2.3,15.6,17.9,,-0.1,0.7,0.6,0.059000000000000004,,-4.3,-0.5,-4.8,-0.3
Greg Foster,30,42,458,6.3,0.401,0.028999999999999998,0.152,8.1,13.6,11.1,9.4,0.7,1.3,14.0,17.9,,-0.4,0.5,0.1,0.011000000000000001,,-5.3,-0.8,-6.1,-0.5
Jacque Vaughn,23,19,87,13.3,0.542,0.267,0.8,1.5,13.1,7.7,24.4,3.2,0.0,25.7,30.0,,0.0,0.1,0.1,0.069,,-4.6,0.6,-4.0,0.0
Anthony Avent,29,5,44,1.3,0.324,0.0,0.154,23.9,10.3,16.6,3.8,2.5,0.0,33.5,22.7,,-0.2,0.1,-0.1,-0.153,,-9.2,-3.2,-12.4,-0.1
Chris King,29,8,42,-1.9,0.228,0.0,0.5710000000000001,3.1,27.1,16.0,3.7,2.6,1.8,31.3,14.5,,-0.2,0.1,-0.1,-0.129,,-12.3,2.0,-10.3,-0.1
