PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Rory Sparrow,27,74,74,2344,5.3,11.1,0.47700000000000004,0.1,0.3,0.25,5.2,10.8,0.484,1.6,2.0,0.795,0.8,1.8,2.6,7.2,1.3,0.2,2.4,2.8,12.2
Louis Orr,27,74,64,2237,5.3,11.9,0.445,0.0,0.1,0.0,5.3,11.9,0.44799999999999995,3.5,4.5,0.784,2.0,3.0,5.0,2.9,1.0,0.4,1.9,2.8,14.1
Gerald Wilkins,22,81,53,2025,7.8,16.6,0.46799999999999997,0.1,0.4,0.28,7.6,16.2,0.473,2.3,4.2,0.557,1.6,2.1,3.7,2.9,1.2,0.2,2.8,2.8,18.0
Darrell Walker,24,81,35,2023,5.8,13.4,0.43,0.0,0.2,0.0,5.8,13.2,0.436,3.4,4.9,0.6859999999999999,1.8,2.1,3.9,6.0,2.6,0.6,3.4,3.8,14.9
Trent Tucker,26,77,23,1788,7.0,14.9,0.47200000000000003,0.8,1.8,0.451,6.2,13.1,0.475,1.6,2.0,0.79,1.4,2.0,3.4,3.9,1.3,0.2,1.4,3.4,16.5
Patrick Ewing,23,50,50,1771,7.8,16.5,0.474,0.0,0.1,0.0,7.8,16.4,0.47700000000000004,4.6,6.2,0.7390000000000001,2.5,6.6,9.2,2.1,1.1,2.1,3.5,3.9,20.3
Ken Bannister,25,70,15,1405,6.0,12.3,0.491,0.0,0.0,0.0,6.0,12.2,0.49200000000000005,3.4,6.4,0.526,2.3,6.0,8.3,1.1,1.1,0.6,3.3,5.3,15.4
Ernie Grunfeld,30,76,0,1402,3.8,9.1,0.41700000000000004,0.7,1.6,0.426,3.1,7.5,0.415,2.3,2.8,0.833,1.1,4.2,5.3,3.1,1.0,0.3,1.3,4.9,10.6
Bob Thornton,23,71,23,1323,3.4,7.5,0.456,0.0,0.0,,3.4,7.5,0.456,2.3,4.4,0.531,3.1,4.8,7.9,1.2,0.8,0.2,2.3,5.7,9.1
James Bailey,28,48,36,1245,5.8,12.8,0.456,0.0,0.1,0.0,5.8,12.7,0.46,3.7,4.8,0.772,2.9,6.7,9.7,1.4,1.0,1.2,2.9,6.0,15.4
Pat Cummings,29,31,30,1007,7.0,14.6,0.478,0.0,0.1,0.0,7.0,14.5,0.48,3.5,5.0,0.698,3.3,6.7,10.0,1.7,1.0,0.4,3.1,4.9,17.4
Chris McNealy,24,30,6,627,4.0,8.3,0.486,0.0,0.0,,4.0,8.3,0.486,1.8,2.7,0.66,3.6,8.1,11.7,2.4,2.2,0.7,2.0,5.1,9.8
Fred Cofield,24,45,1,469,5.8,14.1,0.408,0.2,1.2,0.2,5.5,13.0,0.426,0.9,1.5,0.6,0.5,3.1,3.5,6.3,1.5,0.2,3.8,5.0,12.7
Ken Green,26,7,0,72,6.5,13.5,0.48100000000000004,0.0,0.0,,6.5,13.5,0.48100000000000004,2.5,4.5,0.556,6.0,7.5,13.5,1.0,2.0,0.0,0.5,4.0,15.5
Bill Cartwright,28,2,0,36,3.0,7.0,0.429,0.0,0.0,,3.0,7.0,0.429,6.0,10.0,0.6,2.0,8.0,10.0,5.0,1.0,1.0,6.0,6.0,12.0
Butch Carter,27,5,0,31,2.3,9.3,0.25,0.0,1.2,0.0,2.3,8.1,0.28600000000000003,1.2,1.2,1.0,2.3,1.2,3.5,3.5,1.2,0.0,7.0,7.0,5.8
