Season,Team ID,Player ID,Team ABV,Team,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Ortg,Drtg
2000,26,SAC,Sacramento Kings,Chris Webber,26,5,5,196,12.5,29.3,0.43,0.3,1.3,0.2,12.3,28.0,0.44,7.2,9.1,0.79,3.7,9.1,12.8,7.2,2.1,2.7,2.1,3.7,32.5,110,109,3054
2000,26,SAC,Sacramento Kings,Vlade Divac,31,5,5,160,6.5,18.3,0.36,0.0,0.7,0.0,6.5,17.6,0.37,5.2,7.5,0.7,2.9,8.8,11.8,4.6,2.3,1.3,2.9,7.2,18.3,92,109,753
2000,26,SAC,Sacramento Kings,Jason Williams,24,5,5,145,6.5,17.3,0.38,2.9,9.0,0.32,3.6,8.3,0.44,2.9,3.6,0.8,0.4,2.5,2.9,4.3,1.1,0.0,2.9,2.9,18.8,98,118,3144
2000,26,SAC,Sacramento Kings,Nick Anderson,32,5,5,132,4.4,13.5,0.32,2.8,7.9,0.35,1.6,5.5,0.29,2.8,3.2,0.88,1.6,5.2,6.7,0.8,0.4,1.2,1.6,3.6,14.3,99,117,80
2000,26,SAC,Sacramento Kings,Peja Stojakovic,22,5,0,129,6.5,16.2,0.4,2.4,5.3,0.46,4.1,10.9,0.37,2.4,3.6,0.67,0.8,6.1,6.9,1.2,1.6,0.0,2.0,2.8,17.8,97,114,2761
2000,26,SAC,Sacramento Kings,Jon Barry,30,5,0,102,4.6,10.8,0.43,3.6,6.2,0.58,1.0,4.6,0.22,7.2,8.2,0.88,1.0,5.1,6.2,6.2,1.5,0.0,2.1,3.6,20.0,138,115,176
2000,26,SAC,Sacramento Kings,Tony Delk,26,5,0,101,9.3,21.2,0.44,1.6,2.6,0.6,7.8,18.6,0.42,8.8,11.9,0.74,5.7,3.6,9.3,3.6,1.6,0.0,4.1,5.7,29.0,110,116,726
2000,26,SAC,Sacramento Kings,Corliss Williamson,26,5,5,87,6.6,9.6,0.69,0.0,0.0,,6.6,9.6,0.69,6.6,7.2,0.92,2.4,6.6,9.0,0.6,0.6,0.0,3.0,4.8,19.8,130,116,3186
2000,26,SAC,Sacramento Kings,Scot Pollard,24,5,0,70,6.7,12.0,0.56,0.0,0.0,,6.7,12.0,0.56,1.5,4.5,0.33,4.5,7.5,12.0,0.7,1.5,0.7,2.2,13.4,14.9,104,111,2327
2000,26,SAC,Sacramento Kings,Lawrence Funderburke,29,4,0,34,6.2,13.8,0.44,0.0,0.0,,6.2,13.8,0.44,3.1,6.2,0.5,6.2,10.8,16.9,0.0,1.5,0.0,0.0,0.0,15.4,114,111,972
2000,26,SAC,Sacramento Kings,Tyrone Corbin,37,3,0,23,4.5,11.4,0.4,0.0,4.5,0.0,4.5,6.8,0.67,0.0,2.3,0.0,2.3,9.1,11.4,6.8,0.0,0.0,0.0,4.5,9.1,105,115,609
2000,26,SAC,Sacramento Kings,Darrick Martin,28,2,0,21,7.5,22.4,0.33,2.5,7.5,0.33,5.0,14.9,0.33,7.5,10.0,0.75,2.5,5.0,7.5,5.0,2.5,0.0,7.5,10.0,24.9,85,113,1853
