Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1980,29,2335,UTA,Utah Jazz,24.0,NBA,C,82.0,,2349.0,6.2,11.9,0.52,0.0,0.0,0.0,6.2,11.8,0.52,2.9,3.5,0.83,2.6,9.1,11.7,2.7,0.9,3.4,2.2,5.9,15.3,,112.0,107.0
1981,29,2335,UTA,Utah Jazz,25.0,NBA,PF,82.0,,2808.0,5.7,10.7,0.53,0.1,0.1,0.5,5.6,10.6,0.53,2.2,2.8,0.78,2.8,8.2,11.0,2.8,1.2,3.0,2.1,6.0,13.6,,110.0,107.0
1982,29,2335,UTA,Utah Jazz,26.0,NBA,PF,82.0,56.0,1698.0,6.0,11.6,0.51,0.1,0.3,0.3,5.9,11.4,0.52,2.6,3.3,0.81,3.2,8.0,11.2,2.6,1.4,1.8,1.9,6.4,14.7,,115.0,110.0
1983,29,2335,UTA,Utah Jazz,27.0,NBA,PF,75.0,50.0,2331.0,6.3,13.4,0.47,0.0,0.1,0.2,6.3,13.3,0.47,3.2,4.2,0.75,3.0,7.0,10.0,3.2,1.2,2.2,1.9,5.1,15.8,,108.0,104.0
1984,6,2335,CLE,Cleveland Cavaliers,28.0,NBA,PF,51.0,4.0,858.0,4.3,9.8,0.44,0.1,0.3,0.2,4.3,9.5,0.45,2.0,2.5,0.79,3.3,7.2,10.5,2.8,1.1,1.9,1.6,6.6,10.6,,107.0,108.0
1985,6,2335,CLE,Cleveland Cavaliers,29.0,NBA,PF,79.0,6.0,1656.0,6.0,13.0,0.46,0.1,0.5,0.18,5.9,12.5,0.47,3.1,3.9,0.8,4.2,9.2,13.5,2.2,1.3,1.6,2.0,6.3,15.1,,109.0,106.0
1986,6,2335,CLE,Cleveland Cavaliers,30.0,NBA,PF,81.0,3.0,1496.0,5.2,11.0,0.48,0.1,0.3,0.2,5.2,10.7,0.48,2.3,3.2,0.72,3.8,8.0,11.8,2.5,1.0,1.0,2.1,5.9,12.8,,106.0,108.0
1987,31,2335,TOT,Total After Trade,31.0,NBA,PF,58.0,2.0,604.0,4.9,9.7,0.51,0.0,0.3,0.0,4.9,9.4,0.52,3.2,4.0,0.8,2.4,5.7,8.0,2.8,0.7,2.7,1.7,6.1,13.1,,117.0,107.0
1987,6,2335,CLE,Cleveland Cavaliers,31.0,NBA,PF,37.0,1.0,437.0,4.4,8.9,0.5,0.0,0.3,0.0,4.4,8.6,0.52,3.4,4.2,0.8,2.2,6.2,8.3,3.0,0.7,2.4,1.8,5.5,12.3,,115.0,107.0
1987,5,2335,CHI,Chicago Bulls,31.0,NBA,PF,21.0,1.0,167.0,6.3,12.0,0.52,0.0,0.3,0.0,6.3,11.7,0.54,2.7,3.3,0.82,3.0,4.2,7.2,2.1,0.9,3.6,1.2,7.8,15.3,,121.0,108.0
