SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
1987,7,DAL,Rolando Blackman,27,4,4,38.3,9.0,18.3,0.49,0.0,0.3,0.0,9.0,18.0,0.5,0.49,5.5,6.0,0.92,1.0,2.5,3.5,4.3,0.5,0.0,2.0,1.8,23.5
1987,7,DAL,Sam Perkins,25,4,4,33.3,6.5,13.0,0.5,0.0,1.0,0.0,6.5,12.0,0.54,0.5,4.0,5.8,0.7,3.0,5.5,8.5,1.3,1.0,0.3,2.3,4.0,17.0
1987,7,DAL,Mark Aguirre,27,4,4,32.5,7.8,15.5,0.5,0.0,1.0,0.0,7.8,14.5,0.53,0.5,5.8,7.5,0.77,2.8,3.3,6.0,2.0,2.0,0.0,2.3,3.8,21.3
1987,7,DAL,Derek Harper,25,4,4,30.8,5.0,10.0,0.5,0.5,2.3,0.22,4.5,7.8,0.58,0.52,6.0,7.5,0.8,0.5,2.5,3.0,6.8,1.8,0.0,1.3,1.8,16.5
1987,7,DAL,Roy Tarpley,22,4,1,28.5,6.0,12.0,0.5,0.0,0.0,,6.0,12.0,0.5,0.5,1.3,1.8,0.71,4.5,6.0,10.5,0.3,0.3,1.8,1.8,4.5,13.3
1987,7,DAL,Detlef Schrempf,24,4,0,24.3,3.3,8.8,0.37,0.0,0.8,0.0,3.3,8.0,0.41,0.37,1.3,2.8,0.46,1.0,2.0,3.0,1.5,0.8,0.5,1.5,3.3,7.8
1987,7,DAL,James Donaldson,29,3,3,22.7,1.3,1.7,0.8,0.0,0.0,,1.3,1.7,0.8,0.8,2.7,3.0,0.89,0.7,5.0,5.7,0.7,0.3,1.0,0.7,2.0,5.3
1987,7,DAL,Brad Davis,31,4,0,18.8,3.3,5.8,0.56,0.0,0.5,0.0,3.3,5.3,0.62,0.56,1.8,2.3,0.78,0.5,1.8,2.3,4.3,0.0,0.0,1.5,1.0,8.3
1987,7,DAL,Bill Wennington,23,4,0,11.8,1.5,3.0,0.5,0.0,0.0,,1.5,3.0,0.5,0.5,0.8,1.3,0.6,1.0,1.5,2.5,1.0,0.0,0.8,0.8,2.3,3.8
1987,7,DAL,Uwe Blab,24,1,0,10.0,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,4.0,0.25,1.0,2.0,3.0,0.0,1.0,1.0,2.0,4.0,3.0
1987,7,DAL,Dennis Nutt,23,1,0,10.0,1.0,5.0,0.2,0.0,2.0,0.0,1.0,3.0,0.33,0.2,0.0,0.0,,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0
