Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
2005,6,2958,CLE,Cleveland Cavaliers,22.0,NBA,PF,54.0,863.0,17.0,0.53,0.01,0.66,14.6,20.7,17.6,4.9,2.5,3.3,9.5,14.4,,1.5,1.4,3.0,0.16,,-0.4,0.6,0.2,0.5
2006,6,2958,CLE,Cleveland Cavaliers,23.0,NBA,C,48.0,760.0,14.8,0.54,0.01,0.79,11.9,24.8,18.3,4.0,2.2,1.9,11.8,14.0,,1.1,1.3,2.3,0.15,,-1.5,0.7,-0.8,0.2
2007,6,2958,CLE,Cleveland Cavaliers,24.0,NBA,C,81.0,1932.0,14.4,0.53,0.02,0.67,11.2,21.8,16.4,6.0,2.1,2.1,11.4,13.7,,2.6,4.0,6.6,0.16,,-1.8,1.8,0.0,1.0
2008,6,2958,CLE,Cleveland Cavaliers,25.0,NBA,C,48.0,1320.0,12.0,0.48,0.01,0.28,11.2,23.6,17.2,6.3,1.5,1.6,15.1,13.4,,0.5,1.9,2.4,0.09,,-2.7,0.1,-2.6,-0.2
2009,6,2958,CLE,Cleveland Cavaliers,26.0,NBA,PF,81.0,2306.0,14.6,0.56,0.0,0.5,8.9,20.6,15.0,5.4,1.8,2.3,11.5,14.2,,3.3,4.7,8.0,0.17,,-1.0,1.6,0.6,1.5
2010,6,2958,CLE,Cleveland Cavaliers,27.0,NBA,PF,76.0,2166.0,15.8,0.6,0.01,0.38,10.9,20.4,15.9,6.1,1.7,2.4,11.0,13.1,,4.3,3.8,8.1,0.18,,0.1,1.2,1.3,1.8
2011,6,2958,CLE,Cleveland Cavaliers,28.0,NBA,C,31.0,994.0,15.2,0.56,0.01,0.38,11.0,24.1,17.4,7.4,1.4,2.9,13.7,13.3,,1.3,0.9,2.2,0.1,,-0.9,0.1,-0.8,0.3
2012,6,2958,CLE,Cleveland Cavaliers,29.0,NBA,C,25.0,785.0,18.9,0.54,0.02,0.29,15.2,26.8,20.8,9.7,2.3,1.6,15.2,16.9,,1.2,0.9,2.1,0.13,,1.3,-0.2,1.1,0.6
2013,6,2958,CLE,Cleveland Cavaliers,30.0,NBA,C,25.0,901.0,21.7,0.53,0.02,0.35,16.9,30.1,23.2,15.4,2.1,1.3,11.6,18.7,,2.2,1.1,3.3,0.17,,3.8,-0.1,3.7,1.3
2014,6,2958,CLE,Cleveland Cavaliers,31.0,NBA,C,65.0,1800.0,17.0,0.53,0.02,0.29,11.4,28.2,19.6,12.2,2.0,1.8,12.2,14.6,,2.7,2.7,5.4,0.14,,0.3,1.1,1.4,1.6
2015,6,2958,CLE,Cleveland Cavaliers,32.0,NBA,C,26.0,636.0,17.7,0.58,0.01,0.22,10.4,20.1,15.3,9.1,1.6,2.0,13.7,18.1,,1.2,0.7,1.9,0.14,,0.6,0.0,0.6,0.4
2016,31,2958,TOT,Total After Trade,33.0,NBA,C,53.0,496.0,11.1,0.47,0.01,0.4,8.5,22.8,15.8,9.8,1.6,1.6,13.1,15.0,,0.3,0.8,1.0,0.1,,-3.5,0.6,-2.9,-0.1
2016,6,2958,CLE,Cleveland Cavaliers,33.0,NBA,C,31.0,310.0,11.2,0.47,0.01,0.28,8.8,24.3,16.6,9.3,1.8,1.3,15.8,14.8,,0.1,0.5,0.6,0.09,,-3.4,1.0,-2.4,0.0
2016,10,2958,GSW,Golden State Warriors,33.0,NBA,C,22.0,186.0,11.0,0.48,0.0,0.6,8.0,20.2,14.5,10.5,1.3,2.0,9.0,15.5,,0.2,0.3,0.5,0.12,,-3.7,0.1,-3.6,-0.1
2017,10,2958,GSW,Golden State Warriors,34.0,NBA,C,14.0,92.0,9.4,0.48,0.0,0.79,15.3,16.8,16.1,13.0,1.6,2.6,29.8,12.6,,0.0,0.1,0.2,0.1,,-4.7,0.5,-4.2,-0.1
