Season,Team ID,Player ID,Team ABV,Team,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2014,11,361,HOU,Houston Rockets,Aaron Brooks,29.0,43,0.0,716,104,263,0.4,54,132,0.41,50,131,0.38,0.5,37,44,0.84,23,39,62,83,25,6,51,76,299
2014,11,2250,HOU,Houston Rockets,Chandler Parsons,25.0,74,74.0,2783,466,987,0.47,130,351,0.37,336,636,0.53,0.54,164,221,0.74,69,340,409,298,88,29,144,168,1226
2014,11,2065,HOU,Houston Rockets,Donatas Motiejunas,23.0,62,3.0,952,131,296,0.44,21,84,0.25,110,212,0.52,0.48,58,96,0.6,60,165,225,34,20,21,49,132,341
2014,11,1338,HOU,Houston Rockets,Dwight Howard,28.0,71,71.0,2396,473,800,0.59,2,7,0.29,471,793,0.59,0.59,349,638,0.55,231,635,866,131,60,128,229,240,1297
2014,11,989,HOU,Houston Rockets,Francisco Garcia,32.0,55,4.0,1083,118,294,0.4,69,193,0.36,49,101,0.48,0.52,10,19,0.53,21,101,122,63,27,33,30,120,315
2014,11,2677,HOU,Houston Rockets,Greg Smith,23.0,11,0.0,100,18,28,0.64,0,0,,18,28,0.64,0.64,2,5,0.4,11,16,27,0,1,2,5,17,38
2014,11,465,HOU,Houston Rockets,Isaiah Canaan,22.0,22,0.0,252,31,87,0.36,18,55,0.33,13,32,0.41,0.46,21,29,0.72,7,17,24,22,8,4,21,25,101
2014,11,1182,HOU,Houston Rockets,James Harden,24.0,73,73.0,2777,549,1205,0.46,177,483,0.37,372,722,0.52,0.53,576,665,0.87,61,283,344,446,115,29,265,177,1851
2014,11,1753,HOU,Houston Rockets,Jeremy Lin,25.0,71,33.0,2054,295,662,0.45,82,229,0.36,213,433,0.49,0.51,218,265,0.82,34,153,187,294,68,27,176,166,890
2014,11,1158,HOU,Houston Rockets,Jordan Hamilton,23.0,21,1.0,349,48,122,0.39,25,69,0.36,23,53,0.43,0.5,17,20,0.85,9,52,61,18,13,7,19,36,138
2014,11,2349,HOU,Houston Rockets,Josh Powell,31.0,1,0.0,19,2,6,0.33,0,0,,2,6,0.33,0.33,0,0,,0,5,5,0,0,1,1,1,4
2014,11,114,HOU,Houston Rockets,Omer Asik,27.0,48,19.0,968,101,190,0.53,0,0,,101,190,0.53,0.53,78,126,0.62,101,277,378,25,14,37,59,92,280
2014,11,498,HOU,Houston Rockets,Omri Casspi,25.0,71,2.0,1283,173,410,0.42,61,176,0.35,112,234,0.48,0.5,83,122,0.68,55,205,260,88,44,14,72,100,490
2014,11,235,HOU,Houston Rockets,Patrick Beverley,25.0,56,55.0,1751,199,481,0.41,92,255,0.36,107,226,0.47,0.51,83,102,0.81,72,124,196,151,77,23,66,174,573
2014,11,619,HOU,Houston Rockets,Robert Covington,23.0,7,0.0,34,6,14,0.43,4,11,0.36,2,3,0.67,0.57,0,0,,2,3,5,0,2,0,1,3,16
2014,11,346,HOU,Houston Rockets,Ronnie Brewer,28.0,23,3.0,158,3,15,0.2,1,8,0.12,2,7,0.29,0.23,0,2,0.0,2,12,14,10,6,1,2,4,7
2014,11,1560,HOU,Houston Rockets,Terrence Jones,22.0,76,71.0,2078,386,712,0.54,31,101,0.31,355,611,0.58,0.56,118,195,0.6,162,366,528,87,53,99,71,139,921
2014,11,667,HOU,Houston Rockets,Troy Daniels,22.0,5,1.0,75,15,31,0.48,12,25,0.48,3,6,0.5,0.68,0,0,,0,4,4,5,0,0,3,6,42
