Season,Team ID,Player ID,Team ABV,Team,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2015.0,10.0,1376,GSW,Golden State Warriors,Andre Iguodala,31.0,21.0,3.0,635.0,4.6,9.7,0.47,1.6,4.6,0.35,2.9,5.0,0.58,1.5,3.7,0.42,0.9,4.4,5.3,4.3,1.4,0.4,0.8,2.4,12.4
2015.0,10.0,279,GSW,Golden State Warriors,Andrew Bogut,30.0,19.0,18.0,440.0,3.4,6.1,0.56,0.0,0.1,0.0,3.4,6.1,0.57,0.4,1.1,0.38,3.4,9.2,12.5,2.9,0.9,2.8,2.1,5.6,7.3
2015.0,10.0,2530,GSW,Golden State Warriors,Brandon Rush,29.0,3.0,0.0,7.0,5.1,30.9,0.17,5.1,10.3,0.5,0.0,20.6,0.0,0.0,0.0,,5.1,10.3,15.4,0.0,0.0,0.0,0.0,10.3,15.4
2015.0,10.0,1720,GSW,Golden State Warriors,David Lee,31.0,13.0,0.0,107.0,5.4,13.5,0.4,0.0,0.0,,5.4,13.5,0.4,2.7,5.0,0.53,3.7,7.7,11.4,2.7,1.0,0.7,0.7,5.7,13.5
2015.0,10.0,1101,GSW,Golden State Warriors,Draymond Green,24.0,21.0,21.0,784.0,4.6,11.0,0.42,1.1,4.2,0.26,3.5,6.8,0.51,2.9,4.0,0.74,2.1,7.6,9.7,5.0,1.7,1.1,2.7,4.1,13.2
2015.0,10.0,887,GSW,Golden State Warriors,Festus Ezeli,25.0,20.0,0.0,183.0,5.3,9.8,0.54,0.0,0.0,,5.3,9.8,0.54,3.1,5.7,0.55,4.7,7.5,12.2,1.2,0.2,2.0,2.4,4.9,13.8
2015.0,10.0,167,GSW,Golden State Warriors,Harrison Barnes,22.0,21.0,21.0,681.0,4.7,10.6,0.44,1.2,3.3,0.36,3.5,7.3,0.48,1.3,1.8,0.74,2.4,3.4,5.8,1.7,0.9,0.6,1.2,2.4,11.8
2015.0,10.0,1891,GSW,Golden State Warriors,James Michael McAdoo,22.0,5.0,0.0,10.0,7.2,10.8,0.67,0.0,0.0,,7.2,10.8,0.67,0.0,0.0,,3.6,10.8,14.4,0.0,0.0,3.6,3.6,0.0,14.4
2015.0,10.0,1309,GSW,Golden State Warriors,Justin Holiday,25.0,5.0,0.0,11.0,3.3,6.5,0.5,3.3,3.3,1.0,0.0,3.3,0.0,0.0,0.0,,0.0,3.3,3.3,3.3,0.0,0.0,6.5,3.3,9.8
2015.0,10.0,2870,GSW,Golden State Warriors,Klay Thompson,24.0,21.0,21.0,761.0,7.0,15.8,0.45,2.7,6.9,0.39,4.4,8.9,0.49,1.7,2.1,0.8,0.4,3.4,3.8,2.6,0.8,0.9,1.9,3.0,18.5
2015.0,10.0,161,GSW,Golden State Warriors,Leandro Barbosa,32.0,21.0,0.0,229.0,6.1,13.8,0.44,1.3,3.6,0.35,4.9,10.2,0.48,2.8,3.5,0.82,1.3,3.0,4.2,2.8,0.9,0.2,1.9,3.8,16.3
2015.0,10.0,2724,GSW,Golden State Warriors,Marreese Speights,27.0,10.0,0.0,67.0,7.5,22.6,0.33,0.0,0.0,,7.5,22.6,0.33,4.8,8.1,0.6,4.3,7.0,11.3,2.1,2.1,1.6,2.1,7.5,19.9
2015.0,10.0,1758,GSW,Golden State Warriors,Shaun Livingston,29.0,21.0,0.0,375.0,4.0,7.6,0.53,0.0,0.1,0.0,4.0,7.5,0.54,2.0,2.4,0.84,1.2,3.6,4.9,3.6,0.8,0.5,2.0,3.1,10.1
2015.0,10.0,657,GSW,Golden State Warriors,Stephen Curry,26.0,21.0,21.0,826.0,8.7,19.1,0.46,4.3,10.1,0.42,4.4,9.0,0.49,4.2,5.0,0.84,0.9,3.7,4.6,5.8,1.7,0.1,3.6,2.0,25.9
