Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1998,29,2963,UTA,Utah Jazz,22.0,NBA,PG,45.0,419.0,6.9,0.46,0.07,0.56,1.3,9.5,5.6,30.8,1.2,0.2,26.9,23.0,-0.6,0.2,-0.4,-0.05,-5.1,-2.4,-7.6,-0.6
1999,29,2963,UTA,Utah Jazz,23.0,NBA,PG,19.0,87.0,13.3,0.54,0.27,0.8,1.5,13.1,7.7,24.4,3.2,0.0,25.7,30.0,0.0,0.1,0.1,0.07,-4.6,0.6,-4.0,0.0
2001,29,2963,UTA,Utah Jazz,25.0,NBA,PG,82.0,1620.0,12.8,0.54,0.2,0.42,1.4,9.9,5.7,31.0,1.6,0.2,21.7,16.9,1.8,1.1,3.0,0.09,-0.2,-0.7,-1.0,0.4
2002,1,2963,ATL,Atlanta Hawks,26.0,NBA,PG,82.0,1856.0,13.1,0.55,0.12,0.29,1.1,9.3,5.2,30.2,1.8,0.1,18.5,14.8,2.5,1.0,3.5,0.09,-1.6,-0.6,-2.2,-0.1
2003,22,2963,ORL,Orlando Magic,27.0,NBA,PG,80.0,1686.0,10.5,0.51,0.08,0.3,1.7,6.4,4.0,21.7,2.0,0.1,17.2,14.9,1.2,0.9,2.0,0.06,-2.8,-0.5,-3.3,-0.6
2004,1,2963,ATL,Atlanta Hawks,28.0,NBA,PG,71.0,1271.0,8.0,0.44,0.07,0.24,1.1,9.2,5.2,24.5,1.8,0.1,21.5,14.0,-0.5,0.4,0.0,-0.0,-4.4,-0.6,-5.0,-1.0
2005,3,2963,NJN,New Jersey Nets,29.0,NBA,SG,71.0,1410.0,8.9,0.51,0.05,0.28,1.4,7.8,4.6,16.3,1.6,0.1,14.5,14.2,0.4,1.4,1.8,0.06,-4.0,0.1,-3.9,-0.7
2006,3,2963,NJN,New Jersey Nets,30.0,NBA,SG,80.0,1234.0,7.5,0.49,0.02,0.33,1.5,7.2,4.3,16.2,1.8,0.1,15.6,12.7,0.0,1.5,1.5,0.06,-5.3,1.1,-4.1,-0.7
2007,27,2963,SAS,San Antonio Spurs,31.0,NBA,PG,64.0,760.0,10.9,0.49,0.01,0.39,1.3,9.2,5.4,25.9,1.7,0.2,17.0,14.7,0.6,1.2,1.7,0.11,-3.2,0.9,-2.3,0.0
2008,27,2963,SAS,San Antonio Spurs,32.0,NBA,PG,74.0,1139.0,9.2,0.48,0.04,0.28,1.4,6.2,3.8,21.9,1.1,0.1,14.5,15.6,0.3,1.4,1.6,0.07,-3.9,0.4,-3.5,-0.4
2009,27,2963,SAS,San Antonio Spurs,33.0,NBA,PG,30.0,292.0,7.6,0.39,0.01,0.24,1.7,7.3,4.5,27.6,1.1,0.0,15.3,16.2,-0.2,0.3,0.1,0.02,-5.0,-0.9,-5.9,-0.3
