Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2013,19.0,ORL,NBA,SF,76.0,59.0,1974.0,260.0,564.0,0.461,32.0,117.0,0.274,228.0,447.0,0.51,0.489,73.0,128.0,0.57,122.0,213.0,335.0,50.0,88.0,62.0,69.0,144.0,625.0
2014,20.0,ORL,NBA,SF,80.0,41.0,1950.0,224.0,483.0,0.464,59.0,154.0,0.383,165.0,329.0,0.502,0.525,85.0,143.0,0.594,69.0,195.0,264.0,80.0,97.0,50.0,86.0,140.0,592.0
2015,21.0,ORL,NBA,SF,45.0,4.0,674.0,63.0,158.0,0.399,10.0,56.0,0.179,53.0,102.0,0.52,0.43,22.0,41.0,0.537,38.0,68.0,106.0,25.0,32.0,9.0,27.0,66.0,158.0
2016,22.0,POR,NBA,SF,78.0,14.0,1457.0,195.0,411.0,0.474,39.0,140.0,0.279,156.0,271.0,0.576,0.522,69.0,111.0,0.622,101.0,179.0,280.0,67.0,49.0,35.0,62.0,124.0,498.0
2017,23.0,POR,NBA,SF,77.0,69.0,2223.0,314.0,624.0,0.503,68.0,194.0,0.351,246.0,430.0,0.572,0.558,77.0,124.0,0.621,125.0,216.0,341.0,88.0,85.0,70.0,86.0,214.0,773.0
2018,24.0,POR,NBA,SF,59.0,36.0,1264.0,147.0,297.0,0.495,49.0,118.0,0.415,98.0,179.0,0.547,0.577,42.0,59.0,0.712,46.0,116.0,162.0,53.0,48.0,43.0,40.0,103.0,385.0
2019,25.0,POR,NBA,SF,60.0,53.0,1415.0,189.0,388.0,0.487,33.0,120.0,0.275,156.0,268.0,0.582,0.53,49.0,73.0,0.671,77.0,192.0,269.0,74.0,67.0,53.0,45.0,163.0,460.0
2020,26.0,TOT,NBA,"PF,SF",62.0,48.0,1427.0,142.0,283.0,0.502,34.0,98.0,0.347,108.0,185.0,0.584,0.562,39.0,66.0,0.591,55.0,185.0,240.0,68.0,58.0,33.0,53.0,148.0,357.0
2020,26.0,LAC,NBA,PF,50.0,38.0,1141.0,112.0,217.0,0.516,27.0,73.0,0.37,85.0,144.0,0.59,0.578,24.0,42.0,0.571,47.0,153.0,200.0,48.0,49.0,30.0,46.0,120.0,275.0
2020,26.0,NYK,NBA,SF,12.0,10.0,286.0,30.0,66.0,0.455,7.0,25.0,0.28,23.0,41.0,0.561,0.508,15.0,24.0,0.625,8.0,32.0,40.0,20.0,9.0,3.0,7.0,28.0,82.0
2021,27.0,MIA,NBA,SF,6.0,2.0,49.0,1.0,6.0,0.167,1.0,4.0,0.25,0.0,2.0,0.0,0.25,0.0,2.0,0.0,0.0,5.0,5.0,1.0,0.0,0.0,2.0,7.0,3.0
