Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
1980,12,1476,IND,Indiana Pacers,Clemon Johnson,"September 12, 1956",23.0,NBA,C,79.0,,1541.0,5.9,11.8,0.5,0.0,0.0,,5.9,11.8,0.5,2.2,3.5,0.63,4.3,7.4,11.7,3.4,1.4,3.6,2.3,6.3,14.1,109.0,104.0
1981,12,1476,IND,Indiana Pacers,Clemon Johnson,"September 12, 1956",24.0,NBA,C,81.0,,1643.0,6.8,13.5,0.5,0.0,0.0,0.0,6.8,13.5,0.5,3.2,5.5,0.59,5.0,8.5,13.5,4.2,1.3,3.4,3.5,5.4,16.8,105.0,102.0
1982,12,1476,IND,Indiana Pacers,Clemon Johnson,"September 12, 1956",25.0,NBA,C,79.0,42.0,1979.0,7.7,15.7,0.49,0.0,0.0,,7.7,15.7,0.49,3.0,4.6,0.65,4.5,9.5,14.0,3.1,1.5,2.8,3.4,5.9,18.4,101.0,101.0
1983,31,1476,TOT,Total After Trade,Clemon Johnson,"September 12, 1956",26.0,NBA,C,83.0,11.0,1914.0,7.2,14.1,0.52,0.0,0.0,0.0,7.2,14.1,0.52,2.7,4.4,0.62,4.6,8.1,12.7,3.4,1.6,2.2,3.0,5.4,17.2,107.0,104.0
1983,12,1476,IND,Indiana Pacers,Clemon Johnson,"September 12, 1956",26.0,NBA,C,51.0,7.0,1216.0,7.9,15.2,0.52,0.0,0.0,0.0,7.9,15.1,0.52,2.9,4.6,0.63,4.4,7.7,12.1,4.4,1.9,2.4,3.3,5.2,18.7,107.0,106.0
1983,23,1476,PHI,Philadelphia 76Ers,Clemon Johnson,"September 12, 1956",26.0,NBA,C,32.0,4.0,698.0,6.1,12.2,0.5,0.0,0.0,,6.1,12.2,0.5,2.3,3.9,0.59,5.0,8.7,13.7,1.6,1.1,1.9,2.4,5.6,14.5,108.0,100.0
1984,23,1476,PHI,Philadelphia 76Ers,Clemon Johnson,"September 12, 1956",27.0,NBA,C,80.0,10.0,1721.0,5.4,11.5,0.47,0.0,0.0,,5.4,11.5,0.47,1.9,3.2,0.61,3.7,7.5,11.2,1.5,1.0,1.8,2.7,5.7,12.7,98.0,105.0
1985,23,1476,PHI,Philadelphia 76Ers,Clemon Johnson,"September 12, 1956",28.0,NBA,C,58.0,0.0,875.0,6.4,12.8,0.5,0.0,0.1,0.0,6.4,12.7,0.5,2.0,2.7,0.74,5.0,7.0,12.0,1.8,0.8,2.4,2.3,6.1,14.7,110.0,108.0
1986,23,1476,PHI,Philadelphia 76Ers,Clemon Johnson,"September 12, 1956",29.0,NBA,C,75.0,2.0,1069.0,4.7,10.0,0.47,0.0,0.0,,4.7,10.0,0.47,2.3,3.6,0.63,4.7,6.7,11.4,0.7,1.0,2.8,1.7,5.8,11.7,109.0,106.0
1987,21,1476,SEA,Seattle Supersonics,Clemon Johnson,"September 12, 1956",30.0,NBA,C,78.0,7.0,1051.0,3.9,8.0,0.49,0.0,0.1,0.0,3.9,7.9,0.5,3.1,4.9,0.64,4.8,7.7,12.4,0.9,0.9,1.9,1.6,6.1,11.0,116.0,110.0
1988,21,1476,SEA,Seattle Supersonics,Clemon Johnson,"September 12, 1956",31.0,NBA,C,74.0,26.0,723.0,3.2,7.0,0.47,0.0,0.0,,3.2,7.0,0.47,1.5,2.1,0.69,4.4,7.2,11.5,1.1,0.9,1.6,1.9,6.9,7.9,105.0,108.0
