Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1991,27.0,TOT,NBA,"SF,SG",33.0,0.0,644.0,5.7,11.5,0.497,0.3,0.7,0.4,5.4,10.7,0.503,5.4,6.4,0.843,3.3,4.6,7.9,3.2,1.4,0.7,2.2,6.1,17.1,,122.0,112.0
1991,27.0,PHI,NBA,SG,3.0,0.0,20.0,5.0,17.6,0.286,2.5,5.0,0.5,2.5,12.5,0.2,2.5,5.0,0.5,0.0,2.5,2.5,2.5,0.0,0.0,7.5,5.0,15.0,,61.0,115.0
1991,27.0,GSW,NBA,SF,30.0,0.0,624.0,5.7,11.3,0.507,0.2,0.6,0.375,5.5,10.7,0.514,5.5,6.5,0.851,3.4,4.7,8.1,3.3,1.4,0.7,2.0,6.2,17.2,,125.0,112.0
1992,28.0,GSW,NBA,SG,79.0,32.0,1677.0,6.1,11.7,0.521,0.6,1.9,0.329,5.5,9.8,0.559,4.3,5.0,0.852,1.9,4.4,6.3,4.8,1.9,0.4,2.3,4.4,17.2,,123.0,111.0
1993,29.0,POR,NBA,SF,82.0,7.0,1757.0,6.6,14.5,0.458,1.2,3.6,0.349,5.4,10.9,0.494,5.0,5.9,0.855,1.6,4.3,6.0,4.9,2.0,0.6,2.5,4.0,19.5,,117.0,107.0
1994,30.0,HOU,NBA,SF,67.0,8.0,1606.0,6.5,14.7,0.446,1.8,5.3,0.335,4.8,9.4,0.508,4.8,5.6,0.86,0.9,4.8,5.7,6.5,1.6,0.3,3.4,3.9,19.7,,110.0,104.0
1995,31.0,HOU,NBA,SF,81.0,13.0,1896.0,6.5,13.1,0.499,2.2,5.4,0.398,4.4,7.7,0.57,3.9,4.6,0.842,1.3,3.9,5.3,5.1,1.7,0.3,2.8,4.2,19.1,,119.0,111.0
1996,32.0,HOU,NBA,SF,45.0,16.0,1385.0,6.7,13.3,0.504,1.5,4.7,0.323,5.2,8.6,0.604,3.6,4.3,0.852,1.7,4.0,5.8,5.1,1.7,0.4,2.2,3.5,18.6,,121.0,110.0
1997,33.0,HOU,NBA,SF,78.0,77.0,2687.0,5.7,11.4,0.497,2.3,5.6,0.42,3.3,5.8,0.572,4.0,4.5,0.896,1.2,3.4,4.6,6.0,1.8,0.2,2.6,3.9,17.7,,125.0,107.0
1998,34.0,HOU,NBA,SF,73.0,59.0,1988.0,5.5,12.1,0.452,1.5,5.0,0.291,4.0,7.1,0.566,3.8,4.6,0.833,1.0,3.1,4.1,5.9,2.1,0.2,2.7,3.1,16.2,,114.0,111.0
1999,35.0,SAS,NBA,SG,47.0,37.0,1291.0,6.5,13.9,0.471,1.7,4.5,0.374,4.9,9.4,0.518,4.3,5.0,0.866,1.5,4.2,5.7,3.7,1.9,0.5,2.6,3.8,19.1,,114.0,98.0
2001,37.0,PHO,NBA,SG,68.0,67.0,1506.0,3.6,8.4,0.423,1.2,3.4,0.36,2.3,5.0,0.466,1.9,2.4,0.797,1.3,4.0,5.3,4.5,2.0,0.4,2.1,3.8,10.2,,105.0,101.0
