PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Chris Mullin,27.0,82,82.0,3315,777,1449,0.536,40,133,0.301,737,1316,0.56,0.55,513,580,0.884,141,302,443,329,173,63,245,176,2107
Tim Hardaway,24.0,82,82.0,3215,739,1551,0.47600000000000003,97,252,0.385,642,1299,0.494,0.508,306,381,0.8029999999999999,87,245,332,793,214,12,270,228,1881
Mitch Richmond,25.0,77,77.0,3027,703,1424,0.494,40,115,0.348,663,1309,0.506,0.508,394,465,0.847,147,305,452,238,126,34,230,207,1840
Rod Higgins,31.0,82,9.0,2024,259,559,0.46299999999999997,73,220,0.332,186,339,0.5489999999999999,0.529,185,226,0.8190000000000001,109,245,354,113,52,37,65,198,776
Alton Lister,32.0,77,65.0,1552,188,393,0.478,0,1,0.0,188,392,0.48,0.478,115,202,0.569,121,362,483,93,20,90,106,282,491
Tom Tolbert,25.0,62,32.0,1371,183,433,0.423,7,21,0.33299999999999996,176,412,0.42700000000000005,0.431,127,172,0.738,87,188,275,76,35,38,80,195,500
Tyrone Hill,22.0,74,22.0,1192,147,299,0.49200000000000005,0,0,,147,299,0.49200000000000005,0.49200000000000005,96,152,0.632,157,226,383,19,33,30,72,264,390
Šarūnas Marčiulionis,26.0,50,10.0,987,183,365,0.501,1,6,0.16699999999999998,182,359,0.507,0.503,178,246,0.7240000000000001,51,67,118,85,62,4,75,136,545
Jim Petersen,28.0,62,21.0,834,114,236,0.483,1,4,0.25,113,232,0.48700000000000004,0.485,50,76,0.6579999999999999,69,131,200,27,13,41,48,153,279
Kevin Pritchard,23.0,62,1.0,773,88,229,0.384,5,31,0.161,83,198,0.419,0.395,62,77,0.805,16,49,65,81,30,8,59,104,243
Mario Elie,27.0,30,0.0,624,77,152,0.507,3,8,0.375,74,144,0.514,0.516,74,87,0.851,46,63,109,44,19,10,27,83,231
Paul Mokeski,34.0,36,1.0,257,21,59,0.35600000000000004,3,9,0.33299999999999996,18,50,0.36,0.381,12,15,0.8,20,47,67,9,8,3,7,58,57
Steve Johnson,33.0,24,8.0,228,34,63,0.54,0,0,,34,63,0.54,0.54,22,37,0.595,18,39,57,17,4,4,25,50,90
Larry Robinson,23.0,24,0.0,170,24,59,0.40700000000000003,0,0,,24,59,0.40700000000000003,0.40700000000000003,8,15,0.5329999999999999,15,8,23,11,9,1,16,23,56
Les Jepsen,23.0,21,0.0,105,11,36,0.306,0,1,0.0,11,35,0.314,0.306,6,9,0.667,17,20,37,1,1,3,3,16,28
Vincent Askew,24.0,7,0.0,85,12,25,0.48,0,0,,12,25,0.48,0.48,9,11,0.818,7,4,11,13,2,0,6,21,33
Mike Smrek,28.0,5,0.0,25,6,11,0.545,0,0,,6,11,0.545,0.545,2,4,0.5,3,4,7,1,2,0,2,9,14
Bart Kofoed,26.0,5,0.0,21,0,3,0.0,0,0,,0,3,0.0,0.0,3,6,0.5,2,1,3,4,0,0,2,4,3
Team Totals,,82,,19805,3566,7346,0.485,270,801,0.337,3296,6545,0.504,0.504,2162,2761,0.7829999999999999,1113,2306,3419,1954,803,378,1359,2207,9564
