PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Reggie Miller,25.0,82,82.0,2972,596,1164,0.512,112,322,0.348,484,842,0.575,0.56,551,600,0.9179999999999999,81,200,281,331,109,13,163,165,1855
Detlef Schrempf,28.0,82,3.0,2632,432,831,0.52,15,40,0.375,417,791,0.527,0.529,441,539,0.818,178,482,660,301,58,22,175,262,1320
Chuck Person,26.0,80,79.0,2566,620,1231,0.504,69,203,0.34,551,1028,0.536,0.532,165,229,0.721,121,296,417,238,56,17,184,221,1474
LaSalle Thompson,29.0,82,77.0,1946,276,565,0.488,1,5,0.2,275,560,0.491,0.489,72,104,0.6920000000000001,154,409,563,147,63,63,168,265,625
Vern Fleming,28.0,69,45.0,1929,356,671,0.531,4,18,0.222,352,653,0.539,0.534,161,221,0.7290000000000001,83,131,214,369,76,13,137,116,877
Micheal Williams,24.0,73,37.0,1706,261,523,0.499,1,7,0.14300000000000002,260,516,0.504,0.5,290,330,0.879,49,127,176,348,150,17,150,202,813
Rik Smits,24.0,76,38.0,1690,342,705,0.485,0,0,,342,705,0.485,0.485,144,189,0.762,116,241,357,84,24,111,86,246,828
Mike Sanders,30.0,80,7.0,1357,206,494,0.41700000000000004,4,20,0.2,202,474,0.426,0.42100000000000004,47,57,0.825,73,112,185,106,37,26,65,198,463
George McCloud,23.0,74,0.0,1070,131,351,0.373,43,124,0.34700000000000003,88,227,0.38799999999999996,0.434,38,49,0.7759999999999999,35,83,118,150,40,11,91,141,343
Greg Dreiling,28.0,73,42.0,1031,98,194,0.505,0,2,0.0,98,192,0.51,0.505,63,105,0.6,66,189,255,51,24,29,57,178,259
Kenny Williams,21.0,75,0.0,527,93,179,0.52,0,3,0.0,93,176,0.528,0.52,34,50,0.68,56,75,131,31,11,31,41,81,220
Randy Wittman,31.0,41,0.0,355,35,79,0.44299999999999995,0,5,0.0,35,74,0.473,0.44299999999999995,4,6,0.667,6,27,33,25,10,4,10,9,74
Jawann Oldham,33.0,4,0.0,19,3,6,0.5,0,0,,3,6,0.5,0.5,0,0,,0,3,3,0,0,0,0,1,6
Byron Dinkins,23.0,2,0.0,5,1,1,1.0,0,0,,1,1,1.0,1.0,0,0,,0,1,1,0,0,0,0,3,2
Team Totals,,82,,19805,3450,6994,0.493,249,749,0.332,3201,6245,0.513,0.511,2010,2479,0.8109999999999999,1018,2376,3394,2181,658,357,1355,2088,9159
