Season,Age,Tm,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
1983,26.0,PHI,NBA,PF,80.0,1612.0,7.3,0.502,0.006,0.32,8.0,13.3,10.8,6.4,0.9,1.5,24.8,13.2,,-0.6,2.1,1.5,0.045,,-3.5,0.5,-3.1,-0.4
1984,27.0,PHI,NBA,PF,78.0,1532.0,8.1,0.52,0.006,0.407,6.9,15.8,11.5,8.3,1.1,2.1,24.6,13.6,,-0.6,2.1,1.4,0.045,,-3.8,0.7,-3.1,-0.4
1985,28.0,TOT,NBA,PF,69.0,1334.0,8.8,0.501,0.011,0.362,8.3,17.2,12.9,11.1,1.2,1.5,22.5,15.9,,-0.5,1.3,0.7,0.027,,-3.5,0.0,-3.5,-0.5
1985,28.0,PHI,NBA,PF,12.0,156.0,3.1,0.446,0.0,0.194,8.0,12.9,10.5,4.9,1.2,1.1,32.2,12.8,,-0.3,0.1,-0.1,-0.039,,-5.8,-0.4,-6.2,-0.2
1985,28.0,SAS,NBA,PF,57.0,1178.0,9.6,0.506,0.012,0.378,8.3,17.8,13.2,11.9,1.2,1.5,21.5,16.3,,-0.3,1.1,0.9,0.036,,-3.2,0.0,-3.2,-0.4
1986,29.0,TOT,NBA,PF,68.0,1014.0,8.7,0.502,0.008,0.471,7.2,15.8,11.6,10.3,1.5,0.9,19.6,14.6,,-0.1,1.1,1.0,0.046,,-3.6,0.4,-3.2,-0.3
1986,29.0,SAS,NBA,PF,42.0,669.0,8.2,0.496,0.012,0.411,7.4,14.9,11.3,9.9,1.5,1.2,20.9,14.7,,-0.2,0.6,0.4,0.028,,-3.3,0.5,-2.8,-0.2
1986,29.0,UTA,NBA,PF,26.0,345.0,9.7,0.514,0.0,0.593,6.7,17.4,12.2,10.9,1.3,0.5,17.1,14.4,,0.1,0.5,0.6,0.08,,-4.0,0.2,-3.8,-0.2
1987,30.0,UTA,NBA,PF,78.0,845.0,7.8,0.522,0.019,0.54,7.8,13.5,10.6,5.6,0.9,0.7,17.4,15.1,,0.0,1.1,1.1,0.062,,-4.9,-0.1,-4.9,-0.6
1988,31.0,UTA,NBA,PF,81.0,1238.0,8.6,0.518,0.006,0.321,8.5,14.5,11.6,7.0,0.9,1.2,19.1,14.4,,0.0,1.7,1.7,0.064,,-3.5,0.0,-3.5,-0.5
1989,32.0,UTA,NBA,PF,77.0,796.0,5.3,0.494,0.006,0.27,6.2,11.8,9.2,5.6,0.7,1.0,22.2,12.4,,-0.5,1.1,0.6,0.036,,-5.0,0.1,-4.9,-0.6
