Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1989,25.0,PHO,NBA,SG,12.0,12.0,374.0,74.0,149.0,0.497,0.0,7.0,0.0,74.0,142.0,0.521,0.497,21.0,25.0,0.84,25.0,44.0,69.0,62.0,16.0,3.0,18.0,34.0,169.0
1990,26.0,PHO,NBA,SG,16.0,16.0,583.0,112.0,219.0,0.511,6.0,24.0,0.25,106.0,195.0,0.544,0.525,68.0,73.0,0.932,13.0,49.0,62.0,73.0,24.0,0.0,34.0,43.0,298.0
1991,27.0,PHO,NBA,SG,4.0,4.0,145.0,22.0,51.0,0.431,3.0,6.0,0.5,19.0,45.0,0.422,0.461,26.0,28.0,0.929,3.0,22.0,25.0,8.0,3.0,2.0,3.0,13.0,73.0
1992,28.0,PHO,NBA,SG,8.0,8.0,343.0,62.0,128.0,0.484,8.0,17.0,0.471,54.0,111.0,0.486,0.516,31.0,34.0,0.912,12.0,39.0,51.0,42.0,14.0,2.0,19.0,23.0,163.0
1994,30.0,UTA,NBA,SG,16.0,16.0,558.0,85.0,179.0,0.475,15.0,34.0,0.441,70.0,145.0,0.483,0.517,62.0,68.0,0.912,11.0,28.0,39.0,64.0,24.0,6.0,28.0,45.0,247.0
1995,31.0,UTA,NBA,SG,5.0,5.0,178.0,26.0,51.0,0.51,7.0,13.0,0.538,19.0,38.0,0.5,0.578,11.0,14.0,0.786,3.0,3.0,6.0,20.0,8.0,1.0,7.0,19.0,70.0
1996,32.0,UTA,NBA,SG,18.0,18.0,644.0,104.0,207.0,0.502,34.0,58.0,0.586,70.0,149.0,0.47,0.585,73.0,82.0,0.89,22.0,43.0,65.0,60.0,19.0,3.0,27.0,41.0,315.0
1997,33.0,UTA,NBA,SG,20.0,20.0,704.0,90.0,208.0,0.433,19.0,53.0,0.358,71.0,155.0,0.458,0.478,92.0,105.0,0.876,22.0,67.0,89.0,73.0,21.0,4.0,36.0,53.0,291.0
1998,34.0,UTA,NBA,SG,20.0,20.0,636.0,74.0,178.0,0.416,14.0,30.0,0.467,60.0,148.0,0.405,0.455,55.0,65.0,0.846,7.0,43.0,50.0,64.0,20.0,4.0,32.0,51.0,217.0
1999,35.0,UTA,NBA,SG,11.0,11.0,304.0,49.0,106.0,0.462,7.0,18.0,0.389,42.0,88.0,0.477,0.495,29.0,33.0,0.879,9.0,32.0,41.0,26.0,11.0,0.0,12.0,34.0,134.0
