Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1991,22.0,LAL,NBA,PF,14.0,0.0,9.9,1.8,2.7,0.658,0.0,0.0,,1.8,2.7,0.658,0.658,0.5,1.1,0.467,0.6,1.5,2.1,0.2,0.4,0.6,0.4,1.6,4.1
1992,23.0,LAL,NBA,C,4.0,2.0,29.3,3.5,9.3,0.378,0.0,0.0,,3.5,9.3,0.378,0.378,3.0,4.5,0.667,2.3,4.0,6.3,1.5,0.8,1.5,1.0,3.5,10.0
1993,24.0,LAL,NBA,PF,5.0,5.0,35.6,5.8,13.8,0.42,0.0,0.0,,5.8,13.8,0.42,0.42,2.4,4.8,0.5,3.4,5.0,8.4,1.4,1.2,2.4,2.4,3.0,14.0
1995,26.0,LAL,NBA,PF,10.0,10.0,37.6,6.4,13.2,0.485,0.0,0.0,,6.4,13.2,0.485,0.485,2.9,4.4,0.659,2.6,4.7,7.3,1.6,0.4,3.0,1.5,4.4,15.7
1996,27.0,LAL,NBA,PF,4.0,4.0,32.3,5.0,9.8,0.513,0.0,0.3,0.0,5.0,9.5,0.526,0.513,2.0,4.0,0.5,0.8,7.3,8.0,2.0,0.3,2.3,2.5,4.3,12.0
1997,28.0,LAL,NBA,PF,9.0,9.0,30.9,4.1,10.3,0.398,0.1,0.1,1.0,4.0,10.2,0.391,0.403,3.4,4.2,0.816,1.6,2.8,4.3,1.0,0.8,1.4,1.6,3.3,11.8
1998,29.0,LAL,NBA,PF,13.0,0.0,13.8,1.8,3.9,0.451,0.0,0.0,,1.8,3.9,0.451,0.451,1.7,2.6,0.647,1.3,2.2,3.5,0.6,0.2,0.9,1.0,2.1,5.2
2001,32.0,CHH,NBA,PF,10.0,10.0,28.7,4.2,10.6,0.396,0.0,0.0,,4.2,10.6,0.396,0.396,3.7,4.9,0.755,2.7,5.2,7.9,0.7,0.5,1.1,1.7,3.7,12.1
2002,33.0,CHH,NBA,PF,9.0,9.0,28.2,5.4,12.2,0.445,0.0,0.1,0.0,5.4,12.1,0.45,0.445,2.7,3.8,0.706,1.6,5.1,6.7,1.8,0.7,2.6,1.9,3.8,13.6
2004,35.0,DET,NBA,C,14.0,0.0,8.9,0.7,2.5,0.286,0.0,0.0,,0.7,2.5,0.286,0.286,0.7,1.3,0.556,0.7,1.1,1.8,0.7,0.4,0.6,0.6,2.0,2.1
2005,36.0,DET,NBA,C,10.0,0.0,5.7,0.4,1.3,0.308,0.0,0.0,,0.4,1.3,0.308,0.308,0.4,0.8,0.5,0.3,1.5,1.8,0.5,0.2,0.0,0.4,1.3,1.2
