Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1994,24.0,HOU,NBA,PG,22.0,0.0,478.0,7.0,17.9,0.394,1.9,5.0,0.378,5.1,12.9,0.4,7.2,8.3,0.865,2.1,4.5,6.6,10.4,2.3,0.6,5.3,6.9,23.1,,105.0,106.0
1995,25.0,HOU,NBA,PG,22.0,0.0,485.0,8.0,18.2,0.438,2.6,6.5,0.4,5.4,11.7,0.459,7.6,9.1,0.835,0.9,3.7,4.5,9.6,2.3,0.2,3.5,7.1,26.1,,118.0,114.0
1996,26.0,HOU,NBA,PG,8.0,0.0,206.0,6.5,20.2,0.321,2.0,7.2,0.276,4.5,13.0,0.346,5.7,7.2,0.793,0.2,4.0,4.2,8.5,1.5,0.2,4.5,5.0,20.7,,89.0,112.0
1998,28.0,NJN,NBA,PG,3.0,1.0,26.0,6.5,19.4,0.333,0.0,0.0,,6.5,19.4,0.333,0.0,0.0,,2.2,4.3,6.5,10.8,0.0,2.2,4.3,15.1,13.0,,83.0,118.0
1999,29.0,MIL,NBA,PG,3.0,3.0,102.0,8.5,17.1,0.5,0.0,0.5,0.0,8.5,16.5,0.516,7.5,8.5,0.875,0.0,3.2,3.2,13.9,1.6,0.0,3.7,7.5,24.5,,121.0,120.0
2001,31.0,MIL,NBA,PG,18.0,18.0,682.0,8.8,22.2,0.396,0.8,2.4,0.333,8.0,19.8,0.403,6.7,7.7,0.866,1.0,5.7,6.6,9.6,1.5,0.2,4.1,6.1,25.0,,104.0,108.0
2003,33.0,MIL,NBA,PG,6.0,6.0,217.0,9.5,20.2,0.47,2.7,5.1,0.524,6.8,15.1,0.452,3.4,3.7,0.933,0.7,3.9,4.6,3.9,0.7,0.2,4.1,4.9,25.1,,102.0,115.0
2004,34.0,MIN,NBA,PG,16.0,15.0,497.0,10.1,21.7,0.465,2.7,6.5,0.417,7.4,15.3,0.486,5.6,6.6,0.852,0.3,4.0,4.3,7.5,1.3,0.3,4.6,5.7,28.5,,107.0,105.0
2006,36.0,LAC,NBA,PG,12.0,12.0,404.0,9.3,21.3,0.437,1.9,5.5,0.349,7.4,15.8,0.468,7.0,8.7,0.809,1.1,5.0,6.1,8.8,1.0,0.3,3.6,4.5,27.6,,114.0,111.0
2008,38.0,BOS,NBA,PG,21.0,0.0,264.0,7.8,23.5,0.333,1.3,5.9,0.214,6.6,17.6,0.373,3.0,3.6,0.824,0.4,2.8,3.2,5.3,1.7,0.2,2.5,6.3,19.9,,87.0,107.0
