Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2007,21.0,DEN,NBA,SG,4.0,0.0,47.0,4.6,16.9,0.273,0.0,9.2,0.0,4.6,7.7,0.6,4.6,4.6,1.0,0.8,6.1,6.9,1.5,3.1,0.8,2.3,4.6,13.8
2008,22.0,DEN,NBA,SG,4.0,0.0,108.0,7.7,14.3,0.535,2.3,7.3,0.318,5.3,7.0,0.762,6.7,8.0,0.833,0.3,2.0,2.3,2.3,1.3,0.0,1.7,4.0,24.3
2009,23.0,DEN,NBA,SG,16.0,0.0,435.0,7.3,16.1,0.454,3.1,8.8,0.358,4.1,7.3,0.568,2.1,3.8,0.543,0.9,3.5,4.4,3.7,1.4,0.3,2.2,4.2,19.8
2010,24.0,DEN,NBA,SG,6.0,0.0,159.0,4.8,12.9,0.368,2.5,7.0,0.355,2.3,5.9,0.385,3.2,3.6,0.875,1.1,4.1,5.2,2.3,0.9,0.5,1.4,3.8,15.2
2011,25.0,DEN,NBA,SF,5.0,0.0,76.0,7.6,21.3,0.356,4.3,9.9,0.429,3.3,11.4,0.292,3.8,5.2,0.727,0.5,4.3,4.7,2.4,0.9,0.0,3.8,3.8,23.2
2012,26.0,NYK,NBA,SG,5.0,0.0,175.0,4.9,15.6,0.316,1.0,5.8,0.179,3.9,9.9,0.396,1.6,1.6,1.0,0.4,2.3,2.7,2.3,1.2,0.2,2.3,3.9,12.5
2013,27.0,NYK,NBA,SG,11.0,0.0,351.0,5.5,16.7,0.331,1.8,6.8,0.273,3.7,9.9,0.371,3.2,4.4,0.721,0.6,4.7,5.3,1.5,1.1,0.5,2.1,2.8,16.1
2015,29.0,CLE,NBA,SG,18.0,4.0,560.0,5.3,13.2,0.403,3.3,9.1,0.359,2.1,4.1,0.5,0.9,1.3,0.7,0.6,4.9,5.5,1.4,1.1,0.6,1.0,3.5,14.9
2016,30.0,CLE,NBA,SG,21.0,21.0,730.0,4.0,9.3,0.436,3.2,7.4,0.43,0.8,1.8,0.459,0.6,1.0,0.619,0.3,3.0,3.3,1.4,1.3,0.2,0.5,2.7,11.9
2017,31.0,CLE,NBA,SG,18.0,18.0,487.0,3.7,7.3,0.505,3.0,5.9,0.5,0.7,1.4,0.526,0.4,0.8,0.455,0.4,2.7,3.1,1.0,1.0,0.4,0.9,3.0,10.7
2018,32.0,CLE,NBA,SG,22.0,21.0,706.0,3.3,9.5,0.348,2.2,6.1,0.367,1.1,3.4,0.313,0.9,1.1,0.773,0.5,2.5,3.1,1.3,1.1,0.2,1.0,2.8,9.7
2020,34.0,LAL,NBA,SG,10.0,0.0,75.0,3.4,12.5,0.269,2.9,10.6,0.273,0.5,1.9,0.25,0.0,0.0,,0.0,1.4,1.4,1.4,1.0,0.0,3.4,5.3,9.6
