Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2006,29,1985,UTA,Utah Jazz,C.J. Miles,"March 18, 1987",18.0,NBA,PG,23.0,0.0,203.0,5.0,13.5,0.37,0.9,3.5,0.25,4.1,9.9,0.41,3.2,4.3,0.75,3.2,3.5,6.7,2.8,1.2,0.4,1.6,3.5,14.0
2007,29,1985,UTA,Utah Jazz,C.J. Miles,"March 18, 1987",19.0,NBA,SG,37.0,13.0,373.0,3.9,11.2,0.34,0.7,3.1,0.22,3.2,8.1,0.39,1.4,2.2,0.61,1.1,2.3,3.4,2.4,1.1,0.4,2.7,5.8,9.7
2008,29,1985,UTA,Utah Jazz,C.J. Miles,"March 18, 1987",20.0,NBA,SG,60.0,13.0,689.0,5.9,12.3,0.48,1.6,4.0,0.39,4.3,8.3,0.52,2.1,2.7,0.79,0.8,3.2,4.1,2.8,1.7,0.4,1.4,5.1,15.5
2009,29,1985,UTA,Utah Jazz,C.J. Miles,"March 18, 1987",21.0,NBA,SG,72.0,72.0,1623.0,5.7,12.5,0.46,1.4,4.0,0.35,4.3,8.5,0.51,1.7,2.0,0.88,1.0,2.7,3.7,2.4,1.0,0.3,1.4,4.1,14.6
2010,29,1985,UTA,Utah Jazz,C.J. Miles,"March 18, 1987",22.0,NBA,SF,63.0,28.0,1497.0,5.8,13.5,0.43,1.8,5.2,0.34,4.0,8.3,0.48,1.6,2.3,0.7,1.0,3.0,4.0,2.5,1.4,0.4,1.9,4.6,15.0
2011,29,1985,UTA,Utah Jazz,C.J. Miles,"March 18, 1987",23.0,NBA,SF,78.0,19.0,1969.0,6.7,16.4,0.41,2.0,6.2,0.32,4.7,10.2,0.46,2.9,3.6,0.81,1.0,3.7,4.7,2.5,1.4,0.7,1.7,4.0,18.3
2012,29,1985,UTA,Utah Jazz,C.J. Miles,"March 18, 1987",24.0,NBA,SG,56.0,14.0,1145.0,5.6,14.6,0.38,1.4,4.7,0.31,4.1,9.9,0.42,3.4,4.3,0.79,0.8,2.8,3.6,2.2,1.4,0.6,1.7,3.8,16.0
2013,6,1985,CLE,Cleveland Cavaliers,C.J. Miles,"March 18, 1987",25.0,NBA,SF,65.0,13.0,1364.0,6.7,16.2,0.42,3.3,8.7,0.38,3.4,7.5,0.45,2.5,2.8,0.87,0.6,4.0,4.6,1.7,1.3,0.4,1.8,3.6,19.2
2014,6,1985,CLE,Cleveland Cavaliers,C.J. Miles,"March 18, 1987",26.0,NBA,SG,51.0,34.0,984.0,6.5,15.0,0.44,3.0,7.7,0.39,3.5,7.2,0.48,2.3,2.7,0.85,0.7,3.1,3.8,1.9,1.7,0.5,1.6,3.8,18.4
2015,12,1985,IND,Indiana Pacers,C.J. Miles,"March 18, 1987",27.0,NBA,SG,70.0,40.0,1841.0,6.4,16.2,0.4,3.0,8.7,0.34,3.4,7.5,0.46,2.5,3.1,0.81,0.4,3.8,4.2,1.5,1.2,0.5,1.4,2.6,18.4
2016,12,1985,IND,Indiana Pacers,C.J. Miles,"March 18, 1987",28.0,NBA,SF,64.0,24.0,1464.0,6.4,15.6,0.41,3.5,9.5,0.37,2.9,6.1,0.47,2.3,3.0,0.75,0.6,3.7,4.3,1.5,1.3,0.7,1.7,3.5,18.5
2017,12,1985,IND,Indiana Pacers,C.J. Miles,"March 18, 1987",29.0,NBA,SF,76.0,29.0,1776.0,5.7,13.1,0.43,3.4,8.3,0.41,2.3,4.8,0.47,1.7,1.9,0.9,0.6,4.0,4.6,1.0,0.9,0.5,0.8,3.1,16.5
2018,28,1985,TOR,Toronto Raptors,C.J. Miles,"March 18, 1987",30.0,NBA,SF,70.0,3.0,1337.0,6.1,16.1,0.38,4.4,12.2,0.36,1.7,3.9,0.43,2.2,2.6,0.84,0.5,3.6,4.1,1.5,1.0,0.6,1.1,3.6,18.8
2019,31,1985,TOT,Total After Trade,C.J. Miles,"March 18, 1987",31.0,NBA,SF,53.0,1.0,856.0,4.7,13.1,0.36,2.8,8.5,0.33,1.9,4.5,0.42,2.0,2.4,0.83,0.5,3.4,4.0,1.5,1.1,0.6,1.3,3.3,14.3
2019,28,1985,TOR,Toronto Raptors,C.J. Miles,"March 18, 1987",31.0,NBA,SF,40.0,1.0,562.0,4.5,13.2,0.34,2.8,8.8,0.31,1.7,4.4,0.39,2.2,2.8,0.8,0.8,3.6,4.4,1.4,1.2,0.6,1.3,4.0,14.0
2019,15,1985,MEM,Memphis Grizzlies,C.J. Miles,"March 18, 1987",31.0,NBA,SF,13.0,0.0,294.0,5.1,12.9,0.4,2.9,8.1,0.36,2.2,4.8,0.46,1.6,1.7,0.93,0.1,3.2,3.3,1.7,1.0,0.6,1.1,2.1,14.8
2020,30,1985,WAS,Washington Wizards,C.J. Miles,"March 18, 1987",32.0,NBA,SF,10.0,0.0,161.0,4.2,13.2,0.32,2.5,7.8,0.31,1.8,5.4,0.33,3.4,4.5,0.75,0.9,1.8,2.7,2.7,2.2,0.9,0.9,3.1,14.3
