Season,Age,Tm,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
2010,21.0,OKC,NBA,PG,6.0,212.0,24.3,0.571,0.132,0.418,5.2,13.7,9.4,38.9,2.5,0.4,11.5,26.2,,0.6,0.3,0.9,0.208,,5.8,2.4,8.2,0.6
2011,22.0,OKC,NBA,PG,17.0,638.0,19.6,0.499,0.14,0.414,6.7,9.7,8.2,33.7,2.0,0.7,16.1,34.4,,0.7,0.4,1.1,0.084,,2.7,-1.6,1.1,0.5
2012,23.0,OKC,NBA,PG,20.0,767.0,22.6,0.506,0.16,0.273,3.5,13.4,8.5,28.0,2.1,0.9,9.0,30.7,,1.8,0.3,2.1,0.133,,3.9,-0.5,3.4,1.0
2013,24.0,OKC,NBA,PG,2.0,68.0,25.6,0.509,0.22,0.341,1.7,19.6,10.7,43.9,4.6,0.0,14.5,37.1,,0.1,0.1,0.2,0.144,,1.7,2.1,3.8,0.1
2014,25.0,OKC,NBA,PG,19.0,735.0,24.9,0.539,0.251,0.412,7.3,13.6,10.6,40.5,2.9,0.6,15.0,34.3,,1.6,0.9,2.5,0.166,,6.3,1.3,7.6,1.8
2016,27.0,OKC,NBA,PG,18.0,674.0,26.9,0.515,0.267,0.356,6.9,13.5,10.3,52.4,3.4,0.2,14.6,34.3,,2.0,0.9,2.9,0.208,,7.4,1.7,9.1,1.9
2017,28.0,OKC,NBA,PG,5.0,194.0,27.7,0.511,0.322,0.461,4.7,28.9,16.1,55.7,3.0,1.0,14.1,47.0,,0.2,0.3,0.4,0.103,,7.5,2.2,9.7,0.6
2018,29.0,OKC,NBA,PG,6.0,235.0,20.3,0.493,0.261,0.248,5.0,27.1,16.2,38.1,1.9,0.0,14.8,39.0,,-0.1,0.3,0.3,0.052,,3.9,0.1,4.1,0.4
2019,30.0,OKC,NBA,PG,5.0,197.0,16.0,0.466,0.306,0.234,3.8,20.7,12.1,46.0,1.2,1.3,15.8,31.5,,-0.1,0.2,0.1,0.026,,1.5,0.4,1.9,0.2
2020,31.0,HOU,NBA,PG,8.0,262.0,12.1,0.464,0.236,0.229,4.5,20.2,11.9,25.8,2.2,0.8,16.3,31.5,,-0.7,0.4,-0.2,-0.043,,-1.9,-1.2,-3.2,-0.1
