Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 30,Trp Dbl
2000-01,23.0,NJN,NBA,PF,68.0,68.0,2272.0,346.0,777.0,0.445,1.0,11.0,0.091,345.0,766.0,0.45,0.446,121.0,192.0,0.63,137.0,365.0,502.0,131.0,78.0,113.0,138.0,281.0,814.0,,1.0
2001-02,24.0,NJN,NBA,PF,73.0,73.0,2504.0,445.0,962.0,0.463,15.0,67.0,0.224,430.0,895.0,0.48,0.47,181.0,267.0,0.678,113.0,275.0,388.0,192.0,90.0,121.0,172.0,261.0,1086.0,,0.0
2002-03,25.0,NJN,NBA,PF,77.0,77.0,2628.0,509.0,1082.0,0.47,9.0,43.0,0.209,500.0,1039.0,0.481,0.475,256.0,392.0,0.653,164.0,476.0,640.0,185.0,98.0,70.0,192.0,294.0,1283.0,,0.0
2003-04,26.0,NJN,NBA,PF,65.0,62.0,2252.0,439.0,900.0,0.488,7.0,25.0,0.28,432.0,875.0,0.494,0.492,201.0,294.0,0.684,133.0,484.0,617.0,160.0,95.0,82.0,168.0,230.0,1086.0,,0.0
2004-05,27.0,DEN,NBA,PF,70.0,67.0,2272.0,444.0,907.0,0.49,0.0,12.0,0.0,444.0,895.0,0.496,0.49,199.0,308.0,0.646,146.0,365.0,511.0,170.0,100.0,78.0,149.0,228.0,1087.0,,0.0
2005-06,28.0,DEN,NBA,PF,56.0,49.0,1546.0,297.0,600.0,0.495,5.0,22.0,0.227,292.0,578.0,0.505,0.499,121.0,170.0,0.712,93.0,260.0,353.0,79.0,43.0,52.0,72.0,171.0,720.0,,0.0
2006-07,29.0,DEN,NBA,PF,2.0,2.0,63.0,8.0,16.0,0.5,0.0,1.0,0.0,8.0,15.0,0.533,0.5,3.0,12.0,0.25,6.0,14.0,20.0,1.0,0.0,0.0,5.0,10.0,19.0,,0.0
2007-08,30.0,DEN,NBA,PF,71.0,71.0,2159.0,376.0,699.0,0.538,2.0,11.0,0.182,374.0,688.0,0.544,0.539,123.0,212.0,0.58,105.0,356.0,461.0,90.0,88.0,85.0,91.0,235.0,877.0,,0.0
2008-09,31.0,DEN,NBA,PF,66.0,66.0,2111.0,318.0,648.0,0.491,14.0,38.0,0.368,304.0,610.0,0.498,0.502,119.0,197.0,0.604,81.0,314.0,395.0,132.0,96.0,74.0,104.0,201.0,769.0,,0.0
2009-10,32.0,DEN,NBA,PF,58.0,58.0,1986.0,283.0,620.0,0.456,8.0,29.0,0.276,275.0,591.0,0.465,0.463,93.0,167.0,0.557,142.0,404.0,546.0,109.0,72.0,61.0,91.0,186.0,667.0,,0.0
2010-11,33.0,DEN,NBA,PF,48.0,48.0,1233.0,185.0,362.0,0.511,2.0,9.0,0.222,183.0,353.0,0.518,0.514,42.0,72.0,0.583,67.0,230.0,297.0,109.0,43.0,35.0,59.0,136.0,414.0,,0.0
2011-12,34.0,LAC,NBA,PF,42.0,0.0,940.0,97.0,220.0,0.441,3.0,13.0,0.231,94.0,207.0,0.454,0.448,20.0,54.0,0.37,49.0,132.0,181.0,18.0,44.0,43.0,32.0,103.0,217.0,,0.0
2012-13,35.0,NYK,NBA,C,18.0,11.0,431.0,56.0,93.0,0.602,0.0,0.0,,56.0,93.0,0.602,0.602,17.0,40.0,0.425,34.0,61.0,95.0,8.0,16.0,17.0,16.0,64.0,129.0,,0.0
2013-14,36.0,NYK,NBA,PF,32.0,15.0,633.0,63.0,123.0,0.512,0.0,1.0,0.0,63.0,122.0,0.516,0.512,11.0,19.0,0.579,36.0,98.0,134.0,50.0,25.0,27.0,26.0,85.0,137.0,,0.0
2014-15,37.0,MIL,NBA,PF,11.0,0.0,104.0,9.0,22.0,0.409,0.0,0.0,,9.0,22.0,0.409,0.409,2.0,2.0,1.0,6.0,13.0,19.0,5.0,5.0,6.0,3.0,13.0,20.0,,0.0
