Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
2009,26,2868,SAC,Sacramento Kings,Jason Thompson,"July 21, 1986",22.0,NBA,PF,82.0,56.0,2303.0,7.9,15.9,0.5,0.0,0.2,0.0,7.9,15.7,0.5,4.4,6.3,0.69,5.2,8.2,13.4,2.1,1.0,1.3,3.2,6.9,20.1,,106.0,114.0
2010,26,2868,SAC,Sacramento Kings,Jason Thompson,"July 21, 1986",23.0,NBA,C,75.0,58.0,2357.0,8.0,17.0,0.47,0.0,0.2,0.1,8.0,16.8,0.48,4.3,6.0,0.72,4.9,8.9,13.8,2.7,0.9,1.6,3.0,6.0,20.3,,106.0,109.0
2011,26,2868,SAC,Sacramento Kings,Jason Thompson,"July 21, 1986",24.0,NBA,PF,75.0,39.0,1748.0,7.8,15.4,0.51,0.0,0.1,0.0,7.8,15.3,0.51,3.5,5.8,0.6,4.2,8.9,13.1,2.5,0.8,1.3,2.9,6.1,19.1,,106.0,109.0
2012,26,2868,SAC,Sacramento Kings,Jason Thompson,"July 21, 1986",25.0,NBA,PF,64.0,47.0,1657.0,7.3,13.6,0.54,0.0,0.1,0.0,7.3,13.5,0.54,3.3,5.5,0.6,5.1,8.5,13.6,2.4,1.3,1.3,2.1,4.6,17.8,,115.0,109.0
2013,26,2868,SAC,Sacramento Kings,Jason Thompson,"July 21, 1986",26.0,NBA,PF,82.0,81.0,2285.0,8.4,16.7,0.5,0.0,0.1,0.0,8.4,16.6,0.5,3.2,4.6,0.69,3.9,8.5,12.3,1.9,1.1,1.4,2.3,5.1,20.0,,108.0,111.0
2014,26,2868,SAC,Sacramento Kings,Jason Thompson,"July 21, 1986",27.0,NBA,PF,82.0,61.0,2007.0,6.4,12.6,0.51,0.0,0.0,,6.4,12.6,0.51,2.1,3.7,0.58,3.9,9.5,13.4,1.3,0.8,1.4,2.4,6.4,14.9,,103.0,108.0
2015,26,2868,SAC,Sacramento Kings,Jason Thompson,"July 21, 1986",28.0,NBA,PF,81.0,63.0,1991.0,5.1,10.8,0.47,0.0,0.0,0.0,5.1,10.8,0.47,2.3,3.6,0.62,3.5,9.9,13.4,2.1,0.8,1.4,2.1,6.0,12.4,,103.0,108.0
2016,31,2868,TOT,Total After Trade,Jason Thompson,"July 21, 1986",29.0,NBA,C,47.0,7.0,471.0,5.6,11.5,0.48,0.5,1.6,0.33,5.0,9.9,0.5,4.1,5.8,0.7,3.4,10.9,14.3,3.1,1.3,2.1,1.6,8.6,15.7,,119.0,102.0
2016,10,2868,GSW,Golden State Warriors,Jason Thompson,"July 21, 1986",29.0,NBA,C,28.0,1.0,179.0,5.4,11.3,0.48,0.0,0.0,,5.4,11.3,0.48,5.4,8.6,0.62,2.7,11.9,14.6,5.1,1.1,2.2,1.9,10.8,16.2,,116.0,101.0
2016,28,2868,TOR,Toronto Raptors,Jason Thompson,"July 21, 1986",29.0,NBA,C,19.0,6.0,292.0,5.7,11.7,0.48,0.9,2.7,0.33,4.8,9.0,0.53,3.2,3.9,0.82,3.9,10.3,14.2,1.8,1.4,2.1,1.4,7.1,15.4,,121.0,103.0
