Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2001,27.0,DAL,NBA,SF,10.0,10.0,434.0,6.0,16.6,0.36,1.4,3.9,0.362,4.6,12.7,0.359,3.0,3.6,0.818,1.1,3.3,4.4,3.6,1.0,0.2,2.0,1.9,16.3
2002,28.0,DAL,NBA,SF,8.0,8.0,373.0,6.7,14.3,0.466,1.4,3.6,0.378,5.3,10.7,0.495,4.3,4.8,0.9,1.3,3.6,4.8,1.7,1.2,0.4,1.4,2.3,19.0
2003,29.0,DAL,NBA,SF,20.0,20.0,822.0,5.7,13.2,0.435,2.1,5.0,0.412,3.7,8.2,0.449,2.5,2.9,0.864,1.1,3.9,5.0,2.6,1.1,0.5,1.4,2.0,16.0
2004,30.0,DAL,NBA,SG,5.0,5.0,196.0,4.8,12.5,0.382,1.3,4.8,0.269,3.5,7.7,0.452,1.1,1.8,0.6,1.1,1.8,2.9,2.4,0.7,0.6,1.7,1.5,11.9
2005,31.0,DAL,NBA,SG,13.0,13.0,491.0,4.8,11.2,0.425,1.8,4.5,0.393,3.0,6.7,0.446,1.2,1.3,0.889,1.0,3.2,4.1,2.1,1.2,0.0,1.0,2.3,12.5
2006,32.0,SAS,NBA,SG,13.0,4.0,411.0,4.4,9.2,0.476,1.6,4.1,0.383,2.8,5.1,0.552,1.6,1.8,0.9,0.1,4.2,4.3,1.6,0.7,0.3,0.8,1.7,11.9
2007,33.0,SAS,NBA,SF,20.0,20.0,538.0,4.9,11.9,0.41,2.9,7.0,0.419,1.9,4.9,0.397,2.3,2.6,0.897,0.5,3.3,3.9,1.5,0.7,0.3,0.9,1.9,15.1
2008,34.0,SAS,NBA,SG,17.0,11.0,391.0,4.0,9.9,0.402,1.7,4.8,0.365,2.2,5.1,0.436,0.8,0.8,1.0,0.1,2.9,3.0,1.6,0.5,0.3,0.6,2.3,10.5
2009,35.0,SAS,NBA,SF,5.0,5.0,143.0,3.8,8.6,0.441,1.8,3.8,0.467,2.0,4.8,0.421,0.8,1.0,0.75,0.8,3.0,3.8,1.3,0.3,0.3,1.0,2.0,10.1
2010,36.0,BOS,NBA,SF,18.0,0.0,108.0,1.7,6.7,0.25,1.0,3.7,0.273,0.7,3.0,0.222,0.7,0.7,1.0,0.3,3.3,3.7,1.3,1.3,0.0,0.0,1.3,5.0
