Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1982,22.0,UTA,NBA,C,82.0,20.0,19.8,3.1,6.4,0.481,0.0,0.0,0.0,3.1,6.4,0.482,0.481,1.7,2.3,0.757,1.6,3.6,5.2,1.8,0.6,0.9,1.8,3.6,7.9
1983,23.0,TOT,NBA,C,82.0,50.0,27.9,4.2,9.1,0.457,0.0,0.0,0.0,4.2,9.1,0.457,0.457,2.8,3.6,0.773,2.4,5.3,7.7,2.5,0.7,1.2,3.1,4.0,11.1
1983,23.0,UTA,NBA,C,50.0,50.0,32.8,4.6,10.3,0.449,0.0,0.0,0.0,4.6,10.3,0.45,0.449,3.1,3.9,0.805,2.7,6.2,9.0,3.3,0.8,1.4,3.9,4.3,12.4
1983,23.0,DEN,NBA,C,32.0,0.0,20.2,3.5,7.3,0.472,0.0,0.0,,3.5,7.3,0.472,0.472,2.2,3.1,0.71,2.0,3.8,5.8,1.3,0.5,0.9,1.8,3.4,9.2
1984,24.0,DEN,NBA,C,82.0,15.0,17.3,2.2,4.5,0.493,0.0,0.0,0.0,2.2,4.5,0.496,0.493,2.6,3.3,0.79,1.8,3.5,5.3,1.1,0.4,0.7,1.5,3.8,7.1
1985,25.0,DEN,NBA,C,56.0,0.0,9.7,1.1,2.3,0.465,0.0,0.0,,1.1,2.3,0.465,0.465,1.4,1.7,0.814,0.9,1.7,2.6,0.7,0.4,0.4,0.8,1.8,3.6
1986,26.0,DEN,NBA,C,80.0,13.0,20.7,2.8,5.5,0.502,0.0,0.0,0.0,2.8,5.5,0.503,0.502,2.7,3.5,0.777,1.9,3.6,5.5,1.0,0.5,0.8,1.3,3.7,8.2
1987,27.0,DEN,NBA,C,76.0,41.0,20.5,2.8,5.3,0.519,0.0,0.0,,2.8,5.3,0.519,0.519,3.0,3.9,0.779,1.6,3.4,5.0,1.1,0.3,1.0,1.3,3.5,8.5
1988,28.0,DEN,NBA,PF,81.0,74.0,26.7,4.5,8.2,0.54,0.0,0.0,0.0,4.5,8.2,0.542,0.54,5.0,6.0,0.836,2.5,5.7,8.2,1.3,0.8,1.1,1.9,4.0,13.9
1989,29.0,DEN,NBA,C,76.0,64.0,25.2,4.2,8.0,0.522,0.0,0.1,0.333,4.1,7.9,0.525,0.525,4.4,5.3,0.826,1.9,4.7,6.6,1.4,0.6,1.1,2.1,4.2,12.8
1990,30.0,DEN,NBA,C,53.0,22.0,22.5,3.1,6.2,0.494,0.0,0.1,0.0,3.1,6.2,0.5,0.494,4.2,5.0,0.852,2.2,4.2,6.5,1.2,0.8,0.8,1.4,3.8,10.4
1991,31.0,MIL,NBA,C,82.0,38.0,27.2,3.6,7.3,0.499,0.0,0.1,0.0,3.6,7.2,0.503,0.499,3.3,4.0,0.835,2.1,4.4,6.5,1.2,0.7,0.7,1.3,3.2,10.6
1992,32.0,MIL,NBA,C,43.0,4.0,16.9,1.9,4.6,0.417,0.0,0.0,,1.9,4.6,0.417,0.417,1.7,2.2,0.771,1.3,2.6,3.9,0.8,0.4,0.4,1.0,2.3,5.6
1993,33.0,MIL,NBA,C,70.0,7.0,16.1,1.5,3.8,0.399,0.0,0.0,0.0,1.5,3.7,0.404,0.399,1.6,2.0,0.818,1.0,2.5,3.6,1.1,0.5,0.5,0.9,2.1,4.6
1994,34.0,TOT,NBA,C,36.0,6.0,10.1,0.8,2.3,0.333,0.0,0.0,,0.8,2.3,0.333,0.333,0.8,0.9,0.906,0.9,1.3,2.2,0.4,0.3,0.3,0.6,1.3,2.4
1994,34.0,MIL,NBA,C,23.0,6.0,10.0,0.6,2.0,0.304,0.0,0.0,,0.6,2.0,0.304,0.304,0.9,1.0,0.955,0.7,1.3,2.0,0.2,0.2,0.3,0.6,1.2,2.1
1994,34.0,LAL,NBA,C,13.0,0.0,10.2,1.1,2.9,0.368,0.0,0.0,,1.1,2.9,0.368,0.368,0.6,0.8,0.8,1.2,1.5,2.6,0.6,0.4,0.2,0.7,1.4,2.8
1995,35.0,PHO,NBA,C,69.0,27.0,11.9,1.8,3.6,0.508,0.0,0.0,1.0,1.8,3.6,0.506,0.51,0.7,1.0,0.725,0.8,2.2,3.0,1.3,0.3,0.5,0.9,2.5,4.4
1996,36.0,MIA,NBA,C,32.0,6.0,12.5,1.0,2.9,0.34,0.0,0.0,,1.0,2.9,0.34,0.34,1.2,1.4,0.804,0.9,1.9,2.8,0.3,0.3,0.5,0.7,1.9,3.2
1997,37.0,ORL,NBA,PF,45.0,6.0,12.0,1.0,2.7,0.392,0.0,0.0,0.0,1.0,2.6,0.395,0.392,0.9,1.2,0.75,0.9,1.9,2.8,0.3,0.3,0.4,0.6,1.6,3.0
1998,38.0,ORL,NBA,C,74.0,33.0,17.2,2.1,5.0,0.418,0.0,0.0,,2.1,5.0,0.418,0.418,1.3,1.6,0.807,1.3,2.0,3.3,0.6,0.5,0.4,0.8,2.5,5.5
1999,39.0,ORL,NBA,C,19.0,1.0,7.5,0.6,1.5,0.379,0.0,0.0,,0.6,1.5,0.379,0.379,0.3,0.4,0.75,0.2,0.6,0.7,0.2,0.1,0.1,0.4,1.2,1.5
