Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1995,22.0,DET,NBA,SF,70.0,69.0,2678.0,9.8,20.5,0.477,0.1,0.5,0.148,9.7,19.9,0.486,7.2,9.8,0.732,2.4,6.2,8.6,6.8,2.4,1.2,3.9,3.9,26.8,,109.0,111.0
1996,23.0,DET,NBA,SF,80.0,80.0,3260.0,9.5,20.5,0.462,0.1,0.4,0.192,9.4,20.1,0.468,8.1,10.8,0.751,2.1,11.0,13.1,9.2,1.7,0.8,4.4,4.1,27.2,,110.0,102.0
1997,24.0,DET,NBA,SF,80.0,80.0,3147.0,11.3,22.7,0.496,0.2,0.6,0.303,11.1,22.1,0.502,8.1,11.4,0.711,2.2,10.8,13.0,10.5,2.6,0.9,4.7,3.4,30.9,,114.0,100.0
1998,25.0,DET,NBA,SF,81.0,81.0,3294.0,10.2,22.5,0.452,0.0,0.3,0.143,10.1,22.1,0.457,7.9,10.7,0.74,1.5,8.8,10.3,9.1,2.4,0.9,4.7,3.2,28.3,,106.0,101.0
1999,26.0,DET,NBA,SF,50.0,50.0,1852.0,11.5,24.1,0.479,0.0,0.4,0.0,11.5,23.7,0.487,8.6,11.4,0.752,2.0,8.7,10.7,9.0,2.4,0.8,5.5,3.4,31.6,,107.0,98.0
2001,28.0,ORL,NBA,SF,4.0,4.0,133.0,7.4,16.7,0.442,0.4,0.4,1.0,7.0,16.3,0.429,6.2,10.1,0.615,3.1,6.6,9.7,9.7,1.9,0.8,4.3,3.5,21.3,,105.0,102.0
2002,29.0,ORL,NBA,SF,14.0,14.0,512.0,8.3,19.6,0.426,0.0,0.2,0.0,8.3,19.4,0.43,6.9,8.0,0.863,2.9,9.7,12.6,6.4,0.8,0.4,3.7,4.0,23.6,,105.0,106.0
2003,30.0,ORL,NBA,SF,29.0,29.0,843.0,9.2,18.8,0.492,0.1,0.2,0.25,9.2,18.5,0.495,7.2,8.8,0.819,2.4,10.2,12.6,7.5,1.7,0.8,5.1,2.8,25.8,,107.0,103.0
2005,32.0,ORL,NBA,SF,67.0,67.0,2338.0,11.2,22.0,0.509,0.1,0.3,0.231,11.1,21.7,0.513,6.1,7.4,0.821,1.7,5.2,6.9,4.8,2.1,0.6,3.5,3.1,28.5,,111.0,108.0
2006,33.0,ORL,NBA,SF,21.0,17.0,613.0,10.6,21.5,0.49,0.2,0.7,0.25,10.4,20.8,0.498,6.9,9.0,0.765,1.3,5.8,7.1,4.3,2.1,0.5,3.1,4.4,28.2,,110.0,107.0
2007,34.0,ORL,NBA,SG,65.0,64.0,2009.0,9.1,17.5,0.518,0.1,0.3,0.167,9.0,17.2,0.525,6.6,8.6,0.765,1.4,4.9,6.3,3.7,1.6,0.7,3.8,3.9,24.8,,109.0,106.0
2008,35.0,PHO,NBA,SF,70.0,68.0,2222.0,8.0,15.9,0.503,0.7,2.3,0.317,7.3,13.6,0.535,3.8,4.4,0.867,1.7,6.2,7.9,4.5,1.5,1.3,2.1,3.4,20.5,,115.0,108.0
2009,36.0,PHO,NBA,SF,82.0,68.0,2445.0,8.0,15.2,0.523,0.5,1.6,0.316,7.5,13.7,0.547,3.7,4.6,0.808,1.3,7.0,8.3,3.8,1.8,1.1,2.6,3.7,20.1,,114.0,111.0
2010,37.0,PHO,NBA,SF,81.0,81.0,2430.0,7.0,14.6,0.478,0.7,1.7,0.438,6.2,12.9,0.483,4.2,5.2,0.817,1.5,7.7,9.2,4.0,1.2,0.7,2.2,3.4,18.9,,114.0,110.0
2011,38.0,PHO,NBA,SF,80.0,80.0,2409.0,8.4,17.4,0.484,1.0,2.4,0.395,7.5,15.0,0.498,4.5,5.4,0.829,1.6,5.5,7.1,4.2,1.4,0.7,2.8,3.9,22.3,,109.0,111.0
2012,39.0,PHO,NBA,SF,49.0,46.0,1378.0,7.6,17.0,0.446,0.5,2.0,0.264,7.0,15.0,0.47,3.1,4.1,0.761,1.1,5.3,6.4,4.0,1.5,1.1,2.4,3.3,18.8,,100.0,107.0
2013,40.0,LAC,NBA,SF,29.0,0.0,437.0,4.6,11.8,0.388,0.4,1.3,0.273,4.2,10.5,0.402,1.7,2.9,0.583,0.7,5.2,5.9,3.1,1.3,0.8,3.0,4.7,11.2,,83.0,107.0
