Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 30,Trp Dbl
1986-87,22.0,IND,NBA,SF,82.0,78.0,2956.0,635.0,1358.0,0.468,49.0,138.0,0.355,586.0,1220.0,0.48,0.486,222.0,297.0,0.747,168.0,509.0,677.0,295.0,90.0,16.0,211.0,310.0,1541.0,,1.0
1987-88,23.0,IND,NBA,SF,79.0,71.0,2807.0,575.0,1252.0,0.459,59.0,177.0,0.333,516.0,1075.0,0.48,0.483,132.0,197.0,0.67,171.0,365.0,536.0,309.0,73.0,8.0,210.0,266.0,1341.0,,0.0
1988-89,24.0,IND,NBA,SF,80.0,79.0,3012.0,711.0,1453.0,0.489,63.0,205.0,0.307,648.0,1248.0,0.519,0.511,243.0,307.0,0.792,144.0,372.0,516.0,289.0,83.0,18.0,308.0,280.0,1728.0,,1.0
1989-90,25.0,IND,NBA,SF,77.0,73.0,2714.0,605.0,1242.0,0.487,94.0,253.0,0.372,511.0,989.0,0.517,0.525,211.0,270.0,0.781,126.0,319.0,445.0,230.0,53.0,20.0,170.0,217.0,1515.0,,0.0
1990-91,26.0,IND,NBA,SF,80.0,79.0,2566.0,620.0,1231.0,0.504,69.0,203.0,0.34,551.0,1028.0,0.536,0.532,165.0,229.0,0.721,121.0,296.0,417.0,238.0,56.0,17.0,184.0,221.0,1474.0,,0.0
1991-92,27.0,IND,NBA,SF,81.0,81.0,2923.0,616.0,1284.0,0.48,132.0,354.0,0.373,484.0,930.0,0.52,0.531,133.0,197.0,0.675,114.0,312.0,426.0,382.0,68.0,18.0,216.0,247.0,1497.0,,0.0
1992-93,28.0,MIN,NBA,SF,78.0,75.0,2985.0,541.0,1248.0,0.433,118.0,332.0,0.355,423.0,916.0,0.462,0.481,109.0,168.0,0.649,98.0,335.0,433.0,343.0,67.0,30.0,219.0,198.0,1309.0,,0.0
1993-94,29.0,MIN,NBA,SF,77.0,37.0,2029.0,356.0,843.0,0.422,100.0,272.0,0.368,256.0,571.0,0.448,0.482,82.0,108.0,0.759,55.0,198.0,253.0,185.0,45.0,12.0,121.0,164.0,894.0,,0.0
1994-95,30.0,SAS,NBA,SF,81.0,1.0,2033.0,317.0,750.0,0.423,172.0,445.0,0.387,145.0,305.0,0.475,0.537,66.0,102.0,0.647,49.0,209.0,258.0,106.0,45.0,12.0,102.0,198.0,872.0,,0.0
1995-96,31.0,SAS,NBA,SF,80.0,16.0,2131.0,308.0,705.0,0.437,190.0,463.0,0.41,118.0,242.0,0.488,0.572,67.0,104.0,0.644,76.0,337.0,413.0,100.0,49.0,26.0,91.0,197.0,873.0,,0.0
1997-98,33.0,SAS,NBA,PF,61.0,11.0,1455.0,143.0,398.0,0.359,95.0,276.0,0.344,48.0,122.0,0.393,0.479,28.0,37.0,0.757,17.0,187.0,204.0,86.0,29.0,10.0,67.0,121.0,409.0,,0.0
1998-99,34.0,CHH,NBA,SF,50.0,21.0,990.0,112.0,289.0,0.388,55.0,157.0,0.35,57.0,132.0,0.432,0.483,24.0,32.0,0.75,17.0,115.0,132.0,60.0,20.0,8.0,41.0,90.0,303.0,,0.0
1999-00,35.0,SEA,NBA,SF,37.0,0.0,340.0,37.0,123.0,0.301,24.0,95.0,0.253,13.0,28.0,0.464,0.398,4.0,8.0,0.5,6.0,47.0,53.0,22.0,5.0,2.0,12.0,56.0,102.0,,0.0
