Season,Team ID,Player ID,Team ABV,Team,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1988,11,2198,HOU,Houston Rockets,Hakeem Olajuwon,25,4,4,162,12.4,21.8,0.57,0.0,0.2,0.0,12.4,21.6,0.58,8.4,9.6,0.88,4.4,10.4,14.9,1.6,2.0,2.4,2.0,3.1,33.3
1988,11,1911,HOU,Houston Rockets,Rodney McCray,26,4,4,159,2.7,7.0,0.39,0.0,0.2,0.0,2.7,6.8,0.4,1.8,2.7,0.67,3.4,2.7,6.1,2.0,0.9,0.7,1.6,2.7,7.2
1988,11,925,HOU,Houston Rockets,Sleepy Floyd,27,4,4,154,6.1,14.3,0.43,0.9,1.9,0.5,5.1,12.4,0.42,4.4,5.1,0.86,0.7,0.9,1.6,7.9,1.9,0.0,2.8,2.3,17.5
1988,11,482,HOU,Houston Rockets,Joe Barry Carroll,29,4,4,116,5.6,14.6,0.38,0.0,0.0,,5.6,14.6,0.38,2.5,3.1,0.8,2.5,3.4,5.9,0.6,0.9,0.3,1.6,3.7,13.7
1988,11,2423,HOU,Houston Rockets,Robert Reid,32,4,4,114,4.7,10.4,0.46,0.9,2.2,0.43,3.8,8.2,0.46,0.6,0.9,0.67,0.9,3.8,4.7,2.5,0.6,0.0,0.9,4.1,11.1
1988,11,2293,HOU,Houston Rockets,Jim Petersen,25,4,0,98,4.4,8.4,0.52,0.0,0.0,,4.4,8.4,0.52,2.6,4.4,0.58,2.6,5.1,7.7,2.2,0.4,0.7,1.5,4.0,11.4
1988,11,2617,HOU,Houston Rockets,Purvis Short,30,4,0,71,3.5,13.2,0.27,0.0,0.5,0.0,3.5,12.7,0.28,4.1,4.1,1.0,2.0,2.5,4.6,0.5,0.5,0.0,2.0,4.1,11.2
1988,11,1712,HOU,Houston Rockets,Allen Leavell,30,4,0,38,6.6,18.0,0.37,1.9,5.7,0.33,4.7,12.3,0.38,3.8,3.8,1.0,0.0,2.8,2.8,8.5,1.9,0.0,5.7,5.7,18.9
1988,11,1469,HOU,Houston Rockets,Buck Johnson,24,4,0,20,3.6,5.4,0.67,0.0,0.0,,3.6,5.4,0.67,1.8,3.6,0.5,3.6,3.6,7.2,0.0,1.8,0.0,7.2,1.8,9.0
1988,11,1878,HOU,Houston Rockets,Cedric Maxwell,32,4,0,15,2.4,4.8,0.5,0.0,0.0,,2.4,4.8,0.5,0.0,0.0,,2.4,0.0,2.4,2.4,0.0,0.0,0.0,2.4,4.8
1988,11,964,HOU,Houston Rockets,World B. Free,34,2,0,12,0.0,6.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,,3.0,3.0,6.0,3.0,0.0,0.0,9.0,6.0,0.0
1988,11,588,HOU,Houston Rockets,Lester Conner,28,1,0,1,0.0,0.0,,0.0,0.0,,0.0,0.0,,72.0,72.0,1.0,0.0,36.0,36.0,36.0,36.0,0.0,0.0,0.0,72.0
