Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2003,5,1872,CHI,Chicago Bulls,Roger Mason,1980-09-10,22.0,NBA,SF,17.0,113.0,7.4,0.47,0.58,0.06,2.0,9.6,5.9,16.3,1.8,0.0,13.6,14.5,0.0,0.1,0.1,0.04,-3.5,-0.8,-4.3,-0.1
2004,31,1872,TOT,Total After Trade,Roger Mason,1980-09-10,23.0,NBA,SG,26.0,328.0,7.7,0.45,0.4,0.22,0.3,10.6,5.4,14.0,1.8,1.3,15.7,18.7,-0.3,0.4,0.1,0.01,-4.0,0.5,-3.5,-0.1
2004,5,1872,CHI,Chicago Bulls,Roger Mason,1980-09-10,23.0,NBA,SG,3.0,43.0,-5.5,0.14,0.55,0.0,0.0,7.8,3.8,10.2,1.2,0.0,15.4,13.5,-0.2,0.0,-0.2,-0.2,-11.0,-1.6,-12.5,-0.1
2004,28,1872,TOR,Toronto Raptors,Roger Mason,1980-09-10,23.0,NBA,SG,23.0,285.0,9.7,0.48,0.38,0.25,0.4,11.0,5.7,14.5,1.9,1.5,15.7,19.5,-0.1,0.4,0.2,0.04,-3.0,0.9,-2.1,0.0
2007,30,1872,WAS,Washington Wizards,Roger Mason,1980-09-10,26.0,NBA,SG,62.0,492.0,7.2,0.44,0.57,0.09,1.6,9.1,5.3,10.9,1.3,0.9,9.3,18.3,-0.2,0.1,-0.1,-0.0,-3.1,-1.6,-4.7,-0.3
2008,30,1872,WAS,Washington Wizards,Roger Mason,1980-09-10,27.0,NBA,PG,80.0,1708.0,13.8,0.57,0.55,0.12,1.1,8.0,4.5,13.2,1.3,0.9,9.9,18.9,2.8,0.6,3.4,0.1,1.2,-1.2,0.0,0.9
2009,27,1872,SAS,San Antonio Spurs,Roger Mason,1980-09-10,28.0,NBA,SG,82.0,2496.0,11.9,0.55,0.48,0.14,0.8,11.1,6.0,11.1,0.9,0.4,10.3,18.9,1.9,2.9,4.7,0.09,-0.7,-0.2,-0.9,0.7
2010,27,1872,SAS,San Antonio Spurs,Roger Mason,1980-09-10,29.0,NBA,SG,79.0,1515.0,9.7,0.49,0.53,0.07,0.9,11.5,6.3,13.5,1.0,0.7,10.4,17.2,0.3,1.7,1.9,0.06,-1.4,0.1,-1.2,0.3
2011,20,1872,NYK,New York Knicks,Roger Mason,1980-09-10,30.0,NBA,SG,26.0,319.0,7.1,0.46,0.57,0.13,1.8,13.7,7.7,8.8,0.9,0.5,6.9,12.2,0.1,0.1,0.2,0.03,-2.4,-1.2,-3.6,-0.1
2012,30,1872,WAS,Washington Wizards,Roger Mason,1980-09-10,31.0,NBA,SG,52.0,697.0,12.1,0.53,0.6,0.1,1.1,10.1,5.6,11.0,1.0,0.6,10.6,19.4,0.6,0.2,0.9,0.06,0.8,-1.8,-1.0,0.2
2013,19,1872,NOH,New Orleans Hornets,Roger Mason,1980-09-10,32.0,NBA,SG,69.0,1219.0,10.0,0.57,0.52,0.14,1.1,12.0,6.5,9.5,1.2,0.8,13.6,14.3,1.1,0.3,1.4,0.06,-1.3,-0.5,-1.9,0.1
2014,16,1872,MIA,Miami Heat,Roger Mason,1980-09-10,33.0,NBA,SG,25.0,260.0,8.2,0.53,0.72,0.1,0.5,9.8,5.3,10.5,1.2,0.3,11.4,14.5,0.1,0.2,0.3,0.06,-1.9,-0.8,-2.7,0.0
