PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Doug Christie,28.0,50,50.0,1768,252,650,0.38799999999999996,49,161,0.304,203,489,0.415,0.425,207,246,0.841,59,148,207,187,113,26,119,111,760
Vince Carter,22.0,50,49.0,1760,345,766,0.45,19,66,0.28800000000000003,326,700,0.466,0.46299999999999997,204,268,0.7609999999999999,94,189,283,149,55,77,110,140,913
Charles Oakley,35.0,50,50.0,1633,140,327,0.428,1,5,0.2,139,322,0.43200000000000005,0.43,67,83,0.807,96,278,374,168,46,21,96,182,348
Dee Brown,30.0,49,0.0,1377,187,495,0.37799999999999995,135,349,0.387,52,146,0.35600000000000004,0.514,40,55,0.727,15,88,103,143,56,8,80,75,549
Kevin Willis,36.0,42,38.0,1216,187,447,0.418,0,2,0.0,187,445,0.42,0.418,130,155,0.8390000000000001,109,241,350,67,28,28,86,134,504
Tracy McGrady,19.0,49,2.0,1106,168,385,0.436,8,35,0.22899999999999998,160,350,0.457,0.447,114,157,0.726,120,158,278,113,52,66,80,94,458
Alvin Williams,24.0,50,45.0,1051,95,237,0.401,14,42,0.33299999999999996,81,195,0.415,0.43,44,52,0.846,19,63,82,130,51,12,56,94,248
John Wallace,24.0,48,3.0,812,153,354,0.43200000000000005,0,0,,153,354,0.43200000000000005,0.43200000000000005,105,150,0.7,54,117,171,46,12,43,70,92,411
John Thomas,23.0,39,11.0,593,71,123,0.5770000000000001,0,1,0.0,71,122,0.5820000000000001,0.5770000000000001,27,48,0.563,65,69,134,15,17,9,21,82,169
Michael Stewart,23.0,42,2.0,394,22,53,0.415,0,0,,22,53,0.415,0.415,17,25,0.68,43,56,99,5,4,28,12,76,61
Reggie Slater,28.0,30,0.0,263,31,81,0.38299999999999995,0,0,,31,81,0.38299999999999995,0.38299999999999995,53,85,0.624,36,34,70,5,3,3,25,50,115
Negele Knight,31.0,6,0.0,56,3,8,0.375,0,1,0.0,3,7,0.429,0.375,2,4,0.5,1,5,6,8,1,0,7,5,8
Sean Marks,23.0,8,0.0,28,5,8,0.625,0,0,,5,8,0.625,0.625,1,2,0.5,0,1,1,0,1,0,3,3,11
Micheal Williams,32.0,2,0.0,15,1,5,0.2,0,0,,1,5,0.2,0.2,0,0,,1,0,1,0,0,0,1,1,2
LaMark Baker,29.0,1,0.0,2,0,1,0.0,0,0,,0,1,0.0,0.0,0,0,,0,0,0,0,0,0,1,0,0
William Cunningham,24.0,1,0.0,1,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0
Team Totals,,50,,12075,1660,3940,0.42100000000000004,226,662,0.341,1434,3278,0.43700000000000006,0.45,1011,1330,0.76,712,1447,2159,1036,439,321,799,1139,4557
