PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Damon Stoudamire,25.0,50,50.0,1673,249,629,0.396,44,142,0.31,205,487,0.42100000000000004,0.431,89,122,0.73,41,126,167,312,49,4,110,81,631
Brian Grant,26.0,48,46.0,1525,183,382,0.479,0,0,,183,382,0.479,0.479,184,226,0.8140000000000001,173,297,470,67,21,34,96,136,550
Rasheed Wallace,24.0,49,18.0,1414,242,476,0.508,13,31,0.419,229,445,0.515,0.522,131,179,0.732,57,184,241,60,48,54,80,175,628
Isaiah Rider,27.0,47,41.0,1385,249,605,0.41200000000000003,42,111,0.37799999999999995,207,494,0.419,0.446,111,147,0.755,59,137,196,104,25,9,95,100,651
Arvydas Sabonis,34.0,50,48.0,1349,232,478,0.485,7,24,0.292,225,454,0.496,0.493,135,175,0.7709999999999999,88,305,393,119,34,63,85,147,606
Jim Jackson,28.0,49,9.0,1175,152,370,0.41100000000000003,25,90,0.278,127,280,0.45399999999999996,0.445,85,101,0.8420000000000001,36,123,159,128,43,6,82,80,414
Walt Williams,28.0,48,16.0,1044,147,347,0.424,63,144,0.43799999999999994,84,203,0.414,0.514,89,107,0.8320000000000001,36,107,143,80,37,28,63,101,446
Stacey Augmon,30.0,48,21.0,874,78,174,0.44799999999999995,0,2,0.0,78,172,0.45299999999999996,0.44799999999999995,52,76,0.684,47,78,125,58,57,18,30,81,208
Greg Anthony,31.0,50,0.0,806,104,251,0.414,49,125,0.392,55,126,0.43700000000000006,0.512,62,89,0.6970000000000001,14,49,63,100,66,3,55,75,319
Kelvin Cato,24.0,43,0.0,545,58,129,0.45,1,1,1.0,57,128,0.445,0.45299999999999996,34,67,0.507,49,101,150,19,23,56,27,100,151
Jermaine O'Neal,20.0,36,1.0,311,36,83,0.434,0,1,0.0,36,82,0.439,0.434,18,35,0.514,42,55,97,13,4,14,14,41,90
Bonzi Wells,22.0,7,0.0,35,11,20,0.55,1,3,0.33299999999999996,10,17,0.588,0.575,8,18,0.444,4,5,9,3,1,1,6,5,31
John Crotty,29.0,3,0.0,19,4,8,0.5,1,1,1.0,3,7,0.429,0.563,3,3,1.0,0,1,1,5,2,0,0,1,12
Carlos Rogers,27.0,2,0.0,8,2,2,1.0,0,0,,2,2,1.0,1.0,1,4,0.25,0,1,1,1,0,0,0,2,5
Gary Grant,33.0,2,0.0,7,0,1,0.0,0,0,,0,1,0.0,0.0,0,0,,0,0,0,3,1,0,0,0,0
Brian Shaw,32.0,1,0.0,5,0,1,0.0,0,0,,0,1,0.0,0.0,0,0,,0,1,1,1,0,0,1,1,0
Team Totals,,50,,12175,1747,3956,0.442,246,675,0.364,1501,3281,0.457,0.473,1002,1349,0.743,646,1570,2216,1073,411,290,771,1126,4742
