Season,Team ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
1990,8,DEN,Denver Nuggets,14,Michael Adams,PG,5-10,162,1963-01-19,US,4,Boston College
1990,8,DEN,Denver Nuggets,11,Joe Barry Carroll,C,7-0,225,1958-07-24,US,8,Purdue
1990,8,DEN,Denver Nuggets,6,Walter Davis,SG,6-6,193,1954-09-09,US,12,UNC
1990,8,DEN,Denver Nuggets,23,T.R. Dunn,SF,6-4,192,1955-02-01,US,12,Alabama
1990,8,DEN,Denver Nuggets,2,Alex English,SF,6-7,190,1954-01-05,US,13,South Carolina
1990,8,DEN,Denver Nuggets,24,Bill Hanzlik,PF,6-7,185,1957-12-06,US,9,Notre Dame
1990,8,DEN,Denver Nuggets,42,Mike Higgins,SF,6-9,220,1967-02-17,US,R,University of Northern Colorado
1990,8,DEN,Denver Nuggets,1,Eddie Hughes,PG,5-10,165,1960-05-26,US,2,Colorado State
1990,8,DEN,Denver Nuggets,45,Tim Kempton,PF,6-10,245,1964-01-25,US,2,Notre Dame
1990,8,DEN,Denver Nuggets,35,Jerome Lane,PF,6-6,230,1966-12-04,US,1,Pitt
1990,8,DEN,Denver Nuggets,12,Fat Lever,SG,6-3,170,1960-08-18,US,7,Arizona State
1990,8,DEN,Denver Nuggets,21,Todd Lichti,SG,6-4,205,1967-01-08,US,R,Stanford
1990,8,DEN,Denver Nuggets,41,Blair Rasmussen,C,7-0,250,1962-11-13,US,4,Oregon
1990,8,DEN,Denver Nuggets,34,Danny Schayes,C,6-11,235,1959-05-10,US,8,Syracuse
