Season,Age,Tm,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
2002,19.0,SAS,NBA,PG,77.0,2267.0,11.7,0.497,0.296,0.25,1.7,8.0,5.0,23.9,2.1,0.2,17.5,17.7,,0.8,2.9,3.8,0.08,,-1.7,0.6,-1.1,0.6
2003,20.0,SAS,NBA,PG,82.0,2774.0,16.5,0.542,0.233,0.278,1.4,7.3,4.5,27.9,1.4,0.1,14.5,22.9,,5.1,2.6,7.7,0.134,,1.4,-1.0,0.5,1.7
2004,21.0,SAS,NBA,PG,75.0,2577.0,15.7,0.516,0.21,0.288,1.9,8.3,5.1,28.7,1.3,0.2,14.4,22.3,,3.5,4.0,7.5,0.14,,0.8,0.0,0.8,1.8
2005,22.0,SAS,NBA,PG,80.0,2735.0,18.0,0.528,0.14,0.289,2.0,10.7,6.4,33.2,1.9,0.1,14.6,25.1,,3.6,4.5,8.1,0.141,,1.4,0.6,2.0,2.8
2006,23.0,SAS,NBA,PG,80.0,2715.0,20.8,0.584,0.032,0.315,1.7,9.5,5.7,32.2,1.7,0.1,16.1,27.1,,5.5,4.1,9.6,0.169,,2.4,0.4,2.8,3.3
2007,24.0,SAS,NBA,PG,77.0,2499.0,21.4,0.572,0.035,0.319,1.7,10.0,6.0,31.7,1.8,0.2,13.3,27.4,,5.8,3.9,9.6,0.185,,2.7,0.4,3.1,3.2
2008,25.0,SAS,NBA,PG,69.0,2312.0,20.0,0.542,0.063,0.333,1.6,9.6,5.6,34.1,1.3,0.3,12.1,28.2,,3.9,3.2,7.0,0.146,,2.5,-0.1,2.4,2.6
2009,26.0,SAS,NBA,PG,72.0,2456.0,23.4,0.556,0.051,0.287,1.3,9.4,5.4,40.1,1.5,0.1,11.6,31.7,,5.6,3.0,8.6,0.168,,3.8,-0.2,3.6,3.5
2010,27.0,SAS,NBA,PG,56.0,1728.0,16.4,0.542,0.047,0.344,0.5,8.5,4.6,30.9,0.9,0.3,15.3,25.8,,2.0,1.6,3.6,0.101,,0.6,-1.3,-0.7,0.6
2011,28.0,SAS,NBA,PG,78.0,2528.0,20.4,0.569,0.065,0.283,1.4,9.3,5.5,35.2,1.9,0.1,14.3,25.5,,5.8,2.4,8.2,0.156,,2.3,-0.4,1.8,2.4
2012,29.0,SAS,NBA,PG,60.0,1923.0,22.0,0.539,0.069,0.319,1.3,8.7,5.1,40.3,1.5,0.2,13.1,27.7,,5.5,1.6,7.1,0.177,,3.6,-0.9,2.7,2.3
2013,30.0,SAS,NBA,PG,66.0,2174.0,23.0,0.588,0.068,0.332,1.0,9.1,5.3,40.4,1.3,0.2,13.0,27.7,,7.1,2.3,9.3,0.206,,4.1,-0.5,3.6,3.1
2014,31.0,SAS,NBA,PG,68.0,1997.0,18.9,0.555,0.073,0.266,1.0,7.5,4.4,31.7,0.9,0.3,12.9,26.5,,3.9,1.9,5.9,0.141,,2.0,-1.2,0.9,1.5
2015,32.0,SAS,NBA,PG,68.0,1953.0,15.9,0.539,0.107,0.2,0.9,6.5,3.7,28.7,1.2,0.1,13.9,24.5,,2.4,1.7,4.1,0.1,,0.1,-1.4,-1.3,0.3
2016,33.0,SAS,NBA,PG,72.0,1980.0,16.2,0.546,0.092,0.241,1.0,8.8,5.1,29.1,1.4,0.4,14.3,21.2,,2.9,2.9,5.8,0.142,,0.2,0.2,0.4,1.2
2017,34.0,SAS,NBA,PG,63.0,1587.0,13.0,0.514,0.121,0.206,0.7,7.3,4.0,27.8,1.1,0.1,12.5,20.2,,1.4,1.7,3.0,0.092,,-1.6,-0.9,-2.6,-0.2
2018,35.0,SAS,NBA,PG,55.0,1071.0,12.7,0.498,0.095,0.201,0.7,9.2,4.9,28.2,1.3,0.1,13.9,20.5,,0.4,1.1,1.4,0.065,,-2.3,-0.9,-3.3,-0.3
2019,36.0,CHO,NBA,PG,56.0,1003.0,15.3,0.512,0.11,0.268,1.5,7.6,4.5,33.3,1.0,0.6,12.7,25.5,,0.6,0.3,0.9,0.044,,-0.3,-2.3,-2.6,-0.1
