PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Ben Gordon,22,6,6,245,6.3,15.6,0.406,2.2,6.0,0.366,4.1,9.6,0.431,3.7,5.4,0.6759999999999999,0.7,2.2,2.9,2.6,0.9,0.0,2.5,1.8,18.5
Kirk Hinrich,25,6,6,234,6.0,14.5,0.415,1.4,4.0,0.34600000000000003,4.6,10.5,0.441,5.5,6.5,0.857,0.0,3.1,3.1,7.1,1.2,0.3,3.7,3.4,18.9
Andrés Nocioni,26,6,6,230,7.4,13.1,0.56,1.6,3.3,0.47600000000000003,5.8,9.9,0.5870000000000001,4.7,5.5,0.857,0.8,7.5,8.3,1.4,0.8,0.3,2.2,3.3,21.0
Luol Deng,20,6,0,180,4.8,11.2,0.429,0.2,1.0,0.2,4.6,10.2,0.451,2.4,4.2,0.5710000000000001,1.6,4.2,5.8,0.6,1.0,0.8,1.0,2.6,12.2
Chris Duhon,23,6,0,131,2.5,6.9,0.36,1.9,4.4,0.43799999999999994,0.5,2.5,0.222,1.4,1.6,0.833,0.3,4.1,4.4,3.6,0.5,0.0,1.4,3.6,8.2
Mike Sweetney,23,6,6,120,4.2,10.2,0.41200000000000003,0.0,0.0,,4.2,10.2,0.41200000000000003,4.5,5.7,0.789,4.8,5.1,9.9,2.1,0.9,1.8,2.1,7.2,12.9
Malik Allen,27,6,6,116,4.3,9.3,0.467,0.0,0.0,,4.3,9.3,0.467,0.0,0.3,0.0,1.6,4.0,5.6,2.2,0.6,1.9,3.1,5.0,8.7
Tyson Chandler,23,6,0,104,1.4,2.1,0.667,0.0,0.0,,1.4,2.1,0.667,1.0,3.5,0.3,2.8,6.6,9.3,1.0,0.7,0.7,2.1,10.0,3.8
Eric Piatkowski,35,6,0,28,3.9,7.7,0.5,2.6,6.4,0.4,1.3,1.3,1.0,2.6,2.6,1.0,1.3,5.1,6.4,1.3,0.0,1.3,0.0,1.3,12.9
Jannero Pargo,26,5,0,19,9.5,22.7,0.41700000000000004,5.7,9.5,0.6,3.8,13.3,0.28600000000000003,7.6,9.5,0.8,1.9,9.5,11.4,5.7,0.0,0.0,5.7,0.0,32.2
Luke Schenscher,23,3,0,17,4.2,4.2,1.0,0.0,0.0,,4.2,4.2,1.0,6.4,8.5,0.75,6.4,8.5,14.8,0.0,0.0,0.0,2.1,4.2,14.8
Othella Harrington,32,3,0,15,0.0,7.2,0.0,0.0,0.0,,0.0,7.2,0.0,0.0,0.0,,0.0,4.8,4.8,0.0,2.4,0.0,0.0,4.8,0.0
