Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 30,Trp Dbl
1981-82,22.0,CHI,NBA,SF,75.0,12.0,1188.0,202.0,394.0,0.513,0.0,3.0,0.0,202.0,391.0,0.517,0.513,144.0,206.0,0.699,82.0,145.0,227.0,81.0,23.0,24.0,107.0,152.0,548.0,,0.0
1982-83,23.0,CHI,NBA,SF,57.0,38.0,1627.0,361.0,622.0,0.58,0.0,3.0,0.0,361.0,619.0,0.583,0.58,217.0,340.0,0.638,122.0,176.0,298.0,97.0,38.0,44.0,157.0,177.0,939.0,,0.0
1983-84,24.0,CHI,NBA,SF,75.0,74.0,2544.0,570.0,1086.0,0.525,1.0,2.0,0.5,569.0,1084.0,0.525,0.525,303.0,424.0,0.715,130.0,239.0,369.0,136.0,71.0,60.0,188.0,253.0,1444.0,,0.0
1984-85,25.0,CHI,NBA,SF,77.0,76.0,2816.0,679.0,1225.0,0.554,0.0,5.0,0.0,679.0,1220.0,0.557,0.554,409.0,521.0,0.785,158.0,277.0,435.0,135.0,58.0,38.0,178.0,185.0,1767.0,,0.0
1985-86,26.0,CHI,NBA,SF,70.0,59.0,2248.0,540.0,1090.0,0.495,4.0,23.0,0.174,536.0,1067.0,0.502,0.497,364.0,462.0,0.788,150.0,200.0,350.0,213.0,49.0,47.0,174.0,186.0,1448.0,,0.0
1986-87,27.0,NJN,NBA,SF,75.0,53.0,2638.0,556.0,1067.0,0.521,1.0,8.0,0.125,555.0,1059.0,0.524,0.522,438.0,564.0,0.777,118.0,249.0,367.0,261.0,54.0,86.0,213.0,243.0,1551.0,,1.0
1987-88,28.0,NJN,NBA,SF,19.0,12.0,622.0,110.0,247.0,0.445,0.0,2.0,0.0,110.0,245.0,0.449,0.445,92.0,130.0,0.708,31.0,60.0,91.0,71.0,13.0,20.0,48.0,73.0,312.0,,0.0
1988-89,29.0,LAL,NBA,SF,74.0,0.0,1491.0,231.0,494.0,0.468,0.0,1.0,0.0,231.0,493.0,0.469,0.468,253.0,343.0,0.738,81.0,189.0,270.0,58.0,30.0,65.0,103.0,130.0,715.0,,0.0
1989-90,30.0,LAL,NBA,SF,62.0,2.0,1421.0,306.0,550.0,0.556,0.0,5.0,0.0,306.0,545.0,0.561,0.556,176.0,240.0,0.733,49.0,136.0,185.0,96.0,39.0,46.0,73.0,160.0,788.0,,0.0
1990-91,31.0,DEN,NBA,SF,53.0,50.0,1823.0,490.0,983.0,0.498,0.0,4.0,0.0,490.0,979.0,0.501,0.498,350.0,439.0,0.797,141.0,220.0,361.0,119.0,69.0,23.0,152.0,145.0,1330.0,,0.0
1991-92,32.0,DET,NBA,SF,82.0,61.0,2113.0,452.0,907.0,0.498,1.0,9.0,0.111,451.0,898.0,0.502,0.499,241.0,353.0,0.683,109.0,151.0,260.0,88.0,41.0,33.0,133.0,154.0,1146.0,,0.0
1992-93,33.0,TOT,NBA,SF,58.0,47.0,1555.0,289.0,599.0,0.482,0.0,9.0,0.0,289.0,590.0,0.49,0.482,120.0,177.0,0.678,87.0,98.0,185.0,115.0,27.0,27.0,79.0,122.0,698.0,,0.0
1992-93,33.0,DET,NBA,SF,50.0,47.0,1477.0,271.0,566.0,0.479,0.0,9.0,0.0,271.0,557.0,0.487,0.479,113.0,168.0,0.673,84.0,92.0,176.0,112.0,26.0,25.0,73.0,114.0,655.0,,0.0
1992-93,33.0,MIL,NBA,SF,8.0,0.0,78.0,18.0,33.0,0.545,0.0,0.0,,18.0,33.0,0.545,0.545,7.0,9.0,0.778,3.0,6.0,9.0,3.0,1.0,2.0,6.0,8.0,43.0,,0.0
1993-94,34.0,PHI,NBA,SF,74.0,1.0,1955.0,364.0,773.0,0.471,1.0,14.0,0.071,363.0,759.0,0.478,0.472,208.0,302.0,0.689,103.0,195.0,298.0,139.0,41.0,56.0,142.0,186.0,937.0,,0.0
