Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2010,25,646,POR,Portland Trail Blazers,Dante Cunningham,1987-04-22,22.0,NBA,PF,63.0,2.0,707.0,5.4,10.9,0.5,0.0,0.1,0.0,5.4,10.8,0.5,1.6,2.4,0.65,2.7,5.4,8.1,0.7,1.2,1.1,0.8,4.9,12.4
2011,31,646,TOT,Total After Trade,Dante Cunningham,1987-04-22,23.0,NBA,PF,78.0,18.0,1637.0,4.8,10.4,0.46,0.0,0.3,0.08,4.8,10.1,0.47,1.0,1.4,0.73,2.1,4.0,6.1,0.9,1.2,0.9,1.1,3.9,10.6
2011,25,646,POR,Portland Trail Blazers,Dante Cunningham,1987-04-22,23.0,NBA,PF,56.0,9.0,1108.0,4.1,9.5,0.43,0.0,0.1,0.0,4.1,9.3,0.44,1.0,1.5,0.71,2.4,3.8,6.1,1.0,1.3,1.0,1.1,4.5,9.2
2011,4,646,CHA,Charlotte Bobcats,Dante Cunningham,1987-04-22,23.0,NBA,PF,22.0,9.0,529.0,6.3,12.3,0.51,0.1,0.6,0.11,6.2,11.7,0.53,0.9,1.2,0.76,1.6,4.4,6.0,0.9,1.0,0.7,1.2,2.6,13.5
2012,15,646,MEM,Memphis Grizzlies,Dante Cunningham,1987-04-22,24.0,NBA,PF,64.0,5.0,1124.0,4.6,8.9,0.52,0.0,0.1,0.0,4.6,8.9,0.52,1.4,2.2,0.65,2.9,5.0,7.9,1.2,1.3,1.1,0.9,3.1,10.7
2013,18,646,MIN,Minnesota Timberwolves,Dante Cunningham,1987-04-22,25.0,NBA,PF,80.0,9.0,2010.0,5.6,12.0,0.47,0.0,0.1,0.0,5.6,11.9,0.47,1.2,1.8,0.65,2.5,4.8,7.3,1.2,1.5,0.7,1.0,2.7,12.4
2014,18,646,MIN,Minnesota Timberwolves,Dante Cunningham,1987-04-22,26.0,NBA,PF,81.0,7.0,1635.0,5.2,11.2,0.46,0.0,0.1,0.0,5.2,11.1,0.47,0.8,1.5,0.57,2.5,4.8,7.3,1.8,1.4,1.3,0.9,3.2,11.2
2015,19,646,NOP,New Orleans Pelicans,Dante Cunningham,1987-04-22,27.0,NBA,PF,66.0,27.0,1652.0,3.4,7.4,0.46,0.0,0.2,0.1,3.4,7.2,0.47,0.6,1.0,0.62,1.5,4.1,5.6,1.1,1.0,0.8,0.8,2.2,7.4
2016,19,646,NOP,New Orleans Pelicans,Dante Cunningham,1987-04-22,28.0,NBA,SF,80.0,46.0,1971.0,3.4,7.5,0.45,1.0,3.2,0.32,2.4,4.3,0.55,1.0,1.5,0.7,1.0,3.3,4.3,1.4,0.8,0.6,0.7,3.2,8.8
2017,19,646,NOP,New Orleans Pelicans,Dante Cunningham,1987-04-22,29.0,NBA,PF,66.0,35.0,1649.0,3.8,7.8,0.48,1.6,4.0,0.39,2.2,3.9,0.58,0.3,0.6,0.59,1.2,4.8,6.0,0.8,0.9,0.6,0.6,2.2,9.5
2018,31,646,TOT,Total After Trade,Dante Cunningham,1987-04-22,30.0,NBA,SF,73.0,25.0,1562.0,3.8,8.4,0.45,1.3,3.9,0.34,2.4,4.5,0.54,0.7,1.2,0.6,1.8,5.1,6.9,1.1,0.9,0.7,0.8,2.6,9.6
2018,19,646,NOP,New Orleans Pelicans,Dante Cunningham,1987-04-22,30.0,NBA,SF,51.0,24.0,1115.0,3.2,7.3,0.44,1.1,3.5,0.32,2.1,3.8,0.55,0.6,1.2,0.56,1.6,4.6,6.2,0.8,0.9,0.5,0.5,2.4,8.2
2018,3,646,BRK,Brooklyn Nets,Dante Cunningham,1987-04-22,30.0,NBA,SF,22.0,1.0,447.0,5.2,11.2,0.47,1.9,4.8,0.38,3.4,6.4,0.53,0.9,1.3,0.69,2.3,6.2,8.5,1.8,1.0,1.1,1.4,2.9,13.2
2019,27,646,SAS,San Antonio Spurs,Dante Cunningham,1987-04-22,31.0,NBA,PF,64.0,21.0,928.0,2.9,6.1,0.48,1.2,2.5,0.46,1.7,3.6,0.48,0.5,0.7,0.78,1.9,5.4,7.3,1.9,1.0,0.5,0.9,2.8,7.5
