Season,Team ID,Player ID,Team ABV,Team,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Ortg,Drtg
1995.0,2.0,814,BOS,Boston Celtics,Acie Earl,24.0,1.0,0.0,10.0,5.5,16.5,0.33,0.0,0.0,,5.5,16.5,0.33,0.0,11.0,0.0,5.5,5.5,11.0,0.0,0.0,5.5,0.0,22.0,11.0,68.0,110.0
1995.0,2.0,375,BOS,Boston Celtics,Dee Brown,26.0,4.0,4.0,172.0,8.3,19.9,0.42,2.9,8.3,0.35,5.4,11.5,0.47,4.5,5.1,0.88,1.9,4.5,6.4,6.1,1.6,0.3,2.2,4.2,24.0,120.0,114.0
1995.0,2.0,2776,BOS,Boston Celtics,Derek Strong,26.0,4.0,1.0,81.0,2.7,8.2,0.33,0.0,0.0,,2.7,8.2,0.33,2.0,4.1,0.5,8.8,7.5,16.3,2.0,2.0,0.7,3.4,4.8,7.5,87.0,110.0
1995.0,2.0,2381,BOS,Boston Celtics,Dino Radja,27.0,4.0,3.0,153.0,7.2,18.0,0.4,0.0,0.0,,7.2,18.0,0.4,7.2,10.1,0.71,1.4,8.6,10.1,3.2,1.4,1.8,3.2,6.8,21.6,101.0,109.0
1995.0,2.0,3119,BOS,Boston Celtics,Dominique Wilkins,35.0,4.0,4.0,150.0,9.5,22.4,0.43,2.9,6.2,0.47,6.6,16.2,0.41,5.9,6.6,0.89,6.2,9.5,15.8,2.9,0.7,1.1,3.3,2.6,27.9,116.0,111.0
1995.0,2.0,2032,BOS,Boston Celtics,Eric Montross,23.0,4.0,4.0,62.0,4.4,9.8,0.46,0.0,0.0,,4.4,9.8,0.46,2.7,5.3,0.5,6.2,1.8,8.0,0.0,0.0,0.0,7.1,11.6,11.6,70.0,119.0
1995.0,2.0,2007,BOS,Boston Celtics,Greg Minor,23.0,4.0,0.0,37.0,7.4,19.4,0.38,0.0,0.0,,7.4,19.4,0.38,1.5,1.5,1.0,1.5,0.0,1.5,3.0,1.5,1.5,1.5,4.5,16.4,95.0,117.0
1995.0,2.0,854,BOS,Boston Celtics,Pervis Ellison,27.0,4.0,0.0,68.0,8.9,15.4,0.58,0.0,0.0,,8.9,15.4,0.58,1.6,1.6,1.0,8.9,4.9,13.8,1.6,1.6,4.1,3.2,13.8,19.4,116.0,110.0
1995.0,2.0,771,BOS,Boston Celtics,Sherman Douglas,28.0,4.0,4.0,168.0,7.9,22.3,0.35,1.3,3.9,0.33,6.6,18.4,0.36,2.6,3.6,0.73,1.3,5.2,6.6,10.8,1.3,0.3,5.6,3.9,19.7,90.0,114.0
1995.0,2.0,1917,BOS,Boston Celtics,Xavier McDaniel,31.0,4.0,0.0,59.0,4.7,15.9,0.29,0.0,0.9,0.0,4.7,14.9,0.31,2.8,3.7,0.75,1.9,3.7,5.6,4.7,0.0,0.0,5.6,4.7,12.1,70.0,118.0
