PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
DeMar DeRozan,23.0,82,82.0,3013,548,1231,0.445,34,120,0.28300000000000003,514,1111,0.46299999999999997,0.45899999999999996,355,427,0.831,48,272,320,204,76,24,151,173,1485
Amir Johnson,25.0,81,38.0,2325,336,606,0.5539999999999999,5,13,0.385,331,593,0.5579999999999999,0.5589999999999999,136,187,0.727,227,384,611,122,81,110,117,301,813
Kyle Lowry,26.0,68,52.0,2020,250,623,0.401,101,279,0.36200000000000004,149,344,0.433,0.48200000000000004,190,239,0.795,56,265,321,435,94,24,157,218,791
Alan Anderson,30.0,65,2.0,1495,236,616,0.38299999999999995,95,285,0.33299999999999996,141,331,0.426,0.46,126,147,0.857,34,114,148,103,48,7,80,131,693
Jonas Valančiūnas,20.0,62,57.0,1482,204,366,0.557,0,0,,204,366,0.557,0.557,146,185,0.789,121,251,372,45,17,78,94,188,554
Jonas Valančiūnas,31.0,45,30.0,1273,187,398,0.47,79,184,0.429,108,214,0.505,0.569,47,52,0.904,14,92,106,333,28,6,75,58,500
Terrence Ross,21.0,73,2.0,1239,186,457,0.40700000000000003,65,196,0.332,121,261,0.46399999999999997,0.478,30,42,0.7140000000000001,35,109,144,53,43,14,48,122,467
Rudy Gay,26.0,33,32.0,1146,240,565,0.425,44,131,0.336,196,434,0.452,0.46399999999999997,119,139,0.856,43,169,212,94,57,22,94,95,643
Ed Davis,23.0,45,24.0,1087,186,339,0.5489999999999999,0,0,,186,339,0.5489999999999999,0.5489999999999999,66,102,0.647,95,205,300,55,25,38,45,111,438
Landry Fields,24.0,51,22.0,1037,102,223,0.457,2,14,0.14300000000000002,100,209,0.478,0.462,34,53,0.642,59,149,208,60,32,8,42,63,240
Andrea Bargnani,27.0,35,25.0,1003,170,426,0.39899999999999997,38,123,0.309,132,303,0.436,0.444,65,77,0.8440000000000001,26,102,128,38,21,23,54,64,443
John Lucas III,30.0,63,0.0,827,129,334,0.386,57,151,0.377,72,183,0.39299999999999996,0.47200000000000003,18,25,0.72,8,57,65,105,23,1,26,50,333
Aaron Gray,28.0,42,16.0,513,48,90,0.5329999999999999,0,0,,48,90,0.5329999999999999,0.5329999999999999,23,44,0.523,48,85,133,33,7,5,36,85,119
Mickaël Piétrus,30.0,19,16.0,386,34,98,0.34700000000000003,20,64,0.313,14,34,0.41200000000000003,0.449,12,18,0.667,5,31,36,9,12,6,16,33,100
Linas Kleiza,28.0,20,3.0,376,48,144,0.33299999999999996,20,66,0.303,28,78,0.359,0.40299999999999997,32,38,0.8420000000000001,10,42,52,16,4,2,14,45,148
Quincy Acy,22.0,29,0.0,342,42,75,0.56,1,2,0.5,41,73,0.562,0.5670000000000001,31,38,0.816,30,47,77,11,13,15,17,53,116
Dominic McGuire,27.0,15,9.0,230,15,32,0.469,0,0,,15,32,0.469,0.469,2,6,0.33299999999999996,11,37,48,10,5,8,7,26,32
Sebastian Telfair,27.0,13,0.0,185,18,62,0.29,10,37,0.27,8,25,0.32,0.371,10,12,0.833,1,15,16,39,9,1,11,20,56
Team Totals,,82,,19980,2979,6685,0.446,571,1665,0.34299999999999997,2408,5020,0.48,0.488,1442,1831,0.7879999999999999,871,2426,3297,1765,595,392,1124,1836,7971
