Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 30,Trp Dbl
1991,22.0,CHH,NBA,SG,82.0,36.0,1944.0,376.0,836.0,0.45,2.0,14.0,0.143,374.0,822.0,0.455,0.451,152.0,182.0,0.835,105.0,158.0,263.0,303.0,104.0,39.0,163.0,186.0,906.0,,0.0
1992,23.0,CHH,NBA,SG,79.0,79.0,2906.0,666.0,1427.0,0.467,6.0,25.0,0.24,660.0,1402.0,0.471,0.469,284.0,381.0,0.745,165.0,237.0,402.0,329.0,154.0,46.0,180.0,237.0,1622.0,,0.0
1993,24.0,CHH,NBA,SG,69.0,67.0,2430.0,463.0,1032.0,0.449,17.0,62.0,0.274,446.0,970.0,0.46,0.457,224.0,290.0,0.772,120.0,220.0,340.0,268.0,98.0,36.0,174.0,191.0,1167.0,,0.0
1994,25.0,SEA,NBA,SG,79.0,77.0,2435.0,429.0,969.0,0.443,38.0,120.0,0.317,391.0,849.0,0.461,0.462,215.0,275.0,0.782,91.0,177.0,268.0,275.0,151.0,32.0,143.0,194.0,1111.0,,0.0
1995,26.0,SEA,NBA,SG,73.0,58.0,2125.0,392.0,858.0,0.457,63.0,171.0,0.368,329.0,687.0,0.479,0.494,155.0,209.0,0.742,99.0,191.0,290.0,192.0,117.0,28.0,138.0,186.0,1002.0,,0.0
1996,27.0,TOT,NBA,SG,47.0,46.0,1683.0,246.0,524.0,0.469,26.0,79.0,0.329,220.0,445.0,0.494,0.494,138.0,176.0,0.784,72.0,160.0,232.0,260.0,64.0,24.0,131.0,131.0,656.0,,2.0
1996,27.0,CHH,NBA,SG,36.0,36.0,1265.0,179.0,372.0,0.481,17.0,54.0,0.315,162.0,318.0,0.509,0.504,89.0,117.0,0.761,56.0,133.0,189.0,225.0,42.0,22.0,110.0,101.0,464.0,,2.0
1996,27.0,NJN,NBA,SG,11.0,10.0,418.0,67.0,152.0,0.441,9.0,25.0,0.36,58.0,127.0,0.457,0.47,49.0,59.0,0.831,16.0,27.0,43.0,35.0,22.0,2.0,21.0,30.0,192.0,,0.0
1997,28.0,NJN,NBA,SF,82.0,81.0,3199.0,644.0,1453.0,0.443,74.0,220.0,0.336,570.0,1233.0,0.462,0.469,427.0,536.0,0.797,183.0,316.0,499.0,326.0,154.0,46.0,218.0,225.0,1789.0,,0.0
1998,29.0,NJN,NBA,SF,81.0,81.0,2733.0,418.0,974.0,0.429,26.0,101.0,0.257,392.0,873.0,0.449,0.443,225.0,327.0,0.688,112.0,279.0,391.0,200.0,156.0,64.0,124.0,268.0,1087.0,,0.0
1999,30.0,NJN,NBA,SF,50.0,47.0,1606.0,236.0,593.0,0.398,2.0,17.0,0.118,234.0,576.0,0.406,0.4,114.0,167.0,0.683,61.0,183.0,244.0,123.0,134.0,26.0,71.0,162.0,588.0,,1.0
2001,32.0,NJN,NBA,SG,31.0,26.0,892.0,107.0,323.0,0.331,4.0,14.0,0.286,103.0,309.0,0.333,0.337,65.0,90.0,0.722,32.0,99.0,131.0,87.0,47.0,7.0,48.0,64.0,283.0,,0.0
2002,33.0,MIA,NBA,SG,65.0,49.0,1410.0,162.0,422.0,0.384,6.0,44.0,0.136,156.0,378.0,0.413,0.391,42.0,62.0,0.677,29.0,155.0,184.0,100.0,44.0,8.0,55.0,140.0,372.0,,0.0
2003,34.0,MIN,NBA,SG,82.0,34.0,2068.0,286.0,677.0,0.422,19.0,59.0,0.322,267.0,618.0,0.432,0.436,123.0,161.0,0.764,51.0,197.0,248.0,156.0,78.0,15.0,108.0,176.0,714.0,,0.0
2004,35.0,CHI,NBA,SG,56.0,35.0,1411.0,215.0,548.0,0.392,9.0,38.0,0.237,206.0,510.0,0.404,0.401,100.0,136.0,0.735,61.0,129.0,190.0,89.0,65.0,16.0,83.0,107.0,539.0,,0.0
2005,36.0,MIL,NBA,SG,14.0,0.0,284.0,32.0,80.0,0.4,3.0,9.0,0.333,29.0,71.0,0.408,0.419,18.0,20.0,0.9,11.0,26.0,37.0,27.0,14.0,4.0,9.0,37.0,85.0,,0.0
