Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
1980,6,2013,CLE,Cleveland Cavaliers,Mike Mitchell,"January 1, 1956",24.0,NBA,SF,82.0,,2802.0,12.6,24.0,0.52,0.0,0.1,0.0,12.6,23.9,0.52,4.4,5.6,0.79,3.3,6.2,9.6,1.5,1.1,1.2,2.8,4.2,29.5,112.0,107.0
1981,6,2013,CLE,Cleveland Cavaliers,Mike Mitchell,"January 1, 1956",25.0,NBA,SF,82.0,,3194.0,12.7,26.7,0.48,0.1,0.1,0.44,12.7,26.6,0.48,4.5,5.7,0.78,3.2,4.3,7.5,2.1,0.9,0.8,2.6,3.0,30.0,107.0,111.0
1982,31,2013,TOT,Total After Trade,Mike Mitchell,"January 1, 1956",26.0,NBA,SF,84.0,83.0,3063.0,11.6,22.8,0.51,0.0,0.1,0.0,11.6,22.7,0.51,3.4,4.7,0.73,3.8,5.3,9.1,1.3,0.9,0.7,2.4,4.3,26.7,109.0,111.0
1982,6,2013,CLE,Cleveland Cavaliers,Mike Mitchell,"January 1, 1956",26.0,NBA,SF,27.0,26.0,973.0,11.4,25.0,0.45,0.0,0.3,0.0,11.4,24.7,0.46,3.6,5.0,0.72,3.5,3.5,7.0,1.9,1.3,0.7,2.7,3.8,26.3,100.0,114.0
1982,27,2013,SAS,San Antonio Spurs,Mike Mitchell,"January 1, 1956",26.0,NBA,SF,57.0,57.0,2090.0,11.7,21.8,0.54,0.0,0.0,0.0,11.7,21.8,0.54,3.3,4.5,0.73,3.9,6.2,10.1,1.0,0.7,0.6,2.2,4.5,26.8,114.0,110.0
1983,27,2013,SAS,San Antonio Spurs,Mike Mitchell,"January 1, 1956",27.0,NBA,SF,80.0,79.0,2803.0,11.4,22.2,0.51,0.0,0.0,0.0,11.4,22.2,0.51,3.6,4.8,0.76,3.1,5.8,8.9,1.6,0.9,0.9,2.1,4.1,26.4,113.0,108.0
1984,27,2013,SAS,San Antonio Spurs,Mike Mitchell,"January 1, 1956",28.0,NBA,SF,79.0,79.0,2853.0,12.3,25.2,0.49,0.1,0.2,0.43,12.2,25.0,0.49,4.3,5.6,0.78,3.0,6.0,9.0,1.5,1.0,1.2,2.2,4.0,29.0,109.0,112.0
1985,27,2013,SAS,San Antonio Spurs,Mike Mitchell,"January 1, 1956",29.0,NBA,SF,82.0,82.0,2853.0,12.5,25.2,0.5,0.1,0.4,0.22,12.5,24.8,0.5,4.4,5.6,0.78,2.3,4.4,6.7,2.4,1.0,0.4,2.3,3.5,29.5,110.0,112.0
1986,27,2013,SAS,San Antonio Spurs,Mike Mitchell,"January 1, 1956",30.0,NBA,SF,82.0,82.0,2970.0,12.5,26.4,0.47,0.0,0.2,0.0,12.5,26.2,0.48,4.9,6.1,0.81,2.1,4.3,6.4,2.9,0.9,0.4,2.9,2.7,29.9,105.0,112.0
1987,27,2013,SAS,San Antonio Spurs,Mike Mitchell,"January 1, 1956",31.0,NBA,SF,40.0,18.0,922.0,10.7,24.5,0.44,0.1,0.1,0.5,10.6,24.4,0.44,4.7,5.7,0.82,1.9,3.3,5.3,1.9,1.0,0.5,2.6,3.5,26.1,100.0,114.0
1988,27,2013,SAS,San Antonio Spurs,Mike Mitchell,"January 1, 1956",32.0,NBA,SF,68.0,20.0,1501.0,11.6,24.0,0.48,0.1,0.4,0.25,11.5,23.7,0.49,4.9,5.9,0.82,1.7,4.4,6.1,2.1,0.9,0.4,1.6,3.1,28.2,111.0,116.0
