PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Hakeem Olajuwon,31,23,23,989,9.7,18.7,0.519,0.1,0.1,0.5,9.6,18.6,0.52,4.7,5.9,0.795,2.0,7.2,9.2,3.6,1.5,3.3,3.0,3.0,24.2
Vernon Maxwell,28,23,23,880,4.8,12.8,0.376,1.8,5.6,0.326,3.0,7.2,0.415,1.5,2.2,0.685,0.5,2.8,3.3,3.9,0.8,0.1,2.0,2.3,13.0
Otis Thorpe,31,23,23,854,4.7,8.2,0.5720000000000001,0.0,0.1,0.5,4.6,8.1,0.573,1.6,2.8,0.5670000000000001,2.9,6.7,9.6,2.3,0.5,0.4,1.6,3.6,11.0
Robert Horry,23,23,23,778,4.5,10.5,0.434,1.6,4.1,0.382,3.0,6.3,0.467,1.8,2.4,0.765,1.9,4.6,6.5,3.8,1.6,0.9,1.2,3.1,12.4
Kenny Smith,28,23,23,696,4.4,9.8,0.455,1.8,3.9,0.447,2.7,5.8,0.46,2.2,2.7,0.8079999999999999,0.3,2.5,2.8,4.9,1.1,0.2,1.7,2.1,12.8
Sam Cassell,24,22,0,478,4.7,12.1,0.39399999999999996,1.3,3.4,0.37799999999999995,3.5,8.7,0.4,4.8,5.6,0.865,1.4,3.0,4.4,7.0,1.6,0.4,3.5,4.7,15.6
Mario Elie,30,23,0,382,4.0,10.0,0.396,0.9,3.0,0.313,3.0,7.0,0.43200000000000005,3.8,4.4,0.851,0.8,2.9,3.8,3.6,0.8,0.3,2.0,2.8,12.6
Carl Herrera,27,16,0,248,4.5,8.4,0.534,0.0,0.0,,4.5,8.4,0.534,1.9,2.3,0.813,2.0,4.5,6.5,0.4,0.7,0.4,1.0,5.4,10.9
Earl Cureton,36,10,0,100,2.9,3.6,0.8,0.0,0.0,,2.9,3.6,0.8,0.7,0.7,1.0,2.2,8.3,10.4,0.7,0.4,0.7,1.1,7.2,6.5
Chris Jent,24,11,0,62,2.9,11.6,0.25,1.7,7.5,0.231,1.2,4.1,0.28600000000000003,0.0,0.0,,0.6,4.6,5.2,4.1,1.2,0.0,1.7,4.1,7.5
Matt Bullard,26,10,0,55,2.6,12.4,0.21100000000000002,1.3,6.5,0.2,1.3,5.9,0.222,3.9,5.2,0.75,1.3,5.2,6.5,0.0,0.7,1.3,0.0,3.9,10.5
Scott Brooks,28,5,0,23,7.8,9.4,0.833,1.6,1.6,1.0,6.3,7.8,0.8,0.0,1.6,0.0,1.6,1.6,3.1,4.7,0.0,0.0,0.0,4.7,17.2
